DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DB3);8(DC1);9(DC2);10(DC3);11(DC4);12(DD1);13(DD2);14(DD3);15(TA);16(DB4);17(DB5)
2020-02-07 00:00:00;14;4;3;0;0;0;0;3;4;2;1;3;12;1;0;1;0
2020-02-07 00:15:00;4;9;5;0;0;0;0;6;7;6;4;10;10;2;1;0;0
2020-02-07 00:30:00;6;10;2;1;0;0;0;11;6;5;0;6;6;3;0;1;0
2020-02-07 00:45:00;10;12;2;0;0;0;1;5;7;3;0;6;5;2;0;0;0
2020-02-07 01:00:00;7;12;2;0;0;1;0;6;5;2;0;2;6;1;0;0;0
2020-02-07 01:15:00;6;4;0;0;1;1;1;5;5;3;0;3;2;1;1;0;0
2020-02-07 01:30:00;5;8;2;0;0;0;0;4;3;3;1;5;2;0;0;1;0
2020-02-07 01:45:00;9;2;0;0;0;1;0;1;0;4;1;2;0;1;0;0;0
2020-02-07 02:00:00;5;3;0;0;0;0;0;1;0;4;0;4;6;1;0;0;0
2020-02-07 02:15:00;11;7;2;0;0;0;0;5;3;5;0;2;5;0;0;0;0
2020-02-07 02:30:00;6;3;3;0;0;0;0;1;2;3;0;0;4;3;0;1;0
2020-02-07 02:45:00;6;7;0;1;0;0;0;5;1;7;1;2;2;1;0;1;0
2020-02-07 03:00:00;3;7;3;0;0;1;0;4;8;3;0;6;2;0;1;0;0
2020-02-07 03:15:00;3;4;0;0;0;0;0;3;6;1;2;1;3;1;0;0;0
2020-02-07 03:30:00;4;6;1;0;0;0;0;3;3;3;0;6;3;0;0;1;0
2020-02-07 03:45:00;3;2;2;0;0;0;0;4;2;5;0;1;2;0;0;0;0
2020-02-07 04:00:00;9;3;0;0;0;0;0;4;1;3;1;3;3;0;1;0;0
2020-02-07 04:15:00;9;11;2;0;0;0;0;7;5;4;3;6;5;2;0;0;0
2020-02-07 04:30:00;14;18;7;1;0;0;0;9;12;6;1;8;6;2;0;2;0
2020-02-07 04:45:00;15;24;14;1;0;0;1;6;14;7;3;17;12;0;2;2;0
2020-02-07 05:00:00;16;40;37;0;0;0;0;12;13;8;4;34;40;6;8;1;0
2020-02-07 05:15:00;33;58;76;0;0;1;0;16;15;9;2;35;37;7;16;0;0
2020-02-07 05:30:00;51;72;91;1;0;0;0;40;32;17;11;44;23;11;8;1;0
2020-02-07 05:45:00;69;58;75;1;1;0;0;39;62;23;17;49;28;9;4;3;0
2020-02-07 06:00:00;59;65;65;2;0;1;0;48;70;29;19;36;29;8;9;4;0
2020-02-07 06:15:00;104;76;91;4;0;1;0;33;59;32;29;49;38;18;12;8;0
2020-02-07 06:30:00;102;94;103;5;0;1;0;45;64;19;16;56;47;26;18;6;0
2020-02-07 06:45:00;101;87;100;12;1;2;1;59;67;25;21;65;51;36;15;17;0
2020-02-07 07:00:00;105;86;103;10;0;2;1;85;61;28;16;63;63;52;21;24;0
2020-02-07 07:15:00;99;106;114;16;4;1;0;99;68;29;31;91;85;69;29;41;0
2020-02-07 07:30:00;102;124;137;26;0;2;1;82;68;44;37;75;77;59;36;55;0
2020-02-07 07:45:00;102;122;132;20;0;2;1;92;98;44;35;90;58;60;25;40;0
2020-02-07 08:00:00;100;94;109;12;0;1;4;71;79;33;30;74;48;38;15;19;0
2020-02-07 08:15:00;106;77;99;11;0;25;2;64;72;33;27;49;55;39;16;23;0
2020-02-07 08:30:00;95;94;100;12;1;3;1;87;80;32;37;66;56;44;8;19;0
2020-02-07 08:45:00;90;80;89;6;0;2;2;84;77;39;25;68;53;50;6;10;0
