DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DD1);9(DE1);10(DE2);11(DE3);12(DE4);13(TAFBA);14(TAFBB);15(TAFBC);16(TAFBD)
2020-08-22 00:00:00;29;49;42;6;5;49;1;8;6;6;6;5;0;0;0;0
2020-08-22 00:15:00;25;38;29;3;9;35;1;3;6;6;7;7;0;0;0;0
2020-08-22 00:30:00;23;37;27;2;35;33;0;7;12;11;11;10;0;0;0;0
2020-08-22 00:45:00;32;28;22;2;12;32;3;5;10;10;9;9;0;0;0;0
2020-08-22 01:00:00;18;30;23;2;5;25;2;2;7;7;7;7;0;0;0;0
2020-08-22 01:15:00;18;31;27;0;7;35;2;5;6;6;4;4;0;0;0;0
2020-08-22 01:30:00;22;22;21;1;7;22;1;4;7;6;7;7;0;0;0;0
2020-08-22 01:45:00;15;9;11;1;9;8;2;6;3;3;4;4;0;0;0;0
2020-08-22 02:00:00;24;20;19;2;3;24;1;2;4;3;3;2;0;1;0;0
2020-08-22 02:15:00;13;21;17;1;4;21;0;2;5;6;4;5;1;0;0;0
2020-08-22 02:30:00;19;12;12;2;2;13;2;2;3;4;2;4;0;0;0;0
2020-08-22 02:45:00;8;15;14;1;4;13;0;0;4;4;5;4;0;0;0;0
2020-08-22 03:00:00;12;10;9;0;4;17;0;0;5;4;3;4;0;0;0;0
2020-08-22 03:15:00;4;15;13;2;1;17;1;2;1;1;2;2;0;0;0;0
2020-08-22 03:30:00;9;8;6;1;1;4;1;3;4;5;4;4;0;0;0;0
2020-08-22 03:45:00;11;5;4;2;1;7;0;0;4;4;6;4;0;0;0;0
2020-08-22 04:00:00;6;11;8;1;7;13;2;1;4;3;4;4;0;0;0;0
2020-08-22 04:15:00;5;7;7;1;5;9;0;1;2;2;2;2;0;0;0;0
2020-08-22 04:30:00;8;3;3;1;3;2;0;1;3;3;2;3;0;0;0;0
2020-08-22 04:45:00;12;6;5;1;0;7;0;0;1;1;1;1;0;0;0;0
2020-08-22 05:00:00;10;9;10;1;4;8;0;3;1;1;1;1;0;0;0;0
2020-08-22 05:15:00;15;6;6;1;1;8;0;5;9;6;6;6;0;0;0;0
2020-08-22 05:30:00;21;21;18;3;4;16;0;3;8;7;8;8;0;0;0;0
2020-08-22 05:45:00;13;27;20;0;6;37;0;8;12;12;10;11;0;0;0;0
2020-08-22 06:00:00;15;15;13;3;9;15;1;1;8;7;9;9;0;0;0;0
2020-08-22 06:15:00;18;21;19;4;3;21;0;3;8;8;7;8;0;0;0;0
2020-08-22 06:30:00;20;20;18;5;5;17;2;14;15;16;16;16;0;0;0;0
2020-08-22 06:45:00;22;22;18;4;13;25;0;7;9;9;9;9;0;0;0;0
2020-08-22 07:00:00;15;23;24;7;8;24;0;18;8;9;8;8;1;0;0;0
