DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DC1);8(DC2)
2020-03-21 00:00:00;5;6;1;0;0;4;0;7
2020-03-21 00:15:00;3;6;1;1;0;3;0;1
2020-03-21 00:30:00;5;6;4;0;0;3;0;6
2020-03-21 00:45:00;2;4;2;1;1;5;0;1
2020-03-21 01:00:00;5;4;3;1;0;2;0;0
2020-03-21 01:15:00;5;3;1;1;2;3;0;2
2020-03-21 01:30:00;2;2;1;0;0;1;0;3
2020-03-21 01:45:00;5;5;2;1;1;2;0;3
2020-03-21 02:00:00;7;3;1;1;1;1;0;1
2020-03-21 02:15:00;3;3;2;2;2;4;0;0
2020-03-21 02:30:00;4;1;0;0;0;1;0;1
2020-03-21 02:45:00;5;2;0;0;0;1;0;5
2020-03-21 03:00:00;5;5;0;0;0;4;0;0
2020-03-21 03:15:00;8;2;0;1;1;2;0;2
2020-03-21 03:30:00;6;3;0;1;0;2;0;4
2020-03-21 03:45:00;1;3;1;0;0;3;0;1
2020-03-21 04:00:00;5;1;1;0;1;2;0;1
2020-03-21 04:15:00;8;7;1;2;2;3;0;2
2020-03-21 04:30:00;3;1;0;0;0;2;0;4
2020-03-21 04:45:00;9;2;0;0;0;1;0;3
2020-03-21 05:00:00;6;3;1;1;1;1;0;1
2020-03-21 05:15:00;12;8;4;2;1;5;0;6
2020-03-21 05:30:00;16;19;7;3;1;6;0;1
2020-03-21 05:45:00;20;16;6;1;0;7;0;5
2020-03-21 06:00:00;13;9;2;2;1;7;0;4
2020-03-21 06:15:00;14;7;6;0;0;3;0;10
2020-03-21 06:30:00;20;20;10;2;1;5;0;2
2020-03-21 06:45:00;21;15;3;1;0;10;0;13
2020-03-21 07:00:00;17;12;3;2;3;14;0;5
2020-03-21 07:15:00;15;20;4;4;2;10;0;8
2020-03-21 07:30:00;15;17;3;5;7;21;0;8
2020-03-21 07:45:00;23;15;2;7;8;18;0;12
2020-03-21 08:00:00;22;14;6;4;3;10;0;8
2020-03-21 08:15:00;22;19;2;1;2;2;0;12
2020-03-21 08:30:00;27;12;2;4;4;10;0;8
2020-03-21 08:45:00;30;22;5;1;1;13;0;10
2020-03-21 09:00:00;21;14;3;1;2;10;0;15
2020-03-21 09:15:00;25;19;11;3;2;9;0;19
2020-03-21 09:30:00;34;20;12;2;0;11;0;11
2020-03-21 09:45:00;31;20;3;2;0;16;0;14
2020-03-21 10:00:00;30;23;9;4;3;13;0;19
2020-03-21 10:15:00;23;25;7;6;4;16;0;25
2020-03-21 10:30:00;35;30;11;4;4;13;0;16
2020-03-21 10:45:00;19;24;10;1;2;18;0;24
2020-03-21 11:00:00;31;26;6;5;3;11;0;25
2020-03-21 11:15:00;40;30;11;2;2;15;0;25
2020-03-21 11:30:00;36;25;8;4;3;20;0;20
2020-03-21 11:45:00;28;34;11;2;2;15;0;22
2020-03-21 12:00:00;31;32;15;5;3;17;0;29
2020-03-21 12:15:00;23;26;10;1;2;11;0;20
2020-03-21 12:30:00;27;32;13;1;1;12;0;25
2020-03-21 12:45:00;34;21;7;1;1;12;0;22
2020-03-21 13:00:00;27;29;9;1;6;12;0;15
2020-03-21 13:15:00;24;20;7;3;2;16;0;26
2020-03-21 13:30:00;37;31;8;3;3;12;0;19
2020-03-21 13:45:00;19;23;7;1;3;15;0;19
2020-03-21 14:00:00;19;15;5;3;3;14;0;23
2020-03-21 14:15:00;18;20;6;5;3;9;0;21
2020-03-21 14:30:00;15;17;7;7;4;19;0;8
2020-03-21 14:45:00;21;23;15;1;2;15;0;12
2020-03-21 15:00:00;24;24;10;1;3;5;0;13
2020-03-21 15:15:00;25;19;6;1;1;10;0;8
2020-03-21 15:30:00;23;23;9;2;3;11;0;18
2020-03-21 15:45:00;23;19;9;1;2;9;0;22
2020-03-21 16:00:00;15;17;9;1;2;19;0;12
2020-03-21 16:15:00;22;18;2;0;0;7;0;9
2020-03-21 16:30:00;20;17;5;2;3;11;0;21
2020-03-21 16:45:00;16;16;8;1;3;11;0;22
