DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(TAFGC)
2020-07-03 00:00:00;10;4;3;2;2;2;0
2020-07-03 00:15:00;5;4;4;0;6;4;0
2020-07-03 00:30:00;5;5;2;4;6;7;0
2020-07-03 00:45:00;6;2;2;2;8;4;0
2020-07-03 01:00:00;3;4;5;1;6;2;0
2020-07-03 01:15:00;3;1;1;2;5;4;0
2020-07-03 01:30:00;4;6;1;0;7;5;0
2020-07-03 01:45:00;6;2;2;0;1;1;0
2020-07-03 02:00:00;2;1;0;1;9;8;0
2020-07-03 02:15:00;5;4;2;2;7;4;0
2020-07-03 02:30:00;2;1;2;1;10;6;0
2020-07-03 02:45:00;5;4;3;2;6;3;0
2020-07-03 03:00:00;4;4;5;1;6;3;0
2020-07-03 03:15:00;4;5;6;6;5;5;0
2020-07-03 03:30:00;2;4;3;0;4;4;0
2020-07-03 03:45:00;5;4;4;5;11;7;0
2020-07-03 04:00:00;5;10;8;2;5;4;0
2020-07-03 04:15:00;7;9;6;3;8;6;0
2020-07-03 04:30:00;5;6;3;4;10;6;0
2020-07-03 04:45:00;17;16;8;5;10;8;0
2020-07-03 05:00:00;32;16;6;10;15;6;0
2020-07-03 05:15:00;26;27;20;5;33;20;0
2020-07-03 05:30:00;44;22;19;10;45;16;0
2020-07-03 05:45:00;48;38;29;8;54;21;0
2020-07-03 06:00:00;40;19;14;14;52;28;0
2020-07-03 06:15:00;73;47;36;18;79;34;0
2020-07-03 06:30:00;69;40;35;21;81;32;0
2020-07-03 06:45:00;102;48;46;18;94;50;2
2020-07-03 07:00:00;82;61;58;205;74;44;0
2020-07-03 07:15:00;94;54;51;38;90;31;0
2020-07-03 07:30:00;79;46;42;33;63;27;1
2020-07-03 07:45:00;78;65;61;43;83;39;2
2020-07-03 08:00:00;70;44;44;33;80;35;1
2020-07-03 08:15:00;67;56;48;45;70;31;0
2020-07-03 08:30:00;70;55;49;30;82;38;1
2020-07-03 08:45:00;75;51;47;31;74;37;0
2020-07-03 09:00:00;71;52;49;43;73;42;1
2020-07-03 09:15:00;84;55;46;69;80;45;1
2020-07-03 09:30:00;79;51;47;34;84;45;1
2020-07-03 09:45:00;89;57;48;32;90;44;1
2020-07-03 10:00:00;92;41;43;48;78;52;1
2020-07-03 10:15:00;85;43;39;39;82;50;0
2020-07-03 10:30:00;92;51;47;40;82;50;0
2020-07-03 10:45:00;107;59;53;35;91;63;0
2020-07-03 11:00:00;84;57;55;38;93;51;2
2020-07-03 11:15:00;96;52;45;40;102;61;2
2020-07-03 11:30:00;97;57;47;55;116;58;2
2020-07-03 11:45:00;81;63;49;40;93;56;2
2020-07-03 12:00:00;92;61;57;56;104;72;2
2020-07-03 12:15:00;79;47;38;46;106;76;3
2020-07-03 12:30:00;98;59;56;46;120;65;4
2020-07-03 12:45:00;82;60;54;38;87;57;1
2020-07-03 13:00:00;90;60;46;49;109;47;2
2020-07-03 13:15:00;90;61;53;41;99;59;0
2020-07-03 13:30:00;79;47;42;33;98;50;1
2020-07-03 13:45:00;97;64;60;37;106;53;0
2020-07-03 14:00:00;82;68;52;34;111;63;2
2020-07-03 14:15:00;81;44;44;43;117;78;2
2020-07-03 14:30:00;90;59;53;50;87;54;2
2020-07-03 14:45:00;112;72;63;61;94;54;1
2020-07-03 15:00:00;112;71;69;82;100;57;2
2020-07-03 15:15:00;126;75;63;51;110;50;1
2020-07-03 15:30:00;117;81;74;61;98;56;1
2020-07-03 15:45:00;102;59;53;44;93;56;5
2020-07-03 16:00:00;84;55;55;49;89;65;1
2020-07-03 16:15:00;93;59;58;40;81;51;2
2020-07-03 16:30:00;92;57;40;44;102;53;3
2020-07-03 16:45:00;68;51;42;74;74;46;2
2020-07-03 17:00:00;75;37;34;28;96;61;0
2020-07-03 17:15:00;86;40;32;30;94;46;2
2020-07-03 17:30:00;64;34;30;41;81;38;0
2020-07-03 17:45:00;71;51;38;20;72;40;0
2020-07-03 18:00:00;73;43;43;18;81;45;0
2020-07-03 18:15:00;55;27;24;12;68;32;3
2020-07-03 18:30:00;44;32;27;9;63;24;1
2020-07-03 18:45:00;51;29;22;13;56;27;4
2020-07-03 19:00:00;42;27;19;14;54;32;0
2020-07-03 19:15:00;41;19;19;10;60;28;1
2020-07-03 19:30:00;41;31;23;10;51;22;2
2020-07-03 19:45:00;33;22;16;12;42;22;4
2020-07-03 20:00:00;36;19;14;9;41;16;0
2020-07-03 20:15:00;30;23;17;7;41;18;0
2020-07-03 20:30:00;33;15;9;8;31;9;0
2020-07-03 20:45:00;40;19;9;12;41;23;0
2020-07-03 21:00:00;29;14;12;7;32;11;1
2020-07-03 21:15:00;34;17;10;7;48;14;0
2020-07-03 21:30:00;30;17;13;8;37;11;0
2020-07-03 21:45:00;27;25;12;12;30;17;0
2020-07-03 22:00:00;16;11;10;11;25;11;0
2020-07-03 22:15:00;32;17;9;10;16;9;0
2020-07-03 22:30:00;19;6;2;2;25;14;0
2020-07-03 22:45:00;17;12;9;5;21;6;0
2020-07-03 23:00:00;14;10;6;2;18;4;0
2020-07-03 23:15:00;22;8;5;2;20;9;0
2020-07-03 23:30:00;8;7;6;2;8;1;0
2020-07-03 23:45:00;18;12;4;3;14;12;0
