DATUM;1(DB1);2(DB2);3(DB3);4(DB4);5(DC1);6(DC2);7(DC3);8(DD1);9(DD2);10(TAFBB);11(TAFBC);12(TAFBC2);13(TAFGD);14(TAFBD)
2019-08-20 00:00:00;529;3;1;2;1;0;0;4;8;0;0;0;0;0
2019-08-20 00:15:00;514;5;0;0;0;0;0;5;8;0;0;0;0;0
2019-08-20 00:30:00;257;3;2;2;1;0;0;1;2;0;0;0;0;0
2019-08-20 00:45:00;264;2;0;0;0;0;0;2;5;0;0;0;0;0
2019-08-20 01:00:00;23;3;0;0;0;0;0;0;2;0;0;0;0;0
2019-08-20 01:15:00;57;1;0;0;0;2;0;1;1;0;0;0;0;0
2019-08-20 01:30:00;256;1;1;0;0;1;0;1;1;0;0;0;0;0
2019-08-20 01:45:00;0;4;0;3;0;0;0;0;2;0;0;0;0;0
2019-08-20 02:00:00;273;3;0;0;0;0;0;2;6;0;0;0;0;0
2019-08-20 02:15:00;258;3;1;1;0;0;0;0;3;0;0;0;0;0
2019-08-20 02:30:00;274;1;2;1;2;0;0;1;5;0;0;0;0;0
2019-08-20 02:45:00;3;2;0;0;0;0;0;2;4;0;0;0;0;0
2019-08-20 03:00:00;281;2;0;0;1;0;0;0;0;0;0;0;0;0
2019-08-20 03:15:00;11;2;0;1;0;1;0;1;2;0;0;0;0;0
2019-08-20 03:30:00;271;1;1;1;0;0;0;0;1;0;0;0;0;0
2019-08-20 03:45:00;531;1;1;0;0;1;1;1;1;0;0;0;0;0
2019-08-20 04:00:00;254;0;0;0;0;0;0;0;2;0;0;0;0;0
2019-08-20 04:15:00;84;7;2;1;0;0;0;2;8;0;0;0;0;0
2019-08-20 04:30:00;5;4;0;0;0;0;0;1;3;0;0;0;0;0
2019-08-20 04:45:00;3;6;1;1;0;0;0;3;3;0;0;0;0;0
2019-08-20 05:00:00;268;6;5;4;1;0;0;8;10;0;0;0;0;0
2019-08-20 05:15:00;3;5;12;9;2;0;0;20;25;0;0;0;0;0
2019-08-20 05:30:00;13;17;7;6;9;1;0;34;38;0;0;0;0;0
2019-08-20 05:45:00;9;19;9;13;2;3;0;41;46;1;0;0;0;0
2019-08-20 06:00:00;28;18;15;19;3;1;3;35;39;0;0;0;1;0
2019-08-20 06:15:00;20;17;22;25;7;3;0;45;48;0;0;0;0;0
2019-08-20 06:30:00;13;15;74;69;18;1;2;67;81;0;0;0;2;6
2019-08-20 06:45:00;22;27;53;51;14;2;0;80;62;0;0;0;22;7
2019-08-20 07:00:00;272;20;31;31;12;1;0;71;92;0;0;0;1;0
2019-08-20 07:15:00;20;18;33;31;13;1;0;67;90;0;0;1;1;0
2019-08-20 07:30:00;254;13;45;41;10;2;0;79;82;1;0;0;0;0
2019-08-20 07:45:00;31;34;43;39;11;7;3;88;92;0;0;1;1;0
2019-08-20 08:00:00;27;32;28;33;10;4;1;89;88;0;0;0;6;0
2019-08-20 08:15:00;30;23;27;32;7;1;1;78;72;0;0;2;2;1
2019-08-20 08:30:00;32;26;22;22;11;3;2;64;53;0;0;0;4;2
2019-08-20 08:45:00;30;25;14;16;8;6;1;71;54;0;0;0;1;1
2019-08-20 09:00:00;22;31;15;15;11;3;0;44;24;0;0;0;8;4
2019-08-20 09:15:00;29;37;7;12;15;4;1;49;38;0;0;1;5;1
2019-08-20 09:30:00;542;33;14;15;10;5;3;35;38;0;0;1;2;0
2019-08-20 09:45:00;20;30;11;10;12;1;0;35;23;1;0;0;3;0
2019-08-20 10:00:00;32;29;14;18;7;9;0;35;34;0;0;0;3;0
2019-08-20 10:15:00;30;29;12;14;8;5;0;27;33;0;0;0;1;0
2019-08-20 10:30:00;36;34;11;16;16;8;3;41;32;0;0;0;4;3
2019-08-20 10:45:00;29;28;9;12;8;2;1;25;22;0;0;0;2;1
2019-08-20 11:00:00;32;44;11;16;16;13;1;38;37;4;0;0;6;8
2019-08-20 11:15:00;30;43;18;26;15;9;3;27;37;3;0;0;8;22
2019-08-20 11:30:00;44;38;16;16;13;6;6;37;39;0;0;0;3;0
2019-08-20 11:45:00;30;38;17;16;19;8;2;26;32;0;0;0;3;0
2019-08-20 12:00:00;31;30;15;18;19;4;6;29;29;0;0;0;7;0
2019-08-20 12:15:00;33;26;11;11;16;7;2;40;27;1;0;0;1;0
2019-08-20 12:30:00;26;27;8;11;14;4;4;29;22;2;1;0;0;8
2019-08-20 12:45:00;28;31;16;19;17;3;3;30;32;0;1;0;1;0
2019-08-20 13:00:00;36;38;13;11;19;9;4;30;28;0;0;0;3;0
