DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DC1);8(DC2)
2019-09-02 00:00:00;5;10;6;6;8;15;14;7
2019-09-02 00:15:00;5;3;3;4;4;14;13;11
2019-09-02 00:30:00;10;6;4;7;8;12;19;2
2019-09-02 00:45:00;6;8;2;3;3;8;11;9
2019-09-02 01:00:00;3;7;1;4;5;17;11;10
2019-09-02 01:15:00;5;8;8;4;4;10;8;4
2019-09-02 01:30:00;2;6;6;3;3;7;8;6
2019-09-02 01:45:00;4;8;3;4;4;6;6;1
2019-09-02 02:00:00;4;4;3;1;0;3;9;4
2019-09-02 02:15:00;6;10;4;9;8;13;6;3
2019-09-02 02:30:00;4;6;2;4;4;6;6;2
2019-09-02 02:45:00;3;4;5;3;3;5;4;3
2019-09-02 03:00:00;4;7;6;3;2;5;4;3
2019-09-02 03:15:00;3;3;3;3;3;4;7;1
2019-09-02 03:30:00;6;6;3;6;4;7;9;3
2019-09-02 03:45:00;7;4;1;3;3;7;5;1
2019-09-02 04:00:00;7;5;1;5;4;6;6;2
2019-09-02 04:15:00;7;5;8;4;1;10;9;3
2019-09-02 04:30:00;19;9;8;13;4;15;11;2
2019-09-02 04:45:00;22;12;13;10;5;15;19;9
2019-09-02 05:00:00;18;22;18;6;7;13;17;12
2019-09-02 05:15:00;30;27;29;15;13;24;38;18
2019-09-02 05:30:00;31;44;44;26;21;50;35;18
2019-09-02 05:45:00;43;49;52;37;33;93;65;37
2019-09-02 06:00:00;36;30;40;40;28;93;60;41
2019-09-02 06:15:00;54;53;51;45;86;133;81;57
2019-09-02 06:30:00;64;58;66;84;67;155;89;75
2019-09-02 06:45:00;74;79;69;86;117;207;84;75
2019-09-02 07:00:00;66;61;64;55;83;168;87;108
2019-09-02 07:15:00;84;78;54;71;99;196;99;97
2019-09-02 07:30:00;74;106;71;77;115;215;88;109
2019-09-02 07:45:00;79;97;56;99;137;225;88;103
2019-09-02 08:00:00;64;91;50;62;95;181;79;86
2019-09-02 08:15:00;73;78;40;72;105;178;81;76
2019-09-02 08:30:00;68;85;42;61;75;156;89;89
2019-09-02 08:45:00;96;103;46;47;80;131;87;76
2019-09-02 09:00:00;66;77;38;51;75;136;65;57
2019-09-02 09:15:00;59;76;32;41;53;113;65;85
2019-09-02 09:30:00;71;79;36;43;59;117;73;62
2019-09-02 09:45:00;83;86;31;43;66;128;74;75
2019-09-02 10:00:00;78;76;37;38;46;93;56;68
2019-09-02 10:15:00;74;91;29;45;61;118;79;85
2019-09-02 10:30:00;84;81;46;46;58;117;85;97
2019-09-02 10:45:00;75;90;39;37;62;111;87;79
2019-09-02 11:00:00;74;78;37;34;60;116;71;92
2019-09-02 11:15:00;89;94;39;43;56;105;79;74
2019-09-02 11:30:00;79;101;23;64;73;138;105;126
2019-09-02 11:45:00;83;89;32;55;152;106;110;110
2019-09-02 12:00:00;91;96;33;53;60;106;125;123
2019-09-02 12:15:00;84;96;35;43;54;103;115;129
2019-09-02 12:30:00;81;80;32;61;68;119;109;100
2019-09-02 12:45:00;74;93;35;60;52;114;102;123
2019-09-02 13:00:00;85;85;49;136;120;124;88;107
2019-09-02 13:15:00;88;90;29;120;65;127;91;119
2019-09-02 13:30:00;93;83;25;95;56;113;74;107
2019-09-02 13:45:00;87;100;39;66;67;117;90;99
2019-09-02 14:00:00;93;84;48;100;55;124;91;88
2019-09-02 14:15:00;91;99;42;62;81;118;85;111
2019-09-02 14:30:00;84;107;37;84;83;137;87;100
2019-09-02 14:45:00;94;119;30;87;62;140;91;104
2019-09-02 15:00:00;83;91;40;141;69;121;84;113
2019-09-02 15:15:00;100;104;57;49;65;139;101;121
2019-09-02 15:30:00;105;119;55;49;58;127;100;132
2019-09-02 15:45:00;92;105;57;48;68;143;116;126
2019-09-02 16:00:00;115;112;81;37;49;109;99;141
2019-09-02 16:15:00;96;119;68;54;76;146;115;152
