DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DB4);7(DC1);8(DC2);9(TAFBA);10(TAFBB);11(TAFBC)
2020-03-02 00:00:00;2;4;0;5;1;4;0;0;0;0;0
2020-03-02 00:15:00;2;8;0;7;0;3;0;0;0;0;0
2020-03-02 00:30:00;3;3;0;7;1;6;0;0;0;0;0
2020-03-02 00:45:00;1;4;0;6;0;4;0;0;0;0;0
2020-03-02 01:00:00;1;7;0;2;0;1;0;0;0;0;0
2020-03-02 01:15:00;1;0;0;1;0;1;0;0;0;0;0
2020-03-02 01:30:00;1;2;0;1;0;0;0;0;0;0;0
2020-03-02 01:45:00;1;3;0;3;0;2;0;0;0;0;0
2020-03-02 02:00:00;0;0;0;0;0;0;0;0;0;0;0
2020-03-02 02:15:00;2;4;0;0;0;0;0;0;0;0;0
2020-03-02 02:30:00;0;1;0;1;1;1;0;2;0;0;0
2020-03-02 02:45:00;0;3;0;0;0;0;0;0;0;0;0
2020-03-02 03:00:00;0;1;0;2;1;1;0;0;0;0;0
2020-03-02 03:15:00;0;3;0;1;0;1;0;1;0;0;0
2020-03-02 03:30:00;0;0;0;2;0;2;0;0;0;0;0
2020-03-02 03:45:00;1;1;0;1;2;1;0;1;0;0;0
2020-03-02 04:00:00;3;2;0;1;0;1;0;0;0;0;0
2020-03-02 04:15:00;1;2;0;0;0;0;0;0;0;0;0
2020-03-02 04:30:00;2;1;0;4;1;4;1;2;0;0;0
2020-03-02 04:45:00;4;5;0;5;0;4;1;0;0;0;0
2020-03-02 05:00:00;6;5;0;5;3;5;3;3;0;0;0
2020-03-02 05:15:00;3;6;0;7;0;5;3;2;0;0;0
2020-03-02 05:30:00;11;12;0;12;2;7;1;7;0;0;0
2020-03-02 05:45:00;15;25;0;22;2;11;2;8;0;0;0
2020-03-02 06:00:00;23;25;0;16;8;13;2;9;0;0;0
2020-03-02 06:15:00;38;38;0;25;10;20;6;16;0;0;0
2020-03-02 06:30:00;30;30;0;20;13;23;5;18;0;0;0
2020-03-02 06:45:00;50;51;0;30;5;26;5;25;0;0;0
2020-03-02 07:00:00;59;96;0;36;8;37;6;27;0;0;1
2020-03-02 07:15:00;88;123;0;62;18;63;10;33;0;0;0
2020-03-02 07:30:00;109;171;0;74;23;55;11;54;0;0;0
2020-03-02 07:45:00;102;143;0;99;25;79;10;38;0;3;0
2020-03-02 08:00:00;80;82;0;75;15;56;13;23;1;0;1
2020-03-02 08:15:00;63;80;0;70;13;54;7;20;5;2;2
2020-03-02 08:30:00;54;72;0;59;18;51;11;22;0;0;0
2020-03-02 08:45:00;55;57;0;65;10;51;3;9;0;0;0
2020-03-02 09:00:00;57;54;0;57;9;42;12;13;0;3;0
2020-03-02 09:15:00;61;68;0;54;5;52;7;18;0;4;1
2020-03-02 09:30:00;49;46;0;71;18;65;10;20;1;0;0
2020-03-02 09:45:00;43;59;0;66;10;75;7;15;0;1;0
2020-03-02 10:00:00;36;47;0;60;13;56;5;11;3;1;0
2020-03-02 10:15:00;52;53;0;60;9;53;8;10;0;0;0
2020-03-02 10:30:00;41;44;0;67;17;47;6;9;0;1;0
2020-03-02 10:45:00;48;37;0;61;5;40;5;9;0;8;0
2020-03-02 11:00:00;40;47;0;72;5;53;3;13;0;0;0
2020-03-02 11:15:00;38;46;0;68;1;49;7;16;0;0;0
2020-03-02 11:30:00;35;34;0;69;7;57;3;11;0;0;0
2020-03-02 11:45:00;43;48;0;70;8;61;4;18;0;4;0
2020-03-02 12:00:00;42;55;0;82;9;64;5;18;0;48;0
2020-03-02 12:15:00;33;53;0;79;7;75;6;13;0;2;0
2020-03-02 12:30:00;44;38;0;68;5;51;8;21;3;1;0
