DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(TAFGA);9(TAFGC)
2019-09-04 00:00:00;1;4;4;3;0;0;2;0;0
2019-09-04 00:15:00;4;5;8;0;2;2;9;0;0
2019-09-04 00:30:00;1;4;8;0;0;0;10;0;0
2019-09-04 00:45:00;3;7;13;0;0;0;7;0;0
2019-09-04 01:00:00;3;4;4;0;0;0;3;0;0
2019-09-04 01:15:00;5;4;6;1;0;1;2;0;0
2019-09-04 01:30:00;0;4;6;2;1;1;2;0;0
2019-09-04 01:45:00;0;0;3;0;0;0;3;0;0
2019-09-04 02:00:00;0;0;1;0;0;1;3;0;0
2019-09-04 02:15:00;3;4;6;0;0;0;1;0;0
2019-09-04 02:30:00;3;2;3;0;0;0;3;0;0
2019-09-04 02:45:00;0;1;1;0;0;0;2;0;0
2019-09-04 03:00:00;1;1;2;0;0;1;2;0;0
2019-09-04 03:15:00;1;2;3;0;0;0;4;0;0
2019-09-04 03:30:00;1;2;5;1;0;0;2;0;0
2019-09-04 03:45:00;0;1;2;0;0;0;2;0;0
2019-09-04 04:00:00;3;0;3;0;0;0;2;0;0
2019-09-04 04:15:00;1;1;3;1;0;2;0;0;0
2019-09-04 04:30:00;4;2;9;0;0;0;9;0;0
2019-09-04 04:45:00;7;5;13;4;0;0;8;0;0
2019-09-04 05:00:00;6;10;20;3;3;1;23;0;0
2019-09-04 05:15:00;16;15;33;6;3;6;38;0;0
2019-09-04 05:30:00;9;19;45;9;7;7;61;0;0
2019-09-04 05:45:00;25;17;37;22;9;11;70;0;0
2019-09-04 06:00:00;17;19;33;17;2;5;30;0;1
2019-09-04 06:15:00;27;25;46;26;13;23;55;0;0
2019-09-04 06:30:00;31;34;58;30;19;35;103;2;7
2019-09-04 06:45:00;36;33;83;25;25;30;105;1;10
2019-09-04 07:00:00;42;39;82;17;15;21;89;1;4
2019-09-04 07:15:00;42;34;85;66;10;18;123;5;5
2019-09-04 07:30:00;44;39;71;26;16;18;134;7;4
2019-09-04 07:45:00;51;46;106;26;13;28;116;6;6
2019-09-04 08:00:00;40;45;74;24;14;22;106;4;6
2019-09-04 08:15:00;48;45;81;22;12;13;111;5;14
2019-09-04 08:30:00;37;45;77;24;8;7;76;0;7
2019-09-04 08:45:00;52;64;83;16;12;10;87;2;0
2019-09-04 09:00:00;42;45;66;20;9;7;64;2;5
2019-09-04 09:15:00;36;38;65;11;8;6;65;3;8
2019-09-04 09:30:00;40;37;62;19;8;4;56;8;5
2019-09-04 09:45:00;23;35;54;20;10;4;62;6;2
2019-09-04 10:00:00;24;38;59;12;7;2;64;12;1
2019-09-04 10:15:00;37;35;65;14;7;6;57;10;4
2019-09-04 10:30:00;33;47;71;23;13;10;72;6;4
2019-09-04 10:45:00;35;39;60;11;6;3;56;2;6
2019-09-04 11:00:00;30;52;78;23;9;4;48;5;0
2019-09-04 11:15:00;32;37;63;22;9;7;79;6;5
2019-09-04 11:30:00;39;51;72;22;8;4;67;2;5
2019-09-04 11:45:00;50;46;78;27;16;9;79;10;5
2019-09-04 12:00:00;45;48;70;18;7;2;80;1;10
2019-09-04 12:15:00;39;53;68;22;10;7;77;21;3
2019-09-04 12:30:00;42;56;81;19;8;3;58;7;5
2019-09-04 12:45:00;29;36;59;13;7;3;58;6;12
2019-09-04 13:00:00;38;48;77;15;6;8;87;55;5
2019-09-04 13:15:00;39;49;71;15;6;5;93;2;11
2019-09-04 13:30:00;46;44;82;22;8;5;97;11;12
2019-09-04 13:45:00;37;49;78;14;5;0;89;4;15
2019-09-04 14:00:00;59;51;85;28;9;6;66;4;4
2019-09-04 14:15:00;54;62;91;29;7;1;54;1;9
2019-09-04 14:30:00;76;78;107;27;7;1;50;4;3
2019-09-04 14:45:00;62;62;118;28;9;5;82;14;9
2019-09-04 15:00:00;59;57;93;33;10;2;58;2;4
2019-09-04 15:15:00;56;54;91;23;6;4;71;8;4
2019-09-04 15:30:00;86;81;114;32;11;0;73;5;5
2019-09-04 15:45:00;69;59;106;36;16;5;79;12;6
2019-09-04 16:00:00;77;87;131;44;12;5;93;6;4
2019-09-04 16:15:00;76;85;120;37;9;7;97;9;4
2019-09-04 16:30:00;67;63;106;33;12;3;90;13;8
2019-09-04 16:45:00;67;67;108;46;12;8;82;3;2
2019-09-04 17:00:00;67;68;102;35;7;4;96;16;46
2019-09-04 17:15:00;65;79;132;39;10;8;111;39;1
2019-09-04 17:30:00;62;60;91;39;10;4;86;1;10
2019-09-04 17:45:00;54;65;93;25;10;4;78;0;3
2019-09-04 18:00:00;65;41;73;19;11;2;65;8;6
2019-09-04 18:15:00;41;60;86;20;7;4;54;4;6
2019-09-04 18:30:00;36;46;64;18;11;6;68;9;1
2019-09-04 18:45:00;23;42;58;15;7;7;51;4;22
2019-09-04 19:00:00;28;49;61;17;8;3;64;0;5
2019-09-04 19:15:00;24;32;48;19;8;2;62;0;7
2019-09-04 19:30:00;17;27;39;14;8;5;51;12;3
2019-09-04 19:45:00;18;27;44;12;5;3;38;1;4
2019-09-04 20:00:00;26;27;48;7;6;1;48;19;7
2019-09-04 20:15:00;21;38;47;15;8;6;60;8;13
2019-09-04 20:30:00;15;34;51;6;4;3;35;1;0
2019-09-04 20:45:00;22;30;43;3;2;0;28;2;7
2019-09-04 21:00:00;23;26;39;12;9;2;27;1;0
2019-09-04 21:15:00;14;30;38;11;5;2;36;0;2
2019-09-04 21:30:00;12;25;32;7;5;5;30;0;0
