DATUM;1(DA1);2(DA2);3(DAL1);4(DB1);5(DB2);6(DC1);7(DC2);8(DCL1);9(DD1);10(DD2);11(DD3)
2020-02-03 00:00:00;5;5;1;3;0;14;5;2;0;3;0
2020-02-03 00:15:00;5;6;3;3;2;11;7;1;1;5;1
2020-02-03 00:30:00;7;5;1;3;2;9;3;3;1;1;1
2020-02-03 00:45:00;8;6;1;2;0;12;9;1;0;1;0
2020-02-03 01:00:00;6;5;0;2;1;6;3;0;0;4;2
2020-02-03 01:15:00;6;6;1;0;0;5;5;1;1;2;1
2020-02-03 01:30:00;2;1;0;1;0;4;3;1;1;1;0
2020-02-03 01:45:00;4;4;0;4;4;5;3;1;0;1;0
2020-02-03 02:00:00;4;0;1;1;1;5;2;1;1;2;0
2020-02-03 02:15:00;7;6;0;2;1;5;6;0;0;1;0
2020-02-03 02:30:00;5;5;1;1;1;4;4;1;0;6;1
2020-02-03 02:45:00;12;9;1;3;1;10;5;0;1;4;1
2020-02-03 03:00:00;4;2;2;0;0;3;3;1;0;4;3
2020-02-03 03:15:00;6;3;1;2;2;4;4;2;1;0;0
2020-02-03 03:30:00;6;5;1;1;2;6;5;2;0;1;1
2020-02-03 03:45:00;6;6;0;2;1;6;2;0;3;6;1
2020-02-03 04:00:00;13;6;0;2;1;7;5;2;1;1;1
2020-02-03 04:15:00;20;9;5;4;6;16;12;2;3;6;0
2020-02-03 04:30:00;23;21;2;4;6;26;13;5;1;4;1
2020-02-03 04:45:00;17;14;5;9;3;41;18;1;4;17;8
2020-02-03 05:00:00;31;27;3;14;4;111;70;4;7;12;3
2020-02-03 05:15:00;46;36;17;21;14;126;111;7;5;19;7
2020-02-03 05:30:00;34;36;17;34;17;122;138;3;11;35;21
2020-02-03 05:45:00;57;55;16;33;19;121;129;6;10;20;13
2020-02-03 06:00:00;58;64;10;41;23;116;140;6;8;21;5
2020-02-03 06:15:00;59;71;16;48;20;130;136;12;17;26;10
2020-02-03 06:30:00;72;81;15;46;23;144;167;13;21;35;9
2020-02-03 06:45:00;62;74;15;51;18;114;149;15;27;51;9
2020-02-03 07:00:00;60;63;13;81;17;131;164;25;14;36;7
2020-02-03 07:15:00;59;69;21;91;24;117;139;30;21;47;11
2020-02-03 07:30:00;73;74;19;98;26;116;120;53;22;45;12
2020-02-03 07:45:00;86;95;20;98;26;118;138;38;37;59;16
2020-02-03 08:00:00;75;85;19;79;23;109;116;25;43;49;18
2020-02-03 08:15:00;76;66;21;74;20;108;129;33;30;40;22
2020-02-03 08:30:00;75;83;23;63;28;111;126;23;31;41;16
2020-02-03 08:45:00;78;76;17;73;24;101;121;17;29;52;17
2020-02-03 09:00:00;67;80;26;46;18;84;109;26;30;47;16
2020-02-03 09:15:00;73;64;19;42;14;85;109;24;17;39;20
2020-02-03 09:30:00;66;73;20;69;22;94;107;26;22;45;20
2020-02-03 09:45:00;79;63;24;84;17;78;106;14;45;47;18
2020-02-03 10:00:00;73;75;18;63;14;82;90;21;26;40;9
2020-02-03 10:15:00;75;71;23;47;19;75;78;27;40;66;31
2020-02-03 10:30:00;82;84;26;55;18;71;67;26;23;51;14
2020-02-03 10:45:00;90;87;33;44;16;76;79;21;23;59;27
2020-02-03 11:00:00;69;65;21;50;24;59;69;22;18;36;19
2020-02-03 11:15:00;87;115;28;51;13;63;69;22;31;56;23
2020-02-03 11:30:00;85;111;27;53;13;68;93;20;31;59;29
2020-02-03 11:45:00;82;99;30;32;17;71;86;21;44;63;38
2020-02-03 12:00:00;89;107;31;57;21;73;77;27;29;69;28
2020-02-03 12:15:00;93;123;25;43;13;67;86;32;35;65;33
2020-02-03 12:30:00;90;101;30;41;14;65;71;22;41;56;20
2020-02-03 12:45:00;68;86;26;36;15;70;81;19;30;48;22
2020-02-03 13:00:00;85;112;21;43;19;96;118;17;35;55;13
2020-02-03 13:15:00;99;111;35;30;17;121;154;29;35;71;22
2020-02-03 13:30:00;97;121;28;58;17;126;128;35;28;53;18
2020-02-03 13:45:00;108;111;36;44;17;107;117;22;27;55;33
2020-02-03 14:00:00;116;146;23;62;22;98;90;13;24;57;22
2020-02-03 14:15:00;150;154;35;38;8;85;82;22;34;50;20
2020-02-03 14:30:00;164;196;33;67;19;74;87;34;26;59;23
2020-02-03 14:45:00;141;169;31;55;17;93;79;23;26;48;14
2020-02-03 15:00:00;162;196;32;69;27;73;86;24;38;68;18
2020-02-03 15:15:00;157;186;33;84;24;83;84;35;38;60;18
2020-02-03 15:30:00;161;196;32;71;21;91;75;24;35;69;15
2020-02-03 15:45:00;152;186;32;78;22;76;87;27;39;72;22
2020-02-03 16:00:00;163;197;36;70;21;83;82;23;45;88;24
2020-02-03 16:15:00;164;199;45;58;19;96;99;29;48;87;29
2020-02-03 16:30:00;175;194;40;72;22;80;96;28;41;67;20
2020-02-03 16:45:00;161;184;27;71;23;79;87;35;39;96;23
2020-02-03 17:00:00;162;179;33;53;20;95;91;33;41;75;26
2020-02-03 17:15:00;154;183;30;48;10;102;88;36;42;86;29
2020-02-03 17:30:00;130;160;18;56;19;71;70;32;35;67;22
2020-02-03 17:45:00;147;182;31;52;13;92;92;21;35;70;21
2020-02-03 18:00:00;154;166;40;56;21;67;56;23;33;61;18
2020-02-03 18:15:00;133;144;29;49;7;75;59;31;24;56;17
2020-02-03 18:30:00;113;125;31;59;19;58;57;25;24;55;19
2020-02-03 18:45:00;78;98;21;44;11;50;54;19;32;64;18
2020-02-03 19:00:00;81;79;20;33;16;47;45;14;17;47;13
2020-02-03 19:15:00;64;72;19;27;7;52;41;15;24;37;12
2020-02-03 19:30:00;67;58;21;20;6;42;37;11;19;29;6
2020-02-03 19:45:00;56;53;24;28;5;37;34;8;13;30;11
2020-02-03 20:00:00;50;45;23;24;7;49;55;12;13;30;8
2020-02-03 20:15:00;47;54;18;23;5;43;34;9;19;37;6
2020-02-03 20:30:00;43;36;13;20;13;39;39;9;8;33;10
2020-02-03 20:45:00;32;34;13;12;3;59;54;2;10;29;11
2020-02-03 21:00:00;32;31;11;21;7;91;78;7;11;35;9
2020-02-03 21:15:00;39;31;10;17;3;89;87;13;7;21;10
2020-02-03 21:30:00;46;44;9;9;3;48;51;8;10;16;3
2020-02-03 21:45:00;86;94;20;15;6;29;19;11;3;17;6
2020-02-03 22:00:00;140;163;18;15;5;36;27;2;12;15;7
2020-02-03 22:15:00;85;82;17;13;2;27;27;1;6;22;8
2020-02-03 22:30:00;48;38;9;11;2;19;19;5;5;17;5
2020-02-03 22:45:00;21;12;9;10;5;17;10;4;3;12;2
2020-02-03 23:00:00;22;11;6;2;2;17;12;4;4;7;5
2020-02-03 23:15:00;18;11;5;9;1;13;8;3;6;9;3
2020-02-03 23:30:00;12;11;3;2;0;15;7;1;1;4;1
2020-02-03 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
