DATUM;1(DA1);2(DA2);3(DAL1);4(DB1);5(DB2);6(DC1);7(DC2);8(DCL1);9(DD1);10(DD2);11(DD3)
2020-01-17 00:00:00;11;6;1;2;0;6;6;4;2;4;0
2020-01-17 00:15:00;12;7;4;7;2;12;4;1;5;5;2
2020-01-17 00:30:00;9;8;2;3;2;12;6;2;1;1;0
2020-01-17 00:45:00;3;2;1;4;2;7;2;0;3;3;0
2020-01-17 01:00:00;6;8;1;1;1;6;6;1;1;3;0
2020-01-17 01:15:00;11;4;0;1;1;5;5;1;0;1;1
2020-01-17 01:30:00;9;3;0;3;2;13;5;0;0;1;0
2020-01-17 01:45:00;11;11;3;4;2;7;1;1;1;2;1
2020-01-17 02:00:00;6;3;0;0;0;7;4;1;1;2;1
2020-01-17 02:15:00;8;5;1;0;0;4;3;2;1;0;0
2020-01-17 02:30:00;9;4;0;1;0;7;7;1;0;0;0
2020-01-17 02:45:00;6;7;1;0;0;4;2;1;0;1;1
2020-01-17 03:00:00;5;3;1;2;0;6;4;2;0;2;2
2020-01-17 03:15:00;5;5;1;2;1;6;4;0;0;3;0
2020-01-17 03:30:00;5;4;0;1;1;8;2;2;0;1;0
2020-01-17 03:45:00;8;6;1;2;0;4;2;0;0;3;1
2020-01-17 04:00:00;13;9;1;2;4;3;5;1;0;0;0
2020-01-17 04:15:00;13;13;2;1;2;11;5;1;1;1;1
2020-01-17 04:30:00;19;8;2;2;1;24;14;2;2;0;0
2020-01-17 04:45:00;27;22;2;1;3;36;17;4;0;5;3
2020-01-17 05:00:00;31;18;4;17;7;80;60;3;4;14;7
2020-01-17 05:15:00;37;29;13;14;5;133;129;1;4;11;6
2020-01-17 05:30:00;52;43;19;16;14;111;123;4;8;19;8
2020-01-17 05:45:00;84;82;20;30;18;129;155;6;8;22;8
2020-01-17 06:00:00;91;101;22;41;25;120;144;8;7;21;8
2020-01-17 06:15:00;83;86;9;47;16;126;144;5;8;28;15
2020-01-17 06:30:00;64;56;21;55;25;115;139;12;22;34;6
2020-01-17 06:45:00;72;77;25;53;19;130;152;13;22;39;8
2020-01-17 07:00:00;61;54;18;77;23;142;155;18;6;33;11
2020-01-17 07:15:00;65;55;19;81;23;123;151;27;18;32;6
2020-01-17 07:30:00;75;73;27;91;32;127;136;34;28;43;12
2020-01-17 07:45:00;83;94;23;87;22;100;119;25;41;54;7
2020-01-17 08:00:00;74;77;16;68;21;93;103;26;25;51;16
2020-01-17 08:15:00;70;69;15;59;15;102;122;18;32;42;21
2020-01-17 08:30:00;78;66;20;65;27;105;114;24;24;35;13
2020-01-17 08:45:00;65;77;21;55;25;90;107;24;27;37;17
2020-01-17 09:00:00;65;75;17;46;16;73;95;28;30;39;16
2020-01-17 09:15:00;68;71;18;51;19;78;95;26;16;39;19
2020-01-17 09:30:00;61;71;17;58;19;64;85;17;23;43;24
2020-01-17 09:45:00;67;83;32;57;17;75;75;25;28;46;26
2020-01-17 10:00:00;71;68;36;47;22;55;61;25;27;56;31
2020-01-17 10:15:00;76;83;28;52;20;79;83;25;31;50;27
2020-01-17 10:30:00;82;83;30;61;13;73;62;20;17;52;25
2020-01-17 10:45:00;87;107;29;53;23;69;69;33;26;53;20
2020-01-17 11:00:00;92;79;33;52;17;76;82;28;31;61;26
2020-01-17 11:15:00;71;85;23;64;14;59;73;22;40;54;35
2020-01-17 11:30:00;102;127;30;46;15;64;71;24;39;66;35
2020-01-17 11:45:00;104;138;33;51;17;68;67;22;43;74;38
2020-01-17 12:00:00;104;117;28;82;17;80;73;28;40;74;41
2020-01-17 12:15:00;123;153;32;47;22;86;81;24;48;76;29
2020-01-17 12:30:00;110;145;31;59;24;66;81;38;42;60;23
2020-01-17 12:45:00;121;146;40;72;12;84;91;35;47;73;30
2020-01-17 13:00:00;114;146;32;66;22;87;100;24;50;63;21
2020-01-17 13:15:00;136;157;40;64;26;128;139;23;40;82;26
2020-01-17 13:30:00;110;144;35;56;18;122;142;25;52;83;24
2020-01-17 13:45:00;147;167;31;63;18;104;107;26;34;65;19
2020-01-17 14:00:00;143;171;29;61;26;93;89;26;38;72;21
2020-01-17 14:15:00;173;199;39;66;27;86;88;35;33;65;20
2020-01-17 14:30:00;185;208;31;65;25;90;75;46;45;59;23
2020-01-17 14:45:00;161;195;32;71;17;76;83;35;31;74;23
2020-01-17 15:00:00;166;193;34;64;21;77;84;40;41;79;20
2020-01-17 15:15:00;162;197;30;75;24;98;80;44;42;70;26
2020-01-17 15:30:00;174;191;34;79;25;105;74;45;41;78;34
2020-01-17 15:45:00;162;182;31;73;29;80;55;61;39;73;26
2020-01-17 16:00:00;154;175;32;81;29;89;61;51;47;71;23
2020-01-17 16:15:00;142;180;27;83;22;85;87;42;57;67;36
2020-01-17 16:30:00;148;162;25;98;28;83;84;39;37;75;23
2020-01-17 16:45:00;137;169;31;54;21;89;84;37;34;78;19
2020-01-17 17:00:00;142;172;17;60;24;92;91;39;39;71;28
2020-01-17 17:15:00;130;148;37;63;18;103;100;39;37;63;16
2020-01-17 17:30:00;122;141;22;51;19;94;84;36;36;59;20
2020-01-17 17:45:00;108;120;26;53;18;77;68;23;35;59;16
2020-01-17 18:00:00;112;107;23;49;10;78;61;29;25;64;23
2020-01-17 18:15:00;101;103;30;47;20;83;73;19;32;43;11
2020-01-17 18:30:00;78;87;27;69;23;48;45;14;25;52;17
2020-01-17 18:45:00;81;76;20;35;15;81;56;28;14;44;17
2020-01-17 19:00:00;90;75;23;43;18;57;52;14;23;50;20
2020-01-17 19:15:00;82;80;18;40;12;68;65;16;17;41;16
2020-01-17 19:30:00;78;72;25;29;10;54;50;20;13;37;10
2020-01-17 19:45:00;72;64;20;26;14;58;54;19;13;30;11
2020-01-17 20:00:00;58;51;18;32;9;46;45;14;11;32;10
2020-01-17 20:15:00;57;59;24;25;6;51;50;10;17;37;6
2020-01-17 20:30:00;39;30;9;24;4;36;36;11;16;31;9
2020-01-17 20:45:00;34;33;11;23;7;54;31;6;9;30;9
2020-01-17 21:00:00;37;37;9;21;13;78;72;8;10;32;15
2020-01-17 21:15:00;35;34;13;27;6;70;61;8;8;30;13
2020-01-17 21:30:00;63;48;13;12;3;47;41;7;9;25;10
2020-01-17 21:45:00;83;94;17;11;4;28;18;0;6;16;8
2020-01-17 22:00:00;117;132;17;12;5;33;27;5;6;26;8
2020-01-17 22:15:00;67;71;15;32;6;36;30;10;10;29;5
2020-01-17 22:30:00;45;33;12;14;9;32;27;2;13;18;6
