DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1)
2020-08-22 00:00:00;8;9;3;7;3
2020-08-22 00:15:00;8;10;5;10;8
2020-08-22 00:30:00;4;3;4;4;0
2020-08-22 00:45:00;0;4;4;4;0
2020-08-22 01:00:00;4;5;3;7;5
2020-08-22 01:15:00;2;1;0;0;0
2020-08-22 01:30:00;1;2;1;7;2
2020-08-22 01:45:00;4;5;1;2;0
2020-08-22 02:00:00;2;5;2;2;1
2020-08-22 02:15:00;2;6;0;2;2
2020-08-22 02:30:00;3;4;0;0;1
2020-08-22 02:45:00;0;4;3;3;1
2020-08-22 03:00:00;2;1;0;1;0
2020-08-22 03:15:00;4;6;1;3;4
2020-08-22 03:30:00;1;2;0;1;3
2020-08-22 03:45:00;2;2;1;1;0
2020-08-22 04:00:00;1;1;1;0;1
2020-08-22 04:15:00;1;2;1;1;1
2020-08-22 04:30:00;1;1;0;0;0
2020-08-22 04:45:00;2;2;1;0;2
2020-08-22 05:00:00;4;5;0;1;1
2020-08-22 05:15:00;3;4;3;4;1
2020-08-22 05:30:00;6;10;4;5;2
2020-08-22 05:45:00;10;7;1;6;1
2020-08-22 06:00:00;4;7;2;3;1
2020-08-22 06:15:00;5;10;1;7;2
2020-08-22 06:30:00;6;8;7;4;4
2020-08-22 06:45:00;1;6;4;4;1
2020-08-22 07:00:00;2;12;3;9;2
2020-08-22 07:15:00;11;17;3;2;10
2020-08-22 07:30:00;7;14;0;2;6
2020-08-22 07:45:00;12;12;4;9;4
2020-08-22 08:00:00;11;17;2;5;11
2020-08-22 08:15:00;8;20;9;11;2
2020-08-22 08:30:00;14;23;4;13;3
2020-08-22 08:45:00;14;31;4;16;4
2020-08-22 09:00:00;19;35;1;13;6
2020-08-22 09:15:00;29;48;7;19;4
2020-08-22 09:30:00;25;32;4;19;8
2020-08-22 09:45:00;47;63;13;18;15
2020-08-22 10:00:00;37;41;10;19;14
2020-08-22 10:15:00;38;43;8;19;6
2020-08-22 10:30:00;42;41;17;25;3
2020-08-22 10:45:00;37;54;8;33;7
2020-08-22 11:00:00;36;53;14;28;4
2020-08-22 11:15:00;40;50;9;23;9
2020-08-22 11:30:00;29;37;13;15;7
2020-08-22 11:45:00;37;52;9;27;3
2020-08-22 12:00:00;40;38;3;16;15
2020-08-22 12:15:00;32;52;22;25;5
2020-08-22 12:30:00;31;34;10;6;3
2020-08-22 12:45:00;38;60;11;21;11
2020-08-22 13:00:00;34;37;13;17;5
2020-08-22 13:15:00;43;53;10;14;13
2020-08-22 13:30:00;38;45;8;16;9
2020-08-22 13:45:00;36;43;13;15;8
2020-08-22 14:00:00;36;34;12;19;13
2020-08-22 14:15:00;40;34;14;14;4
2020-08-22 14:30:00;34;47;13;20;11
2020-08-22 14:45:00;35;40;11;21;11
2020-08-22 15:00:00;29;40;11;14;3
2020-08-22 15:15:00;32;44;11;12;13
2020-08-22 15:30:00;36;54;12;17;9
2020-08-22 15:45:00;38;44;12;25;7
2020-08-22 16:00:00;36;34;12;15;3
2020-08-22 16:15:00;36;40;11;19;7
2020-08-22 16:30:00;25;32;9;11;11
2020-08-22 16:45:00;25;50;14;15;0
2020-08-22 17:00:00;20;35;9;15;2
2020-08-22 17:15:00;20;38;8;14;2
2020-08-22 17:30:00;34;31;10;10;3
2020-08-22 17:45:00;29;44;16;15;4
2020-08-22 18:00:00;22;31;10;20;8
2020-08-22 18:15:00;20;32;6;21;3
2020-08-22 18:30:00;17;29;9;15;4
2020-08-22 18:45:00;19;31;6;12;4
2020-08-22 19:00:00;17;33;8;21;3
2020-08-22 19:15:00;17;30;11;19;1
2020-08-22 19:30:00;12;11;5;6;0
2020-08-22 19:45:00;14;19;9;10;2
2020-08-22 20:00:00;9;9;7;3;5
2020-08-22 20:15:00;10;17;4;13;3
2020-08-22 20:30:00;9;17;3;7;6
2020-08-22 20:45:00;8;9;4;8;4
2020-08-22 21:00:00;8;14;5;10;0
2020-08-22 21:15:00;13;10;1;10;1
2020-08-22 21:30:00;6;4;5;5;4
2020-08-22 21:45:00;4;9;2;3;1
2020-08-22 22:00:00;10;12;1;9;2
2020-08-22 22:15:00;4;6;3;6;0
2020-08-22 22:30:00;5;11;3;7;3
2020-08-22 22:45:00;3;4;0;5;1
2020-08-22 23:00:00;3;7;1;5;3
2020-08-22 23:15:00;5;2;1;3;3
2020-08-22 23:30:00;3;7;3;6;0
2020-08-22 23:45:00;3;5;1;5;0
