DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DBL3);6(DC1)
2020-08-16 00:00:00;32;12;12;24;2;2
2020-08-16 00:15:00;30;13;10;17;3;3
2020-08-16 00:30:00;23;9;13;22;1;3
2020-08-16 00:45:00;21;7;13;15;0;4
2020-08-16 01:00:00;22;7;9;16;2;0
2020-08-16 01:15:00;18;9;12;15;0;1
2020-08-16 01:30:00;25;6;5;13;0;4
2020-08-16 01:45:00;19;6;10;6;0;3
2020-08-16 02:00:00;15;4;4;5;0;1
2020-08-16 02:15:00;5;2;2;1;0;1
2020-08-16 02:30:00;12;2;2;5;2;1
2020-08-16 02:45:00;14;5;5;6;1;2
2020-08-16 03:00:00;8;3;2;7;0;3
2020-08-16 03:15:00;5;1;2;5;0;0
2020-08-16 03:30:00;8;3;4;4;0;1
2020-08-16 03:45:00;4;1;2;5;1;4
2020-08-16 04:00:00;6;1;4;0;0;0
2020-08-16 04:15:00;3;1;4;2;0;3
2020-08-16 04:30:00;3;3;4;2;0;2
2020-08-16 04:45:00;4;2;7;3;0;0
2020-08-16 05:00:00;3;5;5;4;0;0
2020-08-16 05:15:00;6;0;2;7;0;3
2020-08-16 05:30:00;15;8;6;6;1;2
2020-08-16 05:45:00;11;4;8;17;1;1
2020-08-16 06:00:00;7;0;4;11;1;4
2020-08-16 06:15:00;10;2;11;2;0;4
2020-08-16 06:30:00;9;5;8;8;1;1
2020-08-16 06:45:00;11;3;13;9;1;1
2020-08-16 07:00:00;10;7;11;15;1;3
2020-08-16 07:15:00;12;4;10;10;1;3
2020-08-16 07:30:00;18;4;10;17;1;3
2020-08-16 07:45:00;17;11;16;7;0;7
2020-08-16 08:00:00;25;5;16;20;1;2
2020-08-16 08:15:00;34;24;15;12;0;8
2020-08-16 08:30:00;37;18;20;19;3;6
2020-08-16 08:45:00;39;20;29;36;0;4
2020-08-16 09:00:00;54;28;41;26;1;11
2020-08-16 09:15:00;46;20;29;29;0;7
2020-08-16 09:30:00;59;30;36;49;1;13
2020-08-16 09:45:00;74;36;26;43;2;13
2020-08-16 10:00:00;59;23;35;42;1;11
2020-08-16 10:15:00;75;41;37;64;2;8
2020-08-16 10:30:00;66;38;39;43;0;10
2020-08-16 10:45:00;78;33;39;58;4;16
2020-08-16 11:00:00;84;25;44;57;5;14
2020-08-16 11:15:00;80;51;46;56;0;16
2020-08-16 11:30:00;78;43;39;56;5;16
2020-08-16 11:45:00;86;46;45;58;4;22
2020-08-16 12:00:00;92;37;49;68;4;19
2020-08-16 12:15:00;86;48;51;58;2;9
2020-08-16 12:30:00;82;42;39;64;3;20
2020-08-16 12:45:00;87;43;45;80;3;25
2020-08-16 13:00:00;76;41;33;59;2;16
2020-08-16 13:15:00;72;36;38;56;5;13
2020-08-16 13:30:00;82;47;42;69;5;11
2020-08-16 13:45:00;86;60;55;70;3;16
2020-08-16 14:00:00;108;56;53;61;4;22
2020-08-16 14:15:00;89;63;52;69;5;10
2020-08-16 14:30:00;94;51;63;66;5;16
2020-08-16 14:45:00;87;40;72;66;4;20
2020-08-16 15:00:00;78;51;45;56;3;11
2020-08-16 15:15:00;63;38;49;48;1;10
2020-08-16 15:30:00;64;42;63;73;2;5
2020-08-16 15:45:00;77;39;66;54;4;20
2020-08-16 16:00:00;74;53;48;64;0;9
2020-08-16 16:15:00;67;38;50;64;7;12
2020-08-16 16:30:00;77;39;51;67;4;15
2020-08-16 16:45:00;80;49;53;65;6;16
2020-08-16 17:00:00;93;43;55;65;2;11
2020-08-16 17:15:00;78;46;68;80;5;12
2020-08-16 17:30:00;103;54;55;81;5;12
2020-08-16 17:45:00;107;53;66;78;9;17
2020-08-16 18:00:00;92;48;55;59;5;7
2020-08-16 18:15:00;76;65;51;56;6;11
2020-08-16 18:30:00;81;41;59;61;3;15
2020-08-16 18:45:00;86;55;61;69;4;17
2020-08-16 19:00:00;99;68;57;69;9;20
2020-08-16 19:15:00;82;57;57;59;2;11
2020-08-16 19:30:00;88;43;41;58;4;6
2020-08-16 19:45:00;99;54;43;64;4;12
2020-08-16 20:00:00;84;46;58;63;3;18
2020-08-16 20:15:00;64;53;53;67;9;13
2020-08-16 20:30:00;72;36;42;69;4;12
2020-08-16 20:45:00;91;39;42;55;6;12
2020-08-16 21:00:00;67;42;38;58;3;25
2020-08-16 21:15:00;85;33;34;49;2;14
2020-08-16 21:30:00;56;35;40;44;4;4
2020-08-16 21:45:00;67;28;28;45;0;4
2020-08-16 22:00:00;54;23;24;33;5;11
2020-08-16 22:15:00;32;19;27;39;0;7
2020-08-16 22:30:00;38;17;19;25;4;6
2020-08-16 22:45:00;38;22;19;25;3;7
2020-08-16 23:00:00;44;19;17;29;2;7
2020-08-16 23:15:00;33;19;11;20;3;3
2020-08-16 23:30:00;21;8;10;21;1;3
2020-08-16 23:45:00;21;12;7;14;0;4
