DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DC1);8(DC2);9(DC3);10(DD1);11(DE1)
2019-12-16 00:00:00;10;1;0;2;1;2;15;3;0;0;0
2019-12-16 00:15:00;10;5;0;2;1;2;6;3;0;1;0
2019-12-16 00:30:00;7;3;1;1;0;2;13;4;0;0;0
2019-12-16 00:45:00;6;2;1;1;0;2;9;5;0;0;0
2019-12-16 01:00:00;11;4;0;2;0;3;7;1;0;1;0
2019-12-16 01:15:00;6;4;0;1;0;1;8;2;0;1;0
2019-12-16 01:30:00;4;3;0;2;1;3;9;3;0;2;0
2019-12-16 01:45:00;8;3;0;0;0;0;11;0;0;0;0
2019-12-16 02:00:00;3;6;2;0;0;2;4;0;0;3;0
2019-12-16 02:15:00;2;1;0;0;0;1;7;1;0;1;0
2019-12-16 02:30:00;6;5;3;0;0;0;3;1;0;1;0
2019-12-16 02:45:00;7;4;0;0;0;0;7;0;0;1;0
2019-12-16 03:00:00;2;2;0;1;0;2;7;2;0;0;0
2019-12-16 03:15:00;10;6;1;0;0;0;9;3;0;0;0
2019-12-16 03:30:00;0;5;1;1;2;1;5;0;0;1;0
2019-12-16 03:45:00;2;2;0;0;0;2;2;0;0;1;0
2019-12-16 04:00:00;5;6;2;0;0;2;14;2;0;0;0
2019-12-16 04:15:00;10;5;1;1;0;1;31;7;0;1;0
2019-12-16 04:30:00;7;13;7;2;0;3;30;8;0;1;0
2019-12-16 04:45:00;20;12;8;3;0;4;34;17;0;0;0
2019-12-16 05:00:00;16;19;7;1;0;4;68;34;0;2;0
2019-12-16 05:15:00;32;31;21;3;0;8;97;84;0;0;0
2019-12-16 05:30:00;40;28;25;13;2;20;96;90;0;4;0
2019-12-16 05:45:00;50;25;17;19;6;32;95;115;0;5;1
2019-12-16 06:00:00;69;32;27;16;2;20;125;109;1;2;0
2019-12-16 06:15:00;65;42;32;28;10;42;121;129;0;4;0
2019-12-16 06:30:00;81;53;42;40;14;59;124;144;2;5;2
2019-12-16 06:45:00;106;58;54;32;14;48;116;131;4;10;2
2019-12-16 07:00:00;52;30;31;48;19;67;126;130;1;8;0
2019-12-16 07:15:00;72;44;52;71;31;98;121;150;1;18;0
2019-12-16 07:30:00;24;9;16;19;10;21;36;41;0;7;0
2019-12-16 07:45:00;
2019-12-16 08:00:00;
2019-12-16 08:15:00;
2019-12-16 08:30:00;
