DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DC3);9(DD1);10(DD2);11(TAFBA);12(TAFBB);13(TAFBC);14(TAFBD)
2020-07-07 00:00:00;5;5;1;1;3;8;6;3;0;0;0;0;0;0
2020-07-07 00:15:00;13;14;3;0;1;10;6;0;0;0;0;0;0;0
2020-07-07 00:30:00;8;6;0;2;2;12;10;3;0;0;0;0;0;0
2020-07-07 00:45:00;9;3;1;1;2;5;3;1;0;0;0;0;0;0
2020-07-07 01:00:00;3;3;0;0;1;6;6;3;0;0;0;0;0;0
2020-07-07 01:15:00;6;5;1;1;3;2;2;1;0;0;0;0;0;0
2020-07-07 01:30:00;2;1;0;0;1;4;7;2;0;0;0;0;0;0
2020-07-07 01:45:00;6;3;0;0;0;8;4;0;0;0;0;0;0;0
2020-07-07 02:00:00;3;4;1;0;0;2;3;2;0;0;0;0;0;0
2020-07-07 02:15:00;1;1;1;0;0;7;9;3;0;0;0;0;0;0
2020-07-07 02:30:00;1;4;1;0;0;4;2;0;0;0;0;0;0;0
2020-07-07 02:45:00;6;6;1;0;1;5;3;0;0;0;0;0;0;0
2020-07-07 03:00:00;0;0;0;0;0;4;8;3;0;0;0;0;0;0
2020-07-07 03:15:00;4;5;0;0;0;8;6;3;0;0;0;0;0;0
2020-07-07 03:30:00;3;2;1;1;2;4;3;2;0;0;0;0;0;0
2020-07-07 03:45:00;3;4;1;0;2;7;6;1;0;0;0;0;0;0
2020-07-07 04:00:00;3;1;0;1;0;6;5;3;0;0;0;0;0;0
2020-07-07 04:15:00;9;5;2;2;2;15;8;7;0;0;0;0;0;0
2020-07-07 04:30:00;17;13;2;4;3;10;13;6;0;0;0;0;0;0
2020-07-07 04:45:00;21;11;3;1;3;16;16;13;0;0;0;0;0;0
2020-07-07 05:00:00;50;42;6;6;8;19;17;8;0;0;0;0;0;0
2020-07-07 05:15:00;75;61;7;8;20;32;29;17;0;0;0;0;1;0
2020-07-07 05:30:00;47;53;2;10;20;39;27;11;0;0;0;0;0;0
2020-07-07 05:45:00;47;52;3;12;18;39;40;20;0;0;0;0;0;0
2020-07-07 06:00:00;44;48;7;15;20;55;41;12;0;0;1;0;4;0
2020-07-07 06:15:00;67;90;2;23;28;53;46;24;0;0;0;3;0;0
2020-07-07 06:30:00;70;110;12;15;41;59;37;22;0;0;0;0;0;0
2020-07-07 06:45:00;64;77;19;22;41;63;43;23;0;0;0;0;0;0
2020-07-07 07:00:00;83;111;15;18;53;56;42;29;0;0;0;0;2;0
2020-07-07 07:15:00;83;120;21;46;61;69;65;34;0;0;0;0;0;0
2020-07-07 07:30:00;90;109;20;32;68;73;68;29;0;0;0;0;9;3
2020-07-07 07:45:00;80;100;28;46;75;102;90;38;0;0;1;3;2;0
2020-07-07 08:00:00;76;98;25;28;33;93;79;28;0;0;3;0;0;0
2020-07-07 08:15:00;72;85;27;32;53;88;91;32;0;0;0;0;0;0
2020-07-07 08:30:00;73;100;20;25;44;78;81;37;0;0;0;0;0;0
