DATUM;1(DA1);2(DRES);3(DC1);4(DD1);5(TARDB);6(TARDD);7(TAFGA);8(TAFGC);9(TAFBA);10(TAFBC);11(TAFBD);12(TARES)
2020-02-07 00:00:00;4;0;2;0;0;0;0;0;0;0;0;0
2020-02-07 00:15:00;5;0;3;6;0;0;0;0;0;0;0;0
2020-02-07 00:30:00;3;0;4;2;0;0;0;0;0;0;0;0
2020-02-07 00:45:00;4;0;3;2;0;0;0;0;0;0;0;0
2020-02-07 01:00:00;6;0;4;3;0;0;0;0;0;0;0;0
2020-02-07 01:15:00;5;0;1;3;0;0;0;0;0;0;0;0
2020-02-07 01:30:00;3;0;3;1;0;0;0;0;0;0;0;0
2020-02-07 01:45:00;3;0;1;1;0;0;0;0;0;0;0;0
2020-02-07 02:00:00;0;0;2;4;0;0;0;0;0;0;0;0
2020-02-07 02:15:00;4;0;0;0;0;0;0;0;0;0;0;0
2020-02-07 02:30:00;0;0;2;1;0;0;0;0;0;0;0;0
2020-02-07 02:45:00;0;0;1;0;0;0;0;0;0;0;0;0
2020-02-07 03:00:00;4;0;4;2;0;0;0;0;0;0;0;0
2020-02-07 03:15:00;5;0;1;1;0;0;0;0;0;0;0;0
2020-02-07 03:30:00;1;0;3;0;0;0;0;0;0;0;0;0
2020-02-07 03:45:00;4;0;2;1;0;0;0;0;0;0;0;0
2020-02-07 04:00:00;0;0;3;0;0;0;0;0;0;0;0;0
2020-02-07 04:15:00;5;0;4;3;0;0;0;0;0;0;0;0
2020-02-07 04:30:00;7;0;7;1;0;0;0;0;0;0;0;0
2020-02-07 04:45:00;14;0;11;4;0;0;0;0;0;0;0;0
2020-02-07 05:00:00;8;0;32;8;0;0;0;0;0;0;0;0
2020-02-07 05:15:00;13;0;41;7;0;0;0;0;0;0;0;0
2020-02-07 05:30:00;35;0;56;12;0;0;0;0;0;0;0;0
2020-02-07 05:45:00;48;0;45;10;1;0;2;0;0;0;0;0
2020-02-07 06:00:00;52;0;48;11;0;0;0;0;0;0;0;0
2020-02-07 06:15:00;50;0;80;12;1;0;0;0;0;0;0;0
2020-02-07 06:30:00;61;0;89;18;0;0;5;3;0;0;0;0
2020-02-07 06:45:00;59;0;83;22;3;0;0;0;0;0;0;0
2020-02-07 07:00:00;61;0;116;23;0;1;3;0;0;0;0;0
2020-02-07 07:15:00;60;0;152;27;4;1;13;4;0;0;0;0
2020-02-07 07:30:00;71;0;191;32;13;1;7;0;0;0;0;0
2020-02-07 07:45:00;73;0;142;45;10;2;0;0;0;0;0;0
2020-02-07 08:00:00;67;0;127;29;2;0;0;0;0;0;0;0
2020-02-07 08:15:00;66;0;106;24;4;0;5;0;0;0;0;0
2020-02-07 08:30:00;65;0;96;17;7;0;5;0;0;0;0;0
2020-02-07 08:45:00;55;0;86;26;1;0;3;0;0;0;0;0
2020-02-07 09:00:00;48;0;83;17;0;0;2;0;0;0;0;0
2020-02-07 09:15:00;55;0;71;25;4;0;6;2;0;0;0;0
2020-02-07 09:30:00;64;0;78;23;0;0;4;0;0;0;0;0
2020-02-07 09:45:00;72;0;80;22;0;0;2;0;0;0;0;0
2020-02-07 10:00:00;66;0;73;19;1;0;1;0;0;0;0;0
2020-02-07 10:15:00;72;0;77;22;0;0;9;4;0;0;0;0
2020-02-07 10:30:00;75;0;82;25;4;1;6;0;1;0;0;0
2020-02-07 10:45:00;74;0;56;18;12;0;4;2;0;0;0;0
