DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(TA1A);6(TA2A);7(TA1FBA);8(TA2FBA);9(TA1C);10(TA2C);11(TA1FBC);12(TA2FBC)
2020-08-28 00:00:00;7;5;8;12;0;0;0;0;0;0;0;0
2020-08-28 00:15:00;12;10;19;14;0;0;0;0;0;0;0;0
2020-08-28 00:30:00;8;3;5;8;0;0;0;0;0;0;0;0
2020-08-28 00:45:00;12;4;9;5;0;0;0;0;0;0;0;0
2020-08-28 01:00:00;8;2;9;6;0;0;0;0;0;0;0;0
2020-08-28 01:15:00;10;2;13;5;0;0;0;0;0;0;0;0
2020-08-28 01:30:00;5;5;6;5;0;0;0;0;0;0;0;0
2020-08-28 01:45:00;8;1;7;2;0;0;0;0;0;0;0;0
2020-08-28 02:00:00;5;3;0;3;0;0;0;0;0;0;0;0
2020-08-28 02:15:00;9;2;3;2;0;0;0;0;0;0;0;0
2020-08-28 02:30:00;5;2;6;1;0;0;0;0;0;0;0;0
2020-08-28 02:45:00;2;3;8;2;0;0;0;0;0;0;0;0
2020-08-28 03:00:00;8;2;5;5;0;0;0;0;0;0;0;0
2020-08-28 03:15:00;11;3;2;3;0;0;0;0;0;0;0;0
2020-08-28 03:30:00;11;2;2;1;0;0;0;0;0;0;0;0
2020-08-28 03:45:00;6;2;5;3;0;0;0;0;0;0;0;0
2020-08-28 04:00:00;3;2;6;5;0;0;0;0;0;0;0;0
2020-08-28 04:15:00;6;3;4;3;0;0;0;0;0;0;0;0
2020-08-28 04:30:00;7;5;14;9;0;0;0;0;0;0;0;0
2020-08-28 04:45:00;8;2;9;14;0;0;0;0;0;0;0;0
2020-08-28 05:00:00;11;12;15;12;0;0;0;0;0;0;0;0
2020-08-28 05:15:00;33;10;21;19;0;0;0;0;0;0;0;0
2020-08-28 05:30:00;49;24;26;27;0;0;0;0;0;0;0;0
2020-08-28 05:45:00;81;27;35;43;0;0;0;0;0;0;0;0
2020-08-28 06:00:00;56;27;38;43;0;0;0;0;0;0;0;0
2020-08-28 06:15:00;70;36;47;55;0;0;0;0;0;0;0;0
2020-08-28 06:30:00;78;35;64;82;0;0;0;0;0;0;0;0
2020-08-28 06:45:00;88;42;51;67;15;0;0;0;0;16;0;0
2020-08-28 07:00:00;87;56;54;81;2;2;0;0;0;6;0;0
2020-08-28 07:15:00;98;40;59;68;0;0;0;0;1;0;0;0
2020-08-28 07:30:00;88;47;58;62;4;3;0;0;0;3;0;0
2020-08-28 07:45:00;105;60;67;73;1;4;1;0;9;3;0;1
2020-08-28 08:00:00;90;41;56;62;1;3;0;0;4;5;0;0
