DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(TA1A);6(TA2A);7(TA1C);8(TA2C)
2020-12-28 00:00:00;
2020-12-28 00:15:00;
2020-12-28 00:30:00;
2020-12-28 00:45:00;
2020-12-28 01:00:00;0;2;0;0;0;0;0;0
2020-12-28 01:15:00;1;2;1;0;0;0;0;0
2020-12-28 01:30:00;0;2;1;0;0;0;0;0
2020-12-28 01:45:00;1;2;3;0;0;0;0;0
2020-12-28 02:00:00;2;5;0;0;0;0;0;0
2020-12-28 02:15:00;1;4;3;0;0;0;0;0
2020-12-28 02:30:00;2;4;0;0;0;0;0;0
2020-12-28 02:45:00;0;3;1;0;0;0;0;0
2020-12-28 03:00:00;1;2;1;0;0;0;0;0
2020-12-28 03:15:00;4;5;0;0;0;0;0;0
2020-12-28 03:30:00;2;2;3;0;0;0;0;0
2020-12-28 03:45:00;2;2;1;0;0;0;0;0
2020-12-28 04:00:00;1;0;2;0;0;0;0;0
2020-12-28 04:15:00;0;4;4;0;0;0;0;0
2020-12-28 04:30:00;2;5;5;0;0;0;0;0
2020-12-28 04:45:00;3;3;2;0;0;0;0;0
2020-12-28 05:00:00;1;3;2;0;0;0;0;0
2020-12-28 05:15:00;7;13;0;0;0;0;0;0
2020-12-28 05:30:00;3;8;3;0;0;0;0;0
2020-12-28 05:45:00;6;16;6;0;0;0;0;0
2020-12-28 06:00:00;3;18;4;0;0;0;0;0
2020-12-28 06:15:00;11;21;8;0;0;0;0;0
2020-12-28 06:30:00;6;27;7;0;0;0;0;0
2020-12-28 06:45:00;18;23;11;0;0;0;0;0
2020-12-28 07:00:00;14;31;16;0;0;0;0;0
2020-12-28 07:15:00;19;31;21;0;0;0;0;0
2020-12-28 07:30:00;19;39;24;0;0;0;0;0
2020-12-28 07:45:00;17;39;17;0;0;0;0;0
2020-12-28 08:00:00;21;42;14;0;0;0;0;0
2020-12-28 08:15:00;26;57;19;0;0;0;0;0
2020-12-28 08:30:00;16;55;22;0;0;2;0;0
2020-12-28 08:45:00;23;59;24;0;0;0;0;0
2020-12-28 09:00:00;17;44;22;0;0;0;0;0
2020-12-28 09:15:00;25;51;27;0;4;0;0;0
2020-12-28 09:30:00;27;73;38;0;0;0;0;0
2020-12-28 09:45:00;33;65;28;0;0;0;4;0
2020-12-28 10:00:00;38;75;29;0;0;2;4;0
2020-12-28 10:15:00;39;84;39;0;0;0;0;2
2020-12-28 10:30:00;31;87;41;0;1;0;0;0
2020-12-28 10:45:00;40;83;35;0;18;0;15;0
2020-12-28 11:00:00;49;91;35;0;2;2;0;1
2020-12-28 11:15:00;42;117;39;0;0;0;0;0
2020-12-28 11:30:00;41;130;50;0;8;1;0;3
2020-12-28 11:45:00;53;114;47;0;2;5;3;1
2020-12-28 12:00:00;38;136;49;0;7;1;5;4
