DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DC3);9(DC4);10(DD1);11(DD2);12(DD3);13(DD4)
2020-06-23 00:00:00;5;2;1;2;1;5;8;1;1;3;3;1;1
2020-06-23 00:15:00;6;1;0;1;2;5;3;0;1;1;2;0;1
2020-06-23 00:30:00;8;4;0;2;3;2;1;2;1;2;2;1;0
2020-06-23 00:45:00;2;3;0;5;3;5;11;4;1;0;1;2;0
2020-06-23 01:00:00;2;0;0;3;1;6;5;2;2;4;2;0;0
2020-06-23 01:15:00;4;4;0;2;1;3;2;1;1;0;1;1;0
2020-06-23 01:30:00;4;1;0;0;1;5;3;1;1;0;1;0;0
2020-06-23 01:45:00;1;2;1;1;0;4;6;1;0;0;0;0;1
2020-06-23 02:00:00;3;0;0;0;0;6;4;1;1;4;2;1;0
2020-06-23 02:15:00;1;0;0;1;0;9;8;0;0;0;2;1;0
2020-06-23 02:30:00;1;1;0;1;1;9;4;0;0;0;1;1;0
2020-06-23 02:45:00;5;0;1;0;1;10;8;0;0;3;2;0;1
2020-06-23 03:00:00;6;0;0;2;1;4;4;1;0;2;1;0;0
2020-06-23 03:15:00;9;2;0;3;2;6;6;2;1;4;5;0;0
2020-06-23 03:30:00;5;1;1;3;3;8;6;1;1;1;3;0;1
2020-06-23 03:45:00;6;2;0;1;2;9;6;0;0;3;4;0;0
2020-06-23 04:00:00;6;3;0;4;2;11;8;2;2;2;0;0;0
2020-06-23 04:15:00;9;5;1;2;5;12;9;1;1;2;3;1;1
2020-06-23 04:30:00;6;4;2;3;6;25;14;2;1;2;0;0;2
2020-06-23 04:45:00;5;4;2;3;9;23;12;3;1;3;2;0;2
2020-06-23 05:00:00;18;16;5;5;12;22;15;2;3;3;2;4;5
2020-06-23 05:15:00;20;16;6;15;23;27;24;6;3;2;1;0;6
2020-06-23 05:30:00;24;31;3;22;24;54;42;19;9;8;3;1;3
2020-06-23 05:45:00;24;32;6;16;33;51;53;19;7;11;5;0;6
2020-06-23 06:00:00;33;35;6;23;25;51;49;18;12;13;9;2;6
2020-06-23 06:15:00;43;49;16;37;45;70;73;28;17;12;6;1;14
2020-06-23 06:30:00;37;42;13;43;57;90;109;48;29;20;11;5;9
2020-06-23 06:45:00;59;70;15;56;42;99;126;61;44;43;18;9;16
2020-06-23 07:00:00;48;63;19;47;49;89;86;49;38;33;16;5;17
2020-06-23 07:15:00;66;80;18;55;65;93;118;56;27;37;28;5;17
2020-06-23 07:30:00;54;66;17;65;65;89;107;55;39;45;27;11;16
2020-06-23 07:45:00;57;68;16;77;56;111;117;67;49;54;28;7;15
2020-06-23 08:00:00;56;66;20;50;55;90;92;59;52;51;29;13;21
