DATUM;1(DA1);2(DA2);3(DAL1);4(DB1);5(DB2);6(DC1);7(DC2);8(DCL1);9(DD1);10(DD2);11(DD3)
2019-12-19 00:00:00;6;6;5;2;1;9;10;2;3;12;3
2019-12-19 00:15:00;7;3;3;2;0;7;4;2;4;4;0
2019-12-19 00:30:00;10;8;3;4;4;7;2;3;0;4;1
2019-12-19 00:45:00;8;6;4;3;2;4;4;4;2;2;0
2019-12-19 01:00:00;6;6;0;0;0;7;4;2;0;2;1
2019-12-19 01:15:00;10;4;0;1;0;1;6;2;2;2;0
2019-12-19 01:30:00;5;6;1;2;2;5;1;1;0;1;0
2019-12-19 01:45:00;11;2;1;1;0;5;4;1;0;2;2
2019-12-19 02:00:00;4;6;1;2;0;8;1;0;0;0;0
2019-12-19 02:15:00;7;3;0;2;1;2;2;0;1;2;0
2019-12-19 02:30:00;6;2;1;2;0;7;8;0;1;1;1
2019-12-19 02:45:00;1;0;0;0;0;5;0;0;0;2;1
2019-12-19 03:00:00;4;2;0;1;1;5;3;0;1;2;1
2019-12-19 03:15:00;3;5;0;1;1;5;4;2;0;1;0
2019-12-19 03:30:00;2;5;2;1;3;6;7;1;0;2;1
2019-12-19 03:45:00;6;7;1;3;1;5;2;0;1;2;0
2019-12-19 04:00:00;7;5;0;2;2;10;9;3;1;0;0
2019-12-19 04:15:00;6;7;2;4;2;6;5;0;1;3;0
2019-12-19 04:30:00;11;9;1;3;3;17;7;2;2;3;1
2019-12-19 04:45:00;18;12;4;3;5;20;9;3;1;5;2
2019-12-19 05:00:00;22;14;3;12;7;43;22;0;1;3;2
2019-12-19 05:15:00;21;23;8;8;8;62;53;5;3;14;4
2019-12-19 05:30:00;37;41;6;22;18;98;72;3;7;20;10
2019-12-19 05:45:00;52;44;20;32;8;94;98;8;5;18;4
2019-12-19 06:00:00;57;64;9;29;21;82;125;1;8;19;5
2019-12-19 06:15:00;58;62;8;42;23;98;111;9;12;21;12
2019-12-19 06:30:00;57;65;21;44;26;110;123;16;19;36;13
2019-12-19 06:45:00;57;64;20;68;23;94;112;17;17;37;7
2019-12-19 07:00:00;53;58;13;69;25;104;121;23;9;21;12
2019-12-19 07:15:00;63;74;19;79;16;111;128;26;17;39;8
2019-12-19 07:30:00;73;81;11;96;25;96;124;37;28;48;13
2019-12-19 07:45:00;81;100;26;89;18;111;120;32;36;52;12
2019-12-19 08:00:00;80;88;17;79;29;95;130;23;25;45;18
2019-12-19 08:15:00;62;77;12;74;25;102;126;30;32;36;15
2019-12-19 08:30:00;85;82;26;72;19;91;121;22;26;38;17
2019-12-19 08:45:00;79;69;15;64;19;86;98;28;37;40;16
2019-12-19 09:00:00;84;93;24;68;24;71;94;27;31;55;26
