DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DC4);9(DC5);10(DD1);11(TAFGAC)
2020-07-13 00:00:00;0;3;0;0;15;3;0;0;6;0;0
2020-07-13 00:15:00;3;4;1;0;13;10;1;0;7;0;0
2020-07-13 00:30:00;7;3;1;0;5;5;1;0;5;1;0
2020-07-13 00:45:00;4;5;1;0;14;11;1;0;10;0;0
2020-07-13 01:00:00;10;7;1;1;9;5;1;0;6;0;0
2020-07-13 01:15:00;3;3;0;0;8;5;0;0;4;0;0
2020-07-13 01:30:00;9;5;0;0;7;3;0;0;2;0;0
2020-07-13 01:45:00;3;7;0;0;6;5;0;0;6;0;0
2020-07-13 02:00:00;6;6;0;0;5;1;0;0;2;0;0
2020-07-13 02:15:00;7;5;1;0;2;3;0;0;3;0;0
2020-07-13 02:30:00;6;6;0;0;10;8;1;0;7;0;0
2020-07-13 02:45:00;6;7;0;0;7;6;1;0;5;0;0
2020-07-13 03:00:00;7;10;0;0;7;10;0;0;11;0;0
2020-07-13 03:15:00;4;4;1;1;5;4;0;0;4;0;0
2020-07-13 03:30:00;5;2;0;0;4;2;0;0;3;0;0
2020-07-13 03:45:00;4;5;0;0;7;4;0;0;4;0;0
2020-07-13 04:00:00;8;3;0;3;12;6;0;0;6;0;0
2020-07-13 04:15:00;12;10;1;0;2;2;0;0;2;0;0
2020-07-13 04:30:00;18;15;1;0;13;2;0;0;4;0;0
2020-07-13 04:45:00;23;16;2;0;16;9;0;0;10;0;0
2020-07-13 05:00:00;28;29;5;2;34;12;0;0;20;0;0
2020-07-13 05:15:00;31;39;3;2;45;21;1;0;23;0;0
2020-07-13 05:30:00;58;53;9;2;62;29;1;0;35;0;0
2020-07-13 05:45:00;71;63;17;3;76;29;2;0;37;0;0
2020-07-13 06:00:00;52;61;17;11;92;38;4;0;46;0;0
2020-07-13 06:15:00;73;80;24;11;89;66;4;0;65;0;1
2020-07-13 06:30:00;97;117;31;20;150;92;7;0;104;0;18
2020-07-13 06:45:00;91;119;22;10;118;106;6;0;120;1;7
2020-07-13 07:00:00;73;95;15;7;132;122;12;0;126;3;7
2020-07-13 07:15:00;69;93;6;11;144;151;14;0;155;8;5
2020-07-13 07:30:00;73;139;13;15;120;124;9;0;130;1;7
2020-07-13 07:45:00;79;114;10;12;124;113;8;0;116;2;9
2020-07-13 08:00:00;77;112;11;13;100;121;11;0;125;4;16
2020-07-13 08:15:00;88;112;10;25;101;106;5;0;107;8;4
2020-07-13 08:30:00;74;99;13;9;102;84;6;0;96;5;10
2020-07-13 08:45:00;85;88;10;14;99;87;8;0;82;10;9
2020-07-13 09:00:00;78;100;13;6;80;65;7;0;71;4;5
2020-07-13 09:15:00;68;85;12;7;78;77;9;0;87;7;2
2020-07-13 09:30:00;83;84;12;9;92;91;10;0;97;10;2
2020-07-13 09:45:00;88;90;10;4;100;91;12;0;95;6;1
2020-07-13 10:00:00;83;86;10;10;101;103;8;0;112;7;8
2020-07-13 10:15:00;103;91;12;9;88;101;12;0;107;3;7
