DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DD2);9(TAFBA);10(TAFBA1);11(TAFBB);12(TAFBC);13(TAFBC1);14(TAFBD)
2019-08-07 00:00:00;8;9;6;2;6;10;3;4;0;0;0;0;0;0
2019-08-07 00:15:00;9;3;8;4;9;14;7;5;0;0;0;0;0;0
2019-08-07 00:30:00;8;4;5;0;8;8;7;1;0;0;0;0;0;0
2019-08-07 00:45:00;7;5;6;0;8;13;2;1;0;0;0;0;0;0
2019-08-07 01:00:00;8;6;4;3;6;10;3;5;0;0;0;0;0;0
2019-08-07 01:15:00;14;3;0;0;7;7;4;3;0;0;0;0;0;0
2019-08-07 01:30:00;9;5;2;1;5;11;3;2;0;0;0;0;0;0
2019-08-07 01:45:00;9;8;1;1;6;8;1;3;0;0;0;0;0;0
2019-08-07 02:00:00;4;3;0;0;7;1;3;1;0;0;0;0;0;0
2019-08-07 02:15:00;5;1;3;1;4;5;2;0;0;0;0;0;0;0
2019-08-07 02:30:00;6;3;2;2;5;2;3;1;0;0;0;0;0;0
2019-08-07 02:45:00;6;2;3;0;4;8;2;2;0;0;0;0;0;0
2019-08-07 03:00:00;7;4;4;0;3;4;1;2;0;0;0;0;0;0
2019-08-07 03:15:00;5;1;2;0;1;2;1;0;0;0;0;0;0;0
2019-08-07 03:30:00;5;2;3;1;5;5;4;3;0;0;0;0;0;0
2019-08-07 03:45:00;5;2;3;0;4;3;1;0;0;0;0;0;0;0
2019-08-07 04:00:00;6;2;2;0;3;6;3;2;0;0;0;0;0;0
2019-08-07 04:15:00;5;2;4;0;10;7;3;5;0;0;0;0;0;0
2019-08-07 04:30:00;9;7;8;1;11;13;6;11;0;0;0;0;0;0
2019-08-07 04:45:00;18;6;16;3;9;13;6;4;0;0;0;0;3;0
2019-08-07 05:00:00;33;11;43;3;20;22;9;8;0;0;0;0;0;0
2019-08-07 05:15:00;40;25;75;2;20;30;17;15;0;0;0;0;0;0
2019-08-07 05:30:00;54;44;79;9;30;48;25;23;0;0;0;0;0;0
2019-08-07 05:45:00;66;64;55;14;32;46;50;22;0;0;0;0;0;0
2019-08-07 06:00:00;74;69;36;8;46;69;62;44;0;0;0;0;0;0
2019-08-07 06:15:00;73;63;48;12;42;87;30;35;0;0;0;0;0;0
2019-08-07 06:30:00;83;75;56;21;59;94;27;25;0;0;0;0;0;0
2019-08-07 06:45:00;87;83;55;32;64;87;16;17;0;0;0;0;0;0
2019-08-07 07:00:00;79;82;66;25;62;95;13;8;0;0;1;0;0;0
2019-08-07 07:15:00;91;104;60;30;71;102;21;21;0;0;0;0;0;6
2019-08-07 07:30:00;101;110;52;31;75;97;23;23;0;0;0;0;0;0
2019-08-07 07:45:00;106;110;63;34;90;108;26;19;0;3;0;0;0;0
2019-08-07 08:00:00;88;99;55;32;60;90;33;25;0;0;0;0;0;0
2019-08-07 08:15:00;87;82;59;19;66;103;23;26;0;0;0;0;0;0
2019-08-07 08:30:00;94;93;41;25;71;91;28;19;0;0;0;0;0;0
2019-08-07 08:45:00;92;98;40;17;64;87;38;30;0;0;0;0;3;0
2019-08-07 09:00:00;89;95;45;24;72;84;30;16;0;0;0;0;0;0
2019-08-07 09:15:00;87;108;37;19;61;83;43;40;0;0;0;0;0;0
2019-08-07 09:30:00;109;104;50;19;63;89;37;18;0;4;0;0;0;0
2019-08-07 09:45:00;97;117;47;25;76;92;47;33;0;0;0;0;0;1
2019-08-07 10:00:00;83;94;27;13;61;78;38;24;0;0;0;0;0;0
2019-08-07 10:15:00;104;98;46;20;65;103;43;26;0;0;0;0;0;0
2019-08-07 10:30:00;100;110;54;25;78;91;52;26;1;0;0;0;0;3
2019-08-07 10:45:00;100;104;32;20;71;108;41;35;0;0;10;0;0;0
2019-08-07 11:00:00;90;108;45;16;71;96;35;36;0;0;0;0;0;0
2019-08-07 11:15:00;102;102;35;16;92;101;38;18;0;0;0;0;0;5
2019-08-07 11:30:00;102;107;54;28;77;112;37;29;0;0;0;0;0;0
2019-08-07 11:45:00;102;116;42;21;77;79;55;26;4;0;1;0;6;0
2019-08-07 12:00:00;105;122;40;21;80;103;47;24;2;0;0;0;0;0
2019-08-07 12:15:00;85;92;46;26;69;100;43;26;0;0;0;0;0;6
2019-08-07 12:30:00;91;93;44;27;91;104;48;32;1;0;11;0;3;0
2019-08-07 12:45:00;96;104;50;26;86;107;42;26;0;0;0;0;0;0
2019-08-07 13:00:00;110;115;69;22;89;116;32;34;0;0;0;2;0;0
2019-08-07 13:15:00;102;105;86;20;73;84;34;25;0;0;0;0;0;0
2019-08-07 13:30:00;99;112;92;25;74;98;44;28;0;0;0;0;0;0
2019-08-07 13:45:00;121;133;77;29;81;112;54;31;0;0;0;0;0;0
2019-08-07 14:00:00;104;116;50;20;84;99;76;60;0;0;3;0;0;0
2019-08-07 14:15:00;126;124;44;35;90;114;72;55;0;0;0;0;0;2
2019-08-07 14:30:00;117;117;31;32;91;123;79;54;0;1;0;0;0;0
2019-08-07 14:45:00;110;110;29;21;85;103;52;33;0;0;0;0;0;0
2019-08-07 15:00:00;117;115;36;24;103;124;61;36;0;0;0;0;0;4
2019-08-07 15:15:00;109;114;42;19;100;106;70;38;0;0;21;2;0;0
2019-08-07 15:30:00;122;94;28;18;96;120;66;41;0;0;0;0;0;0
2019-08-07 15:45:00;131;142;29;19;118;132;61;46;0;0;0;0;0;0
2019-08-07 16:00:00;119;133;40;32;123;130;59;45;0;0;0;0;0;4
2019-08-07 16:15:00;129;126;47;42;131;148;71;50;0;0;0;0;0;0
2019-08-07 16:30:00;138;122;44;33;143;154;65;45;0;0;0;0;0;0
2019-08-07 16:45:00;130;127;32;29;135;153;64;33;0;0;0;0;0;0
2019-08-07 17:00:00;125;140;40;24;118;153;57;38;0;0;0;0;0;0
2019-08-07 17:15:00;139;147;41;26;134;150;67;43;0;1;4;0;0;0
2019-08-07 17:30:00;124;125;37;37;122;151;46;36;0;0;0;0;0;7
2019-08-07 17:45:00;126;116;19;27;121;154;60;29;0;0;1;0;0;0
2019-08-07 18:00:00;139;131;26;25;120;143;44;31;0;0;2;0;3;0
2019-08-07 18:15:00;112;135;31;25;102;121;37;37;0;0;0;0;0;0
2019-08-07 18:30:00;126;116;35;23;116;130;43;34;0;3;0;0;0;0
2019-08-07 18:45:00;91;99;46;16;95;122;33;23;0;0;1;0;0;0
2019-08-07 19:00:00;90;94;27;15;95;123;36;26;0;0;0;0;0;0
2019-08-07 19:15:00;86;80;28;15;84;114;33;19;0;0;0;0;3;0
2019-08-07 19:30:00;68;76;18;12;72;92;29;25;0;0;0;0;0;0
2019-08-07 19:45:00;63;67;22;8;77;94;30;19;0;0;0;0;0;0
2019-08-07 20:00:00;60;52;25;9;94;128;29;16;0;0;0;0;0;0
2019-08-07 20:15:00;50;47;31;11;68;105;25;26;0;0;1;0;0;2
2019-08-07 20:30:00;43;40;20;7;37;58;15;13;0;0;0;0;0;0
2019-08-07 20:45:00;45;29;37;14;40;63;20;10;0;0;0;0;0;0
2019-08-07 21:00:00;38;36;61;8;55;58;21;9;0;0;0;0;0;0
2019-08-07 21:15:00;57;33;58;13;47;63;21;14;0;0;0;0;0;0
2019-08-07 21:30:00;57;43;47;7;33;51;30;13;0;0;0;0;0;0
2019-08-07 21:45:00;54;50;26;9;29;49;53;29;0;0;0;0;0;0
2019-08-07 22:00:00;39;35;18;9;38;45;81;58;0;0;1;0;0;0
2019-08-07 22:15:00;31;24;13;1;33;35;43;48;0;0;0;0;0;0
2019-08-07 22:30:00;30;22;18;2;41;40;27;5;0;0;0;0;0;0
2019-08-07 22:45:00;28;20;13;4;28;30;16;14;0;14;0;0;0;0
