DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DC1);8(DC2);9(TAFGA);10(TAFGC);11(TAFBA);12(TAFBB);13(TAFBC)
2020-05-25 00:00:00;8;3;3;6;2;2;1;13;0;0;0;0;0
2020-05-25 00:15:00;9;6;6;1;0;0;1;15;0;0;0;0;0
2020-05-25 00:30:00;7;6;7;3;0;0;2;21;0;0;0;0;0
2020-05-25 00:45:00;8;1;4;1;0;0;0;7;0;0;0;0;0
2020-05-25 01:00:00;11;5;6;2;0;0;0;8;0;0;0;0;0
2020-05-25 01:15:00;10;1;5;4;0;0;0;12;0;0;0;0;0
2020-05-25 01:30:00;12;1;4;2;0;1;1;6;0;0;0;0;0
2020-05-25 01:45:00;7;2;5;2;0;0;0;3;0;0;0;0;0
2020-05-25 02:00:00;5;3;6;2;0;0;0;7;0;0;0;0;0
2020-05-25 02:15:00;5;3;3;3;0;0;0;4;0;0;0;0;0
2020-05-25 02:30:00;7;1;3;2;0;0;0;5;0;0;0;0;0
2020-05-25 02:45:00;9;2;1;1;0;0;0;3;0;0;0;0;0
2020-05-25 03:00:00;5;1;1;1;0;0;0;4;0;0;0;0;0
2020-05-25 03:15:00;2;0;2;1;0;0;0;4;0;0;0;0;0
2020-05-25 03:30:00;9;3;2;3;0;0;1;5;0;0;0;0;0
2020-05-25 03:45:00;6;5;2;2;0;0;1;6;0;0;0;0;0
2020-05-25 04:00:00;6;1;3;0;0;0;0;8;0;0;0;0;0
2020-05-25 04:15:00;10;1;2;3;1;1;0;5;0;0;0;0;0
2020-05-25 04:30:00;8;2;1;1;0;0;0;7;0;0;0;0;0
2020-05-25 04:45:00;15;3;5;4;1;1;1;13;0;0;0;0;0
2020-05-25 05:00:00;22;12;16;7;2;2;2;29;0;0;0;0;0
2020-05-25 05:15:00;27;6;11;2;1;1;4;40;0;0;0;0;0
2020-05-25 05:30:00;57;17;22;11;7;6;6;69;0;0;0;0;0
2020-05-25 05:45:00;41;11;17;8;5;4;4;67;0;0;0;0;0
2020-05-25 06:00:00;51;8;12;3;2;1;2;65;0;0;0;0;0
2020-05-25 06:15:00;86;13;19;10;5;6;6;79;0;0;0;0;0
2020-05-25 06:30:00;91;18;27;13;10;10;6;143;1;0;0;0;0
2020-05-25 06:45:00;112;23;27;20;10;12;19;153;0;2;0;0;0
2020-05-25 07:00:00;123;20;22;14;12;15;15;140;2;0;0;0;0
2020-05-25 07:15:00;163;18;30;26;12;12;16;175;2;0;0;0;0
2020-05-25 07:30:00;194;25;25;20;30;28;18;178;2;1;0;0;0
2020-05-25 07:45:00;147;20;26;22;23;23;30;225;2;1;0;0;0
2020-05-25 08:00:00;135;23;29;18;22;25;20;162;1;0;0;0;0
2020-05-25 08:15:00;127;24;26;21;21;22;19;140;0;2;0;0;0
2020-05-25 08:30:00;136;14;19;11;21;23;17;134;1;1;0;0;0
2020-05-25 08:45:00;145;26;35;25;32;34;30;167;0;1;0;0;0
2020-05-25 09:00:00;113;18;25;17;22;27;27;173;5;0;0;0;0
2020-05-25 09:15:00;156;26;33;19;34;53;16;174;4;0;0;0;0
2020-05-25 09:30:00;125;26;29;25;29;30;15;165;3;0;0;0;0
2020-05-25 09:45:00;150;14;17;14;29;37;1;155;5;0;0;0;0
2020-05-25 10:00:00;172;26;30;26;33;36;16;230;3;0;0;0;0
2020-05-25 10:15:00;185;26;30;22;26;30;18;195;0;0;0;0;0
2020-05-25 10:30:00;167;17;27;17;30;33;23;199;2;2;0;0;0
2020-05-25 10:45:00;194;23;27;21;34;32;24;215;2;4;0;0;0
2020-05-25 11:00:00;156;26;31;23;13;34;17;195;1;0;0;0;0
2020-05-25 11:15:00;166;23;29;25;26;41;24;188;9;0;0;0;0
2020-05-25 11:30:00;169;25;28;25;26;42;18;211;0;0;0;0;0
2020-05-25 11:45:00;184;21;22;20;27;38;19;179;4;1;0;0;0
2020-05-25 12:00:00;145;21;24;23;27;31;19;170;1;1;0;0;0
2020-05-25 12:15:00;143;10;12;10;20;22;11;160;1;3;0;0;0
2020-05-25 12:30:00;166;26;27;19;30;33;24;183;1;2;0;0;0
2020-05-25 12:45:00;186;22;26;16;22;26;19;193;0;4;0;0;0
2020-05-25 13:00:00;165;20;28;24;38;46;17;198;0;2;0;0;0
2020-05-25 13:15:00;168;25;22;22;21;24;15;178;1;5;0;0;0
2020-05-25 13:30:00;169;28;32;27;26;28;16;187;1;4;0;0;0
2020-05-25 13:45:00;186;26;28;25;50;50;4;226;1;0;0;0;0
2020-05-25 14:00:00;174;22;27;21;22;36;5;192;1;1;0;0;0
2020-05-25 14:15:00;171;25;25;20;33;34;22;192;0;2;0;0;0
2020-05-25 14:30:00;180;22;22;16;31;37;26;180;2;6;0;0;0
2020-05-25 14:45:00;212;23;23;23;35;41;23;199;2;0;0;0;0
2020-05-25 15:00:00;189;25;25;19;32;38;16;180;2;1;0;0;0
2020-05-25 15:15:00;198;25;24;22;25;27;20;209;3;0;0;0;0
2020-05-25 15:30:00;204;23;26;18;32;37;2;221;1;2;0;0;0
2020-05-25 15:45:00;178;28;30;26;34;35;6;192;4;0;0;0;0
2020-05-25 16:00:00;189;20;22;23;34;41;20;216;2;2;0;0;0
2020-05-25 16:15:00;210;24;24;21;32;36;20;237;0;1;0;0;0
2020-05-25 16:30:00;202;25;30;24;30;33;28;212;0;0;0;0;0
2020-05-25 16:45:00;196;23;25;19;28;35;12;186;3;3;0;0;0
2020-05-25 17:00:00;200;19;28;19;36;40;19;194;2;0;0;0;0
2020-05-25 17:15:00;184;15;19;17;37;38;16;222;0;1;0;0;0
2020-05-25 17:30:00;190;25;26;18;27;31;21;189;2;1;0;0;0
2020-05-25 17:45:00;153;14;18;14;24;22;14;218;2;0;0;0;0
2020-05-25 18:00:00;168;23;27;11;31;36;14;200;4;0;0;0;0
2020-05-25 18:15:00;173;13;18;11;20;25;5;177;0;1;0;0;0
2020-05-25 18:30:00;152;24;29;18;17;18;11;146;1;0;0;0;0
2020-05-25 18:45:00;131;19;26;14;14;17;17;137;0;0;0;0;0
2020-05-25 19:00:00;123;15;20;14;16;13;10;118;2;0;0;0;0
2020-05-25 19:15:00;135;19;18;9;17;19;9;104;2;3;0;0;0
2020-05-25 19:30:00;114;18;22;14;14;18;6;99;0;0;0;0;0
2020-05-25 19:45:00;102;14;20;11;7;12;10;89;1;0;0;0;0
2020-05-25 20:00:00;124;8;13;6;13;12;8;73;1;1;0;0;0
2020-05-25 20:15:00;72;18;19;10;8;12;3;67;0;1;0;0;0
2020-05-25 20:30:00;66;11;15;8;6;8;2;58;0;0;0;0;0
2020-05-25 20:45:00;46;9;14;8;7;8;1;45;0;0;0;0;0
2020-05-25 21:00:00;49;13;22;9;12;16;3;55;0;0;0;0;0
2020-05-25 21:15:00;38;11;15;7;4;3;1;60;0;0;0;0;0
2020-05-25 21:30:00;40;17;25;5;4;5;4;66;0;0;0;0;0
2020-05-25 21:45:00;36;12;19;10;2;2;7;40;0;0;0;0;0
2020-05-25 22:00:00;51;9;15;6;22;26;2;44;0;1;0;0;0
2020-05-25 22:15:00;33;11;12;4;4;3;2;37;0;0;0;0;0
2020-05-25 22:30:00;51;5;7;4;3;3;3;26;0;0;0;0;0
2020-05-25 22:45:00;20;8;13;8;1;1;0;28;0;0;0;0;0
2020-05-25 23:00:00;24;4;10;5;2;0;1;24;0;0;0;0;0
2020-05-25 23:15:00;21;3;5;2;0;0;0;18;0;0;0;0;0
2020-05-25 23:30:00;15;5;7;6;6;5;3;19;0;0;0;0;0
2020-05-25 23:45:00;9;3;5;2;0;0;0;11;0;0;0;0;0
