DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DBL1);7(DBL2);8(DC1);9(DC2);10(DC3);11(DC4);12(DC5);13(DC6);14(DC7);15(TAFGA);16(TAFGB);17(TAFBA);18(TAFBB);19(TAFBC);20(TAFBD)
2020-10-04 00:00:00;0;14;0;5;8;1;0;0;0;0;3;0;0;3;0;0;0;0;0;0
2020-10-04 00:15:00;1;10;0;9;5;2;0;0;0;1;0;0;1;0;0;0;0;0;0;0
2020-10-04 00:30:00;1;10;1;9;4;0;0;0;2;1;1;0;1;1;0;0;0;0;0;0
2020-10-04 00:45:00;0;5;1;6;8;1;1;2;2;1;0;1;1;0;0;0;0;0;0;0
2020-10-04 01:00:00;1;7;1;3;5;1;2;1;1;0;0;1;0;0;0;0;0;0;0;0
2020-10-04 01:15:00;1;3;0;9;6;1;0;2;0;1;0;0;1;0;0;0;0;0;0;0
2020-10-04 01:30:00;0;4;0;4;2;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0
2020-10-04 01:45:00;0;5;0;6;4;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-04 02:00:00;0;3;0;1;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
2020-10-04 02:15:00;0;5;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-04 02:30:00;0;0;0;6;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
2020-10-04 02:45:00;2;3;0;6;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2020-10-04 03:00:00;0;3;0;1;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
2020-10-04 03:15:00;1;3;0;2;2;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0
2020-10-04 03:30:00;0;3;0;0;2;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
2020-10-04 03:45:00;0;2;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-04 04:00:00;0;3;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-04 04:15:00;1;5;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-04 04:30:00;0;4;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-04 04:45:00;1;3;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-04 05:00:00;0;1;0;3;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
2020-10-04 05:15:00;0;6;1;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-04 05:30:00;0;9;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-04 05:45:00;2;6;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-04 06:00:00;0;2;0;6;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0
2020-10-04 06:15:00;0;4;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-04 06:30:00;0;8;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-04 06:45:00;0;12;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-04 07:00:00;0;7;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-04 07:15:00;2;10;0;0;2;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0
2020-10-04 07:30:00;0;5;1;2;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0
