DATUM;1(DA1);2(DA2);3(DB1A);4(DB1B);5(DC1);6(DC2);7(DD2A);8(DD2B);9(DD1);10(DE1);11(DE2);12(DE3);13(DF1);14(DF2);15(DF3);16(TAFG1);17(TAFG2)
2020-05-25 00:00:00;6;0;0;0;5;2;1;1;0;0;5;1;2;7;2;0;0
2020-05-25 00:15:00;10;1;0;0;5;4;0;0;0;0;10;1;5;9;4;0;0
2020-05-25 00:30:00;6;2;0;0;12;3;1;1;0;0;6;2;3;15;3;0;0
2020-05-25 00:45:00;7;3;0;0;3;1;1;1;0;0;7;3;1;4;1;0;0
2020-05-25 01:00:00;6;2;0;0;2;1;0;0;0;0;6;2;1;3;1;0;0
2020-05-25 01:15:00;4;1;0;0;4;2;2;2;0;0;3;1;2;6;2;0;0
2020-05-25 01:30:00;4;1;0;0;9;3;1;1;1;0;4;1;3;12;3;0;0
2020-05-25 01:45:00;6;1;0;0;4;0;2;2;2;0;5;2;0;4;0;0;0
2020-05-25 02:00:00;5;2;0;0;2;2;1;1;0;0;5;2;2;3;2;0;0
2020-05-25 02:15:00;10;2;0;0;2;0;2;3;1;0;8;2;0;2;0;0;0
2020-05-25 02:30:00;12;0;0;0;10;0;1;1;1;0;13;0;0;10;0;0;0
2020-05-25 02:45:00;8;1;0;0;7;2;2;2;3;0;8;1;1;8;1;0;0
2020-05-25 03:00:00;6;1;0;0;11;2;1;1;0;0;6;1;3;13;3;0;0
2020-05-25 03:15:00;9;0;0;0;8;2;0;0;0;0;9;0;2;10;2;0;0
2020-05-25 03:30:00;6;0;0;0;6;2;0;0;0;0;5;0;1;7;1;0;0
2020-05-25 03:45:00;4;3;0;1;14;4;0;0;0;1;4;2;4;17;4;0;0
2020-05-25 04:00:00;12;3;2;0;11;2;1;1;0;1;10;4;2;16;2;0;0
2020-05-25 04:15:00;11;5;0;0;9;2;0;0;0;1;10;5;2;11;2;0;0
2020-05-25 04:30:00;19;4;1;0;14;2;3;3;4;0;14;5;2;15;3;0;0
2020-05-25 04:45:00;21;4;1;0;20;5;4;4;3;0;19;4;1;18;2;0;0
2020-05-25 05:00:00;34;10;0;0;28;6;1;1;1;0;31;10;5;35;6;0;0
2020-05-25 05:15:00;47;21;2;1;41;10;5;5;4;2;40;25;8;49;10;0;0
2020-05-25 05:30:00;62;26;3;2;53;29;2;2;2;0;58;29;27;75;28;0;0
2020-05-25 05:45:00;62;34;3;2;59;44;2;3;1;6;60;35;41;91;41;0;0
2020-05-25 06:00:00;65;31;5;0;48;18;1;1;2;1;56;35;19;65;19;0;0
2020-05-25 06:15:00;63;56;1;0;83;49;2;2;1;2;58;55;47;117;47;0;0
2020-05-25 06:30:00;111;93;2;0;83;42;7;10;4;3;85;92;37;106;37;0;0
2020-05-25 06:45:00;131;155;2;1;90;49;9;8;6;1;122;154;50;130;50;0;1
2020-05-25 07:00:00;104;84;2;1;109;65;16;16;6;1;85;90;65;147;64;0;5
2020-05-25 07:15:00;131;111;1;0;123;94;11;11;3;5;114;114;93;184;94;0;2
2020-05-25 07:30:00;125;106;1;0;119;71;7;8;4;1;114;108;68;165;66;0;6
2020-05-25 07:45:00;155;171;0;0;114;75;12;12;10;3;126;180;74;168;76;0;3
2020-05-25 08:00:00;104;111;2;1;89;63;13;13;7;4;96;113;64;133;61;1;0
2020-05-25 08:15:00;98;107;3;1;91;58;11;12;4;5;83;113;59;136;60;1;0
2020-05-25 08:30:00;108;109;0;1;84;67;12;12;8;4;98;112;59;137;60;0;7
2020-05-25 08:45:00;135;116;2;1;95;67;21;21;12;3;122;119;61;138;60;0;0
2020-05-25 09:00:00;113;120;2;3;95;64;17;17;7;2;102;120;63;141;61;0;0
