DATUM;1(DA1);2(DA2);3(DA3);4(DC4);5(DC1);6(DC2);7(DD1);8(DD2);9(DE1);10(DE2);11(DF1);12(DH1);13(DB1)
2020-04-23 00:00:00;1;0;0;0;2;2;3;2;2;0;603;0;0
2020-04-23 00:15:00;0;2;0;0;4;3;2;0;1;1;782;0;0
2020-04-23 00:30:00;3;0;0;0;4;5;3;1;2;1;1475;0;0
2020-04-23 00:45:00;1;2;0;0;1;3;1;0;1;0;1527;0;0
2020-04-23 01:00:00;2;0;0;0;2;4;0;2;1;0;1518;0;0
2020-04-23 01:15:00;0;0;0;0;0;0;3;2;1;0;1299;0;0
2020-04-23 01:30:00;1;0;0;0;1;0;0;2;0;0;0;0;0
2020-04-23 01:45:00;1;0;0;0;1;3;1;2;1;0;140;0;0
2020-04-23 02:00:00;3;0;0;0;1;3;2;0;0;0;1273;0;0
2020-04-23 02:15:00;0;0;0;0;0;0;1;2;1;0;1886;0;0
2020-04-23 02:30:00;2;1;0;0;4;2;1;1;0;0;927;0;0
2020-04-23 02:45:00;1;0;0;0;1;1;0;0;0;0;64;0;0
2020-04-23 03:00:00;5;2;0;0;2;2;0;0;0;0;285;0;1
2020-04-23 03:15:00;1;0;0;0;0;0;0;0;0;0;1205;0;0
2020-04-23 03:30:00;2;0;0;0;1;2;1;1;0;1;1071;0;0
2020-04-23 03:45:00;2;1;0;0;1;1;0;1;1;0;1026;0;0
2020-04-23 04:00:00;2;0;0;0;1;1;0;0;1;1;1752;0;0
2020-04-23 04:15:00;0;0;0;0;2;2;3;2;1;0;2;0;0
2020-04-23 04:30:00;1;1;0;0;1;2;2;0;3;0;0;0;0
2020-04-23 04:45:00;0;1;1;0;2;1;4;2;3;0;0;0;0
2020-04-23 05:00:00;2;1;1;1;13;10;10;6;4;1;1;0;0
2020-04-23 05:15:00;2;1;0;0;12;12;15;7;6;3;5;1;0
2020-04-23 05:30:00;3;2;0;0;17;20;25;26;9;5;41;0;0
2020-04-23 05:45:00;7;5;0;1;20;18;28;32;27;8;7;1;0
2020-04-23 06:00:00;9;7;1;0;16;21;34;24;20;13;5;1;1
2020-04-23 06:15:00;11;6;1;0;24;21;44;36;24;8;3;0;4
2020-04-23 06:30:00;7;4;2;1;21;34;55;37;33;14;4;2;0
2020-04-23 06:45:00;10;7;0;5;42;34;46;53;43;17;2;5;1
2020-04-23 07:00:00;13;6;0;3;28;29;50;39;38;23;2;6;2
2020-04-23 07:15:00;10;4;1;2;38;44;47;33;44;23;2;1;0
2020-04-23 07:30:00;14;7;1;1;37;47;61;33;40;12;2;0;0
2020-04-23 07:45:00;10;11;0;3;44;51;45;36;39;24;7;0;0
2020-04-23 08:00:00;14;14;1;3;30;28;47;26;30;16;6;1;0
2020-04-23 08:15:00;15;4;1;0;35;32;56;27;26;12;2;1;0
2020-04-23 08:30:00;16;6;1;2;29;33;36;23;46;17;3;2;1
2020-04-23 08:45:00;23;12;2;3;31;43;37;17;29;9;2;0;1
2020-04-23 09:00:00;10;10;0;4;32;26;28;17;26;16;0;3;0
2020-04-23 09:15:00;14;9;1;3;35;44;44;17;34;12;3;0;2
2020-04-23 09:30:00;14;16;2;2;47;29;36;23;47;12;4;0;1
2020-04-23 09:45:00;18;8;0;3;32;34;32;10;45;8;2;0;0
2020-04-23 10:00:00;31;13;1;4;31;41;40;21;33;10;2;0;1
2020-04-23 10:15:00;26;17;3;2;41;34;49;14;29;9;1;4;0
2020-04-23 10:30:00;26;14;2;1;32;36;40;20;32;14;3;0;1
2020-04-23 10:45:00;31;21;2;3;50;46;37;15;40;17;5;4;2
2020-04-23 11:00:00;24;21;1;2;45;37;42;24;34;16;5;3;1
2020-04-23 11:15:00;30;20;2;2;40;47;56;20;30;12;2;3;1
2020-04-23 11:30:00;25;14;1;0;45;48;45;20;30;15;2;2;1
2020-04-23 11:45:00;21;25;2;0;45;43;47;23;33;14;2;1;1
2020-04-23 12:00:00;28;16;1;1;47;33;44;19;29;14;1;1;1
2020-04-23 12:15:00;28;25;1;3;65;59;48;22;20;9;5;1;0
2020-04-23 12:30:00;29;18;2;1;59;46;39;22;33;11;6;0;5
2020-04-23 12:45:00;21;18;0;3;43;46;46;17;32;22;8;0;1
2020-04-23 13:00:00;32;15;2;1;47;34;39;15;21;10;4;1;2
2020-04-23 13:15:00;23;23;3;3;41;36;36;18;31;14;3;3;4
2020-04-23 13:30:00;28;19;4;0;45;64;47;24;30;14;2;0;0
2020-04-23 13:45:00;26;22;1;5;56;63;33;19;29;12;4;0;3
2020-04-23 14:00:00;32;22;1;2;64;57;46;23;37;9;5;1;1
2020-04-23 14:15:00;33;12;3;2;67;57;54;21;38;16;5;0;2
2020-04-23 14:30:00;23;23;1;2;70;59;44;21;39;21;6;0;0
2020-04-23 14:45:00;30;17;0;2;47;48;41;26;39;16;3;1;2
2020-04-23 15:00:00;32;22;0;2;64;63;48;24;29;33;5;0;0
2020-04-23 15:15:00;31;22;2;5;66;56;40;21;33;10;6;1;3
2020-04-23 15:30:00;33;22;2;1;74;73;54;29;28;20;4;0;0
2020-04-23 15:45:00;34;26;0;2;58;59;48;32;39;11;3;0;1
2020-04-23 16:00:00;33;28;3;1;67;60;43;21;27;13;2;6;0
2020-04-23 16:15:00;38;29;3;0;62;64;55;24;34;9;51;4;1
2020-04-23 16:30:00;43;31;2;1;70;65;47;20;34;18;1;2;0
2020-04-23 16:45:00;41;31;0;1;54;58;55;26;26;17;1;1;1
2020-04-23 17:00:00;23;23;0;2;66;63;55;29;28;20;3;1;0
2020-04-23 17:15:00;27;28;2;2;60;63;44;22;24;16;4;2;1
2020-04-23 17:30:00;19;16;2;1;36;33;28;10;16;11;0;0;0
2020-04-23 17:45:00;15;11;0;1;38;35;38;9;12;8;0;0;0
2020-04-23 18:00:00;20;20;1;2;48;57;40;18;16;11;4;1;0
2020-04-23 18:15:00;20;19;3;1;48;44;38;18;31;17;3;0;2
2020-04-23 18:30:00;24;17;0;0;40;45;31;22;28;11;2;0;3
2020-04-23 18:45:00;18;6;0;2;33;40;38;21;26;12;4;0;1
2020-04-23 19:00:00;13;13;0;2;34;34;30;12;21;7;1;0;0
2020-04-23 19:15:00;26;20;0;3;35;25;27;18;16;7;1;1;0
2020-04-23 19:30:00;17;7;0;1;28;25;32;13;15;9;5;2;0
2020-04-23 19:45:00;7;9;0;0;24;30;26;9;22;11;1;0;1
2020-04-23 20:00:00;12;8;0;0;26;22;30;17;19;8;3;0;0
2020-04-23 20:15:00;13;22;0;3;31;28;20;9;12;7;4;0;0
2020-04-23 20:30:00;7;8;1;1;21;20;22;13;23;7;1;0;1
2020-04-23 20:45:00;7;4;0;4;20;20;21;16;7;3;8;0;0
2020-04-23 21:00:00;1;3;0;0;24;26;19;9;10;5;1399;0;0
2020-04-23 21:15:00;7;7;0;0;17;22;19;10;15;2;1126;0;0
2020-04-23 21:30:00;3;2;0;0;13;22;9;9;11;4;895;0;0
2020-04-23 21:45:00;6;8;0;0;13;11;10;8;7;1;389;0;0
2020-04-23 22:00:00;6;4;1;0;10;12;6;8;7;1;876;0;0
2020-04-23 22:15:00;4;2;0;0;10;6;9;5;7;2;1275;0;0
2020-04-23 22:30:00;6;3;0;0;4;4;11;9;0;0;916;0;0
2020-04-23 22:45:00;4;1;0;0;5;6;5;3;6;1;957;0;0
2020-04-23 23:00:00;2;3;1;0;9;8;3;5;1;2;576;1;0
2020-04-23 23:15:00;1;0;0;0;7;7;3;1;0;3;1112;0;0
2020-04-23 23:30:00;3;2;0;1;6;5;4;4;3;2;2325;0;0
