DATUM;1(DA1);2(DA2);3(DA3);4(DBR1);5(DBR2);6(DB1);7(DC1);8(DC2)
2020-09-29 00:00:00;6;4;3;1;7;2;1;0
2020-09-29 00:15:00;6;6;6;0;2;3;2;3
2020-09-29 00:30:00;3;7;7;0;1;2;3;4
2020-09-29 00:45:00;4;7;7;1;2;1;2;3
2020-09-29 01:00:00;2;2;4;0;0;0;0;1
2020-09-29 01:15:00;2;2;2;0;0;2;4;1
2020-09-29 01:30:00;2;6;6;0;0;2;3;1
2020-09-29 01:45:00;2;3;5;1;1;5;2;2
2020-09-29 02:00:00;1;2;3;1;1;1;5;2
2020-09-29 02:15:00;0;2;2;1;0;0;0;0
2020-09-29 02:30:00;1;1;1;3;2;3;1;1
2020-09-29 02:45:00;1;4;4;1;2;2;0;1
2020-09-29 03:00:00;4;3;4;0;3;2;1;1
2020-09-29 03:15:00;0;2;2;1;4;1;1;2
2020-09-29 03:30:00;4;3;3;0;0;0;0;0
2020-09-29 03:45:00;2;5;5;1;5;5;4;0
2020-09-29 04:00:00;3;5;5;4;4;2;4;0
2020-09-29 04:15:00;0;5;5;3;3;3;4;3
2020-09-29 04:30:00;3;12;12;3;5;4;5;0
2020-09-29 04:45:00;7;24;23;3;7;8;4;0
2020-09-29 05:00:00;21;46;48;5;9;19;14;11
2020-09-29 05:15:00;81;114;114;8;12;22;31;13
2020-09-29 05:30:00;70;67;68;9;12;18;40;10
2020-09-29 05:45:00;86;71;71;33;43;25;63;40
2020-09-29 06:00:00;53;54;56;36;55;19;44;38
2020-09-29 06:15:00;61;71;67;20;34;29;46;36
2020-09-29 06:30:00;105;93;93;13;25;33;46;25
2020-09-29 06:45:00;131;101;102;19;31;99;56;42
2020-09-29 07:00:00;97;86;86;14;19;37;53;32
2020-09-29 07:15:00;137;109;112;25;46;58;79;58
2020-09-29 07:30:00;186;125;124;21;51;78;94;75
2020-09-29 07:45:00;165;108;107;20;29;59;135;107
2020-09-29 08:00:00;198;130;124;16;30;32;128;118
2020-09-29 08:15:00;151;117;116;19;26;31;80;57
2020-09-29 08:30:00;124;106;105;18;31;27;80;45
2020-09-29 08:45:00;83;70;69;11;27;25;87;67
2020-09-29 09:00:00;65;52;53;26;23;28;62;49
2020-09-29 09:15:00;58;57;58;11;19;21;58;40
2020-09-29 09:30:00;72;58;57;16;27;32;77;40
2020-09-29 09:45:00;72;64;65;18;23;30;65;40
2020-09-29 10:00:00;64;52;52;15;22;18;72;38
2020-09-29 10:15:00;74;68;67;17;19;21;63;38
2020-09-29 10:30:00;61;52;56;10;21;25;70;32
2020-09-29 10:45:00;72;79;78;19;35;28;90;70
2020-09-29 11:00:00;75;64;63;14;22;28;57;49
2020-09-29 11:15:00;52;66;63;12;9;19;68;37
2020-09-29 11:30:00;86;80;75;15;24;26;82;55
2020-09-29 11:45:00;87;63;60;26;32;19;85;44
2020-09-29 12:00:00;87;57;56;21;26;29;79;47
2020-09-29 12:15:00;98;66;66;12;32;31;76;58
2020-09-29 12:30:00;103;51;48;21;34;33;84;56
2020-09-29 12:45:00;80;64;66;30;33;31;72;68
2020-09-29 13:00:00;125;86;85;20;30;22;107;68
2020-09-29 13:15:00;121;131;132;16;35;26;89;59
2020-09-29 13:30:00;121;104;105;25;33;24;104;59
2020-09-29 13:45:00;118;102;94;20;38;31;82;62
2020-09-29 14:00:00;116;106;108;16;28;32;93;61
2020-09-29 14:15:00;77;77;76;34;46;35;115;88
2020-09-29 14:30:00;110;65;69;32;31;40;117;85
2020-09-29 14:45:00;102;80;80;23;31;33;85;72
2020-09-29 15:00:00;103;66;63;22;32;39;97;86
2020-09-29 15:15:00;79;52;53;12;27;30;94;89
2020-09-29 15:30:00;117;87;87;32;43;56;102;71
2020-09-29 15:45:00;101;79;78;21;54;52;115;78
2020-09-29 16:00:00;116;100;96;28;42;38;120;94
2020-09-29 16:15:00;138;94;88;25;40;54;120;72
2020-09-29 16:30:00;110;78;77;25;40;40;112;78
2020-09-29 16:45:00;117;78;75;22;33;50;106;97
2020-09-29 17:00:00;129;73;69;23;41;39;104;69
2020-09-29 17:15:00;125;84;86;16;28;44;106;74
2020-09-29 17:30:00;119;76;72;20;31;31;101;61
2020-09-29 17:45:00;111;80;77;25;37;36;95;67
2020-09-29 18:00:00;105;79;70;26;28;34;95;73
2020-09-29 18:15:00;97;71;68;14;17;28;91;59
2020-09-29 18:30:00;83;56;56;13;22;30;82;51
2020-09-29 18:45:00;71;55;55;11;17;24;76;46
2020-09-29 19:00:00;58;61;57;7;14;15;56;36
2020-09-29 19:15:00;46;36;39;15;20;19;81;52
2020-09-29 19:30:00;52;36;33;9;12;11;47;43
2020-09-29 19:45:00;42;33;32;19;22;22;65;32
2020-09-29 20:00:00;41;48;48;13;16;18;53;39
2020-09-29 20:15:00;37;45;45;6;14;17;48;26
2020-09-29 20:30:00;37;45;43;9;20;15;36;29
2020-09-29 20:45:00;45;53;51;11;18;15;44;19
2020-09-29 21:00:00;53;75;75;9;15;14;44;22
2020-09-29 21:15:00;56;82;82;5;7;11;39;13
2020-09-29 21:30:00;37;59;57;3;4;10;43;19
2020-09-29 21:45:00;25;31;33;22;52;6;46;38
2020-09-29 22:00:00;26;30;32;32;42;10;60;46
2020-09-29 22:15:00;14;24;23;22;35;16;31;26
2020-09-29 22:30:00;15;24;23;8;8;5;26;11
2020-09-29 22:45:00;13;16;15;2;4;2;12;12
2020-09-29 23:00:00;7;7;10;2;3;8;21;6
2020-09-29 23:15:00;11;17;17;3;5;9;17;7
2020-09-29 23:30:00;4;9;9;2;2;7;10;1
