DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DD1);9(DE1);10(DE2);11(DE3);12(DE4);13(TAFBA);14(TAFBB);15(TAFBC);16(TAFBD)
2019-12-06 00:00:00;11;23;17;1;2;25;1;3;2;2;2;2;0;0;0;0
2019-12-06 00:15:00;13;24;20;2;2;22;0;5;3;4;5;4;0;0;0;0
2019-12-06 00:30:00;11;30;21;1;1;35;1;3;2;2;3;2;0;0;0;0
2019-12-06 00:45:00;11;17;12;0;9;14;0;1;2;2;2;2;0;0;0;0
2019-12-06 01:00:00;11;16;16;0;0;17;0;2;6;5;4;5;0;0;0;0
2019-12-06 01:15:00;10;15;14;1;1;11;1;8;2;2;2;2;0;0;0;0
2019-12-06 01:30:00;12;12;12;2;3;13;0;4;2;3;2;2;0;0;0;0
2019-12-06 01:45:00;13;6;6;0;2;7;0;2;3;2;2;2;0;0;0;0
2019-12-06 02:00:00;14;8;8;2;3;8;0;3;1;1;2;2;0;0;0;0
2019-12-06 02:15:00;11;15;16;1;2;14;2;0;4;4;5;5;0;0;0;0
2019-12-06 02:30:00;6;9;9;0;0;11;0;0;1;1;1;1;0;0;0;0
2019-12-06 02:45:00;11;6;6;1;9;9;0;0;2;2;2;2;0;0;0;0
2019-12-06 03:00:00;4;5;5;1;4;8;1;1;1;1;1;1;0;0;0;0
2019-12-06 03:15:00;4;4;5;0;1;2;0;3;0;0;0;0;0;0;0;0
2019-12-06 03:30:00;7;4;3;0;0;4;0;0;0;0;0;0;0;0;0;0
2019-12-06 03:45:00;14;8;8;0;2;13;0;0;4;3;2;2;0;0;0;0
2019-12-06 04:00:00;7;10;9;0;1;9;0;0;0;0;0;0;0;0;0;0
2019-12-06 04:15:00;7;7;7;0;2;7;2;0;3;3;3;3;0;0;0;0
2019-12-06 04:30:00;14;10;7;1;5;11;1;3;4;4;3;4;0;0;0;0
2019-12-06 04:45:00;14;17;13;1;5;12;0;4;5;4;5;4;0;0;0;0
2019-12-06 05:00:00;20;23;18;2;7;29;2;4;12;14;12;13;0;0;0;0
2019-12-06 05:15:00;36;33;29;1;10;37;1;12;24;21;20;20;0;0;0;0
2019-12-06 05:30:00;44;53;38;4;20;52;2;22;35;34;30;32;0;0;0;0
2019-12-06 05:45:00;62;87;45;7;15;82;1;20;42;45;38;43;0;0;1;0
2019-12-06 06:00:00;68;67;39;12;36;67;1;21;27;26;25;25;0;0;0;0
2019-12-06 06:15:00;77;93;53;10;42;90;1;14;32;32;37;35;0;0;0;0
2019-12-06 06:30:00;98;138;70;12;33;128;1;36;55;56;52;51;0;0;0;0
2019-12-06 06:45:00;93;136;63;10;29;132;5;43;54;52;49;51;0;0;0;0
2019-12-06 07:00:00;120;173;83;18;46;172;2;47;60;60;298;304;0;0;0;0
2019-12-06 07:15:00;167;150;72;27;53;135;10;53;49;47;43;47;1;2;0;0
2019-12-06 07:30:00;207;183;97;31;44;165;9;97;72;72;306;306;0;0;2;3
2019-12-06 07:45:00;147;185;98;45;47;155;15;93;57;62;53;59;0;0;0;4
2019-12-06 08:00:00;161;187;93;35;39;151;6;65;101;97;91;93;0;0;0;1
2019-12-06 08:15:00;134;150;98;28;43;123;8;62;69;69;71;67;0;0;2;0
2019-12-06 08:30:00;139;148;97;35;53;133;7;60;69;63;67;66;0;0;0;0
2019-12-06 08:45:00;145;155;95;32;47;150;12;38;57;55;45;48;0;0;1;1
2019-12-06 09:00:00;165;154;102;28;34;148;6;49;66;67;60;65;0;0;0;0
2019-12-06 09:15:00;162;181;105;33;22;151;11;47;57;53;49;50;0;0;2;0
2019-12-06 09:30:00;181;197;100;37;25;173;7;56;79;80;78;77;0;0;0;0
2019-12-06 09:45:00;184;210;94;28;26;175;12;64;54;48;45;46;0;0;0;2
2019-12-06 10:00:00;208;176;93;17;36;167;8;59;51;51;53;51;0;0;0;0
