DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DD1);9(DE1);10(DE2);11(DA4);12(TAA);13(TAFBA);14(TAFBB);15(TAC);16(TAFBC);17(TAFBD);18(TAFBE)
2020-05-09 00:00:00;1;1;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2020-05-09 00:15:00;5;3;4;0;0;4;5;0;0;0;0;0;0;0;0;0;0;0
2020-05-09 00:30:00;3;3;4;0;0;2;9;0;0;0;1;0;0;0;0;0;0;0
2020-05-09 00:45:00;1;2;2;0;0;1;6;0;0;0;0;0;0;0;0;0;0;0
2020-05-09 01:00:00;0;10;3;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0
2020-05-09 01:15:00;1;2;3;0;0;1;3;1;0;0;0;0;0;0;0;0;0;0
2020-05-09 01:30:00;1;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-09 01:45:00;1;7;2;0;0;2;5;0;0;0;0;0;0;0;0;0;0;0
2020-05-09 02:00:00;0;3;1;0;1;1;2;0;0;0;0;0;0;0;0;0;0;0
2020-05-09 02:15:00;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-09 02:30:00;2;1;1;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0
2020-05-09 02:45:00;0;2;2;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0
2020-05-09 03:00:00;1;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2020-05-09 03:15:00;0;2;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
2020-05-09 03:30:00;2;2;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2020-05-09 03:45:00;0;0;1;0;0;1;5;0;0;0;0;0;0;0;0;0;0;0
2020-05-09 04:00:00;0;0;0;0;0;1;3;1;0;0;0;0;0;0;0;0;0;0
2020-05-09 04:15:00;2;1;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0
2020-05-09 04:30:00;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-09 04:45:00;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2020-05-09 05:00:00;3;0;0;0;0;2;4;0;0;0;0;0;0;0;0;0;0;0
2020-05-09 05:15:00;3;6;2;0;0;2;4;0;0;0;0;0;0;0;0;3;0;0
2020-05-09 05:30:00;9;8;1;0;0;6;7;1;0;0;1;0;0;0;0;0;0;0
2020-05-09 05:45:00;6;4;4;0;0;8;10;0;1;1;0;0;0;0;5;5;0;0
2020-05-09 06:00:00;5;5;6;0;0;3;8;0;0;0;0;0;0;0;0;0;0;0
2020-05-09 06:15:00;4;4;1;0;0;2;4;2;0;0;0;0;0;0;0;0;0;0
2020-05-09 06:30:00;11;14;1;0;0;7;7;0;0;0;2;0;0;0;2;0;0;0
2020-05-09 06:45:00;7;3;0;0;0;5;7;1;1;1;0;0;0;0;0;0;0;0
2020-05-09 07:00:00;12;6;2;0;0;4;8;0;0;2;5;0;0;0;0;0;0;0
2020-05-09 07:15:00;6;0;2;0;0;5;6;0;1;1;1;0;0;0;0;0;0;0
2020-05-09 07:30:00;8;6;4;0;0;5;8;0;1;1;3;0;0;0;0;0;0;0
2020-05-09 07:45:00;7;7;2;0;0;13;13;0;0;0;0;0;0;0;0;0;0;0
2020-05-09 08:00:00;7;12;5;0;0;7;4;0;0;0;3;0;0;0;0;0;0;0
2020-05-09 08:15:00;2;5;9;0;1;10;7;1;3;3;1;0;0;0;0;0;0;0
2020-05-09 08:30:00;12;9;5;0;0;12;8;0;1;1;3;0;0;0;0;0;0;0
2020-05-09 08:45:00;6;5;9;0;0;11;15;1;1;1;1;0;0;0;0;0;0;0
2020-05-09 09:00:00;10;8;6;0;0;10;17;1;0;0;3;0;0;0;2;0;0;0
2020-05-09 09:15:00;13;10;12;0;0;10;20;2;3;4;0;0;0;0;1;0;0;0
2020-05-09 09:30:00;12;17;9;0;0;16;15;0;4;1;2;0;0;0;0;0;0;0
2020-05-09 09:45:00;12;4;9;0;0;17;21;2;2;2;0;0;0;0;4;0;0;0
2020-05-09 10:00:00;13;17;15;1;0;24;20;0;0;0;1;0;0;0;5;0;0;0
2020-05-09 10:15:00;18;13;16;0;1;21;27;0;3;3;2;0;0;0;5;0;0;0
2020-05-09 10:30:00;12;15;9;1;0;21;21;0;1;1;2;0;0;0;5;0;0;0
2020-05-09 10:45:00;16;21;12;1;1;29;24;1;2;2;1;1;0;0;0;0;0;0
2020-05-09 11:00:00;23;14;15;0;0;13;15;2;0;0;2;6;0;0;0;0;0;0
2020-05-09 11:15:00;13;7;14;0;0;24;16;0;3;3;1;0;0;0;13;0;0;0
2020-05-09 11:30:00;23;14;11;0;0;17;18;1;1;0;2;0;0;0;3;0;0;0
2020-05-09 11:45:00;22;16;15;0;2;30;33;3;2;2;1;0;0;0;2;0;1;0
2020-05-09 12:00:00;16;25;13;0;0;20;28;1;0;0;4;0;0;0;0;0;0;0
2020-05-09 12:15:00;16;16;8;0;0;15;17;1;3;3;0;0;0;0;6;0;0;0
2020-05-09 12:30:00;15;25;21;0;0;15;27;2;0;0;1;0;0;0;0;0;0;0
2020-05-09 12:45:00;15;10;10;0;0;11;31;6;3;8;1;1;0;0;0;0;0;0
2020-05-09 13:00:00;15;13;14;0;0;22;21;3;0;1;1;0;0;0;4;0;0;0
2020-05-09 13:15:00;8;14;15;1;0;21;16;1;4;3;0;0;0;0;15;0;0;0
2020-05-09 13:30:00;20;15;14;0;0;17;16;5;2;2;3;0;0;0;0;0;0;0
2020-05-09 13:45:00;17;15;17;0;0;13;18;3;6;2;0;0;0;0;0;0;0;0
2020-05-09 14:00:00;24;15;10;0;0;19;18;0;2;5;0;0;0;0;2;0;0;0
2020-05-09 14:15:00;16;18;12;0;0;18;27;1;2;1;3;0;0;0;13;0;0;0
2020-05-09 14:30:00;22;18;16;0;0;18;22;2;2;1;2;4;0;0;4;3;0;0
2020-05-09 14:45:00;15;24;12;1;0;15;24;2;5;2;0;0;0;2;1;2;0;0
2020-05-09 15:00:00;18;13;13;0;0;13;18;3;2;1;4;0;0;0;13;0;0;0
2020-05-09 15:15:00;15;13;12;0;0;19;20;1;3;3;0;4;0;0;4;0;0;0
2020-05-09 15:30:00;18;15;9;0;1;10;22;2;0;0;3;41;0;0;0;0;0;0
2020-05-09 15:45:00;15;15;14;0;0;16;12;0;3;21;0;0;0;0;60;0;0;0
2020-05-09 16:00:00;19;16;16;0;0;15;22;0;0;0;3;0;0;0;0;0;0;0
2020-05-09 16:15:00;12;8;6;0;0;20;24;0;3;2;0;0;0;0;0;0;0;0
2020-05-09 16:30:00;10;17;9;1;0;18;19;2;1;1;1;0;0;0;0;0;0;0
2020-05-09 16:45:00;18;18;14;0;0;18;29;1;3;3;0;0;0;0;4;0;0;0
2020-05-09 17:00:00;11;8;18;0;1;15;19;2;0;0;4;5;0;0;0;0;0;0
2020-05-09 17:15:00;13;19;14;0;0;14;23;1;3;19;0;0;0;0;0;0;0;0
2020-05-09 17:30:00;15;12;15;0;0;15;17;0;0;0;3;4;0;0;3;2;0;0
2020-05-09 17:45:00;12;10;8;0;0;21;21;2;3;2;2;5;0;0;5;0;0;0
2020-05-09 18:00:00;17;18;19;1;0;24;17;0;0;0;3;2;0;0;0;0;0;0
2020-05-09 18:15:00;11;11;14;0;0;11;14;0;4;5;1;1;0;0;0;0;0;0
2020-05-09 18:30:00;13;15;9;0;0;16;19;2;1;1;2;4;0;0;4;0;0;4
2020-05-09 18:45:00;11;10;11;3;1;22;20;1;2;2;0;2;0;0;2;0;0;0
2020-05-09 19:00:00;13;14;9;0;1;16;14;0;0;0;0;0;0;0;2;0;0;0
2020-05-09 19:15:00;10;10;8;0;0;17;22;1;3;3;1;0;0;0;3;0;0;0
2020-05-09 19:30:00;11;19;13;0;0;17;19;1;2;2;1;0;0;0;2;0;0;0
2020-05-09 19:45:00;7;14;8;0;0;13;19;0;1;1;0;0;0;0;0;0;0;0
2020-05-09 20:00:00;13;13;11;0;0;8;12;2;0;0;2;4;0;0;0;0;0;0
2020-05-09 20:15:00;7;7;9;0;0;11;10;0;3;3;0;0;0;0;0;0;0;0
2020-05-09 20:30:00;8;8;12;0;0;9;17;0;2;2;2;0;0;0;0;0;0;0
2020-05-09 20:45:00;3;8;8;0;0;6;8;0;0;0;0;0;0;0;0;0;0;0
2020-05-09 21:00:00;10;11;6;0;0;11;17;1;0;0;0;0;0;0;0;0;0;0
2020-05-09 21:15:00;2;9;4;0;0;14;14;0;0;0;0;0;0;0;0;0;0;0
2020-05-09 21:30:00;9;12;7;0;1;10;10;0;0;0;0;0;0;0;0;0;0;0
2020-05-09 21:45:00;7;3;7;0;0;7;10;2;1;2;2;0;0;0;0;0;0;0
2020-05-09 22:00:00;3;10;9;0;0;6;13;1;0;0;0;0;0;0;0;0;0;0
2020-05-09 22:15:00;5;7;5;0;0;4;14;0;0;0;0;0;0;0;0;0;0;0
2020-05-09 22:30:00;6;3;4;1;0;6;4;0;0;0;1;2;0;0;0;0;0;0
2020-05-09 22:45:00;6;6;8;0;0;6;8;2;1;1;1;0;0;0;0;0;0;0
2020-05-09 23:00:00;1;5;5;0;0;5;6;0;0;0;0;0;0;0;0;0;0;0
2020-05-09 23:15:00;3;9;6;0;0;6;5;0;0;0;0;0;0;0;0;0;0;0
2020-05-09 23:30:00;4;4;6;0;0;5;9;3;0;0;0;0;0;0;0;0;0;0
2020-05-09 23:45:00;0;4;8;0;0;5;6;0;1;2;0;0;0;0;0;0;0;0
