DATUM;1(DA1);2(DA2);3(DB1);4(DD1);5(DD2);6(DE1);7(DC1);8(DC2);9(DF2);10(DF1)
2020-07-03 00:00:00;2;5;1;2;4;0;3;3;4;2
2020-07-03 00:15:00;11;4;0;10;16;4;17;10;6;12
2020-07-03 00:30:00;7;8;1;11;12;3;15;12;10;7
2020-07-03 00:45:00;8;5;0;5;7;3;9;5;4;4
2020-07-03 01:00:00;8;5;0;5;3;0;3;2;6;7
2020-07-03 01:15:00;6;2;0;4;4;1;4;4;2;4
2020-07-03 01:30:00;6;0;0;5;3;0;2;4;1;3
2020-07-03 01:45:00;5;4;0;2;5;1;5;3;4;3
2020-07-03 02:00:00;4;4;1;2;5;0;4;2;3;4
2020-07-03 02:15:00;4;2;0;2;4;3;5;1;1;2
2020-07-03 02:30:00;5;7;1;4;2;0;2;3;7;4
2020-07-03 02:45:00;6;5;0;2;1;0;2;0;4;6
2020-07-03 03:00:00;2;1;1;2;1;0;1;2;3;2
2020-07-03 03:15:00;3;2;0;3;1;1;1;2;2;2
2020-07-03 03:30:00;7;3;0;1;1;0;1;1;5;6
2020-07-03 03:45:00;4;2;0;3;3;0;2;3;2;3
2020-07-03 04:00:00;5;4;1;4;4;0;3;2;3;4
2020-07-03 04:15:00;6;3;0;0;3;1;3;0;4;6
2020-07-03 04:30:00;10;4;0;3;3;2;4;3;5;9
2020-07-03 04:45:00;12;5;4;8;17;3;18;5;8;13
2020-07-03 05:00:00;24;10;2;16;17;7;21;15;11;21
2020-07-03 05:15:00;18;12;3;37;45;6;47;40;14;18
2020-07-03 05:30:00;35;24;1;52;46;12;53;48;24;29
2020-07-03 05:45:00;34;14;6;46;58;14;61;46;19;34
2020-07-03 06:00:00;39;30;8;38;41;8;47;36;31;29
2020-07-03 06:15:00;57;42;2;75;77;18;78;75;44;50
2020-07-03 06:30:00;49;33;8;92;81;15;80;87;35;42
2020-07-03 06:45:00;45;41;5;116;88;16;89;110;38;44
2020-07-03 07:00:00;55;36;5;119;84;19;90;114;37;38
2020-07-03 07:15:00;49;53;14;149;95;22;105;117;56;39
2020-07-03 07:30:00;62;38;9;130;110;32;111;129;39;52
2020-07-03 07:45:00;85;51;21;90;98;42;105;95;57;69
2020-07-03 08:00:00;50;39;13;97;87;27;94;92;44;46
2020-07-03 08:15:00;53;40;12;75;76;23;88;68;44;40
2020-07-03 08:30:00;61;31;10;75;76;22;74;71;33;47
2020-07-03 08:45:00;63;44;14;74;88;22;89;76;43;55
2020-07-03 09:00:00;58;46;11;46;75;19;83;47;44;50
2020-07-03 09:15:00;50;53;12;61;83;15;86;65;39;48
2020-07-03 09:30:00;60;46;11;64;76;23;82;69;45;42
2020-07-03 09:45:00;65;52;13;83;80;25;87;68;55;59
2020-07-03 10:00:00;75;58;13;63;68;26;77;66;55;56
2020-07-03 10:15:00;65;58;20;69;83;27;92;57;56;56
2020-07-03 10:30:00;64;56;15;73;65;20;78;64;60;53
2020-07-03 10:45:00;84;56;23;69;78;32;90;80;57;74
2020-07-03 11:00:00;76;68;22;58;70;25;79;52;72;71
2020-07-03 11:15:00;95;69;11;84;72;20;82;74;72;85
2020-07-03 11:30:00;84;52;18;73;82;23;88;61;56;72
2020-07-03 11:45:00;90;81;16;59;69;25;81;56;85;82
2020-07-03 12:00:00;111;111;15;76;81;26;89;72;106;105
2020-07-03 12:15:00;102;97;18;59;78;20;80;51;99;111
2020-07-03 12:30:00;80;72;11;66;84;26;90;53;71;64
2020-07-03 12:45:00;91;81;20;71;77;15;86;63;84;88
2020-07-03 13:00:00;62;66;10;47;53;8;52;45;70;52
2020-07-03 13:15:00;123;101;14;71;84;28;90;61;110;117
2020-07-03 13:30:00;114;90;16;87;98;16;96;74;90;94
2020-07-03 13:45:00;94;81;20;60;88;26;94;59;87;76
2020-07-03 14:00:00;113;78;24;64;88;25;89;61;87;92
2020-07-03 14:15:00;119;120;26;88;86;28;88;71;129;101
2020-07-03 14:30:00;111;104;20;113;107;25;112;102;114;98
2020-07-03 14:45:00;109;105;19;83;93;23;99;62;104;96
2020-07-03 15:00:00;108;88;15;64;77;23;87;57;93;96
2020-07-03 15:15:00;106;85;19;95;97;21;104;75;82;87
2020-07-03 15:30:00;64;49;11;51;55;13;60;37;54;62
2020-07-03 15:45:00;
2020-07-03 16:00:00;
