DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(TA1);8(TA2)
2020-08-28 00:00:00;0;2;0;0;4;6;0;0
2020-08-28 00:15:00;2;4;0;0;4;9;0;0
2020-08-28 00:30:00;2;0;0;0;3;3;0;0
2020-08-28 00:45:00;3;3;0;0;3;4;0;0
2020-08-28 01:00:00;2;2;0;0;5;1;0;0
2020-08-28 01:15:00;3;5;0;0;2;2;0;0
2020-08-28 01:30:00;0;3;0;0;7;2;0;0
2020-08-28 01:45:00;1;2;0;0;3;1;0;0
2020-08-28 02:00:00;2;0;0;0;0;0;0;1
2020-08-28 02:15:00;2;3;0;0;1;2;0;0
2020-08-28 02:30:00;2;1;0;0;0;2;0;0
2020-08-28 02:45:00;0;3;1;0;0;3;0;0
2020-08-28 03:00:00;2;1;0;0;1;2;0;0
2020-08-28 03:15:00;3;2;0;0;1;3;0;0
2020-08-28 03:30:00;0;2;0;0;3;3;0;0
2020-08-28 03:45:00;4;2;0;0;2;0;0;0
2020-08-28 04:00:00;4;5;0;0;1;3;0;0
2020-08-28 04:15:00;1;1;0;0;6;1;0;0
2020-08-28 04:30:00;2;2;0;0;9;9;0;0
2020-08-28 04:45:00;2;1;0;0;19;23;1;0
2020-08-28 05:00:00;6;16;0;0;24;56;22;0
2020-08-28 05:15:00;15;28;1;0;61;128;17;0
2020-08-28 05:30:00;25;36;7;0;109;142;15;9
2020-08-28 05:45:00;46;65;3;0;63;54;8;6
2020-08-28 06:00:00;42;67;2;0;25;36;4;13
2020-08-28 06:15:00;24;43;4;0;33;31;8;7
2020-08-28 06:30:00;30;53;1;0;48;58;14;1
2020-08-28 06:45:00;24;44;0;0;48;41;20;0
2020-08-28 07:00:00;18;37;3;0;36;35;7;6
2020-08-28 07:15:00;27;43;5;0;42;55;13;6
2020-08-28 07:30:00;25;40;3;0;45;44;14;4
2020-08-28 07:45:00;28;47;7;0;50;42;11;1
2020-08-28 08:00:00;20;43;6;0;38;27;15;2
2020-08-28 08:15:00;26;27;6;0;33;28;23;3
2020-08-28 08:30:00;23;32;7;0;37;30;1;1
2020-08-28 08:45:00;25;34;9;0;31;39;7;0
2020-08-28 09:00:00;28;27;13;0;34;25;4;0
2020-08-28 09:15:00;33;29;13;0;30;26;2;0
2020-08-28 09:30:00;28;35;10;0;35;29;4;1
2020-08-28 09:45:00;29;40;8;0;24;16;0;3
2020-08-28 10:00:00;27;34;5;0;27;22;0;5
2020-08-28 10:15:00;22;34;4;0;30;25;8;2
2020-08-28 10:30:00;28;35;7;0;33;27;4;2
2020-08-28 10:45:00;30;26;9;0;31;23;2;0
2020-08-28 11:00:00;25;31;5;0;25;33;1;5
2020-08-28 11:15:00;39;37;8;0;38;27;0;11
