DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1)
2019-12-26 00:00:00;4;0;0;3;3
2019-12-26 00:15:00;7;2;5;12;7
2019-12-26 00:30:00;8;2;0;0;4
2019-12-26 00:45:00;9;0;0;4;3
2019-12-26 01:00:00;7;0;0;1;1
2019-12-26 01:15:00;7;2;4;7;3
2019-12-26 01:30:00;4;0;1;2;8
2019-12-26 01:45:00;0;0;0;1;2
2019-12-26 02:00:00;4;0;0;2;6
2019-12-26 02:15:00;3;2;3;6;6
2019-12-26 02:30:00;4;0;0;5;1
2019-12-26 02:45:00;2;0;1;2;0
2019-12-26 03:00:00;5;0;1;1;1
2019-12-26 03:15:00;6;3;7;7;3
2019-12-26 03:30:00;1;0;1;3;3
2019-12-26 03:45:00;3;0;1;3;1
2019-12-26 04:00:00;4;0;0;0;0
2019-12-26 04:15:00;4;2;3;2;1
2019-12-26 04:30:00;3;1;0;4;4
2019-12-26 04:45:00;5;1;0;3;3
2019-12-26 05:00:00;3;0;1;4;3
2019-12-26 05:15:00;1;1;3;4;4
2019-12-26 05:30:00;4;1;1;1;3
2019-12-26 05:45:00;3;0;1;2;1
2019-12-26 06:00:00;5;0;0;0;2
2019-12-26 06:15:00;2;2;3;3;2
2019-12-26 06:30:00;5;1;2;2;2
2019-12-26 06:45:00;2;2;0;0;2
2019-12-26 07:00:00;5;0;1;2;2
2019-12-26 07:15:00;2;2;3;6;3
2019-12-26 07:30:00;1;1;0;4;2
2019-12-26 07:45:00;3;0;1;2;11
2019-12-26 08:00:00;9;0;3;5;3
2019-12-26 08:15:00;2;0;3;6;10
2019-12-26 08:30:00;6;2;1;1;10
2019-12-26 08:45:00;8;0;2;5;9
2019-12-26 09:00:00;8;3;3;4;7
2019-12-26 09:15:00;10;5;1;3;13
2019-12-26 09:30:00;8;3;1;4;25
2019-12-26 09:45:00;13;3;3;3;19
2019-12-26 10:00:00;14;1;4;7;12
2019-12-26 10:15:00;10;0;1;5;26
2019-12-26 10:30:00;20;3;6;6;22
2019-12-26 10:45:00;16;1;8;14;23
2019-12-26 11:00:00;23;8;4;11;70
2019-12-26 11:15:00;19;9;7;11;33
2019-12-26 11:30:00;27;5;5;7;50
2019-12-26 11:45:00;45;2;11;22;37
2019-12-26 12:00:00;37;4;4;12;47
2019-12-26 12:15:00;21;3;11;18;37
2019-12-26 12:30:00;20;6;9;9;35
2019-12-26 12:45:00;34;2;6;10;36
2019-12-26 13:00:00;31;5;10;24;38
2019-12-26 13:15:00;21;3;5;23;48
2019-12-26 13:30:00;23;5;9;13;36
2019-12-26 13:45:00;32;10;4;18;47
2019-12-26 14:00:00;30;4;4;17;39
2019-12-26 14:15:00;22;2;5;13;45
2019-12-26 14:30:00;32;4;12;17;39
2019-12-26 14:45:00;27;2;15;25;47
2019-12-26 15:00:00;26;4;8;21;49
2019-12-26 15:15:00;35;3;8;16;44
2019-12-26 15:30:00;39;3;9;14;38
2019-12-26 15:45:00;26;2;6;18;47
2019-12-26 16:00:00;28;4;5;18;42
2019-12-26 16:15:00;30;9;9;12;24
2019-12-26 16:30:00;39;11;4;14;29
2019-12-26 16:45:00;27;3;12;11;35
2019-12-26 17:00:00;29;7;13;23;40
2019-12-26 17:15:00;31;17;5;9;31
2019-12-26 17:30:00;32;30;6;27;43
2019-12-26 17:45:00;26;6;5;18;39
2019-12-26 18:00:00;11;5;3;15;34
2019-12-26 18:15:00;26;9;5;12;37
2019-12-26 18:30:00;22;4;3;10;22
2019-12-26 18:45:00;19;2;9;11;32
2019-12-26 19:00:00;26;3;6;14;42
2019-12-26 19:15:00;14;5;10;8;36
2019-12-26 19:30:00;15;6;10;21;53
2019-12-26 19:45:00;18;6;3;13;25
2019-12-26 20:00:00;21;3;6;11;17
2019-12-26 20:15:00;8;1;4;6;28
2019-12-26 20:30:00;13;2;2;11;24
2019-12-26 20:45:00;15;0;6;12;32
2019-12-26 21:00:00;9;3;9;11;18
2019-12-26 21:15:00;22;2;3;4;19
2019-12-26 21:30:00;15;3;4;7;15
2019-12-26 21:45:00;11;0;2;13;6
2019-12-26 22:00:00;15;2;9;13;22
2019-12-26 22:15:00;9;2;5;13;5
2019-12-26 22:30:00;9;1;2;10;6
2019-12-26 22:45:00;7;0;4;7;12
2019-12-26 23:00:00;10;4;4;6;10
2019-12-26 23:15:00;11;0;2;4;13
2019-12-26 23:30:00;7;0;0;1;2
2019-12-26 23:45:00;2;2;5;5;6
