DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DC1);8(DC2);9(TAFGA);10(TAFGC);11(TAFBA);12(TAFBB);13(TAFBC)
2020-02-24 00:00:00;17;7;9;3;0;0;0;13;0;0;0;0;0
2020-02-24 00:15:00;11;10;8;7;0;0;0;26;0;0;0;0;0
2020-02-24 00:30:00;13;10;12;3;1;1;0;12;0;0;0;0;0
2020-02-24 00:45:00;7;5;8;3;1;1;0;13;0;0;0;0;0
2020-02-24 01:00:00;7;7;6;1;0;0;0;14;0;0;0;0;0
2020-02-24 01:15:00;5;4;6;1;0;0;0;9;0;0;0;0;0
2020-02-24 01:30:00;13;4;4;3;1;1;1;9;0;0;0;0;0
2020-02-24 01:45:00;11;6;7;3;0;0;0;8;0;0;0;0;0
2020-02-24 02:00:00;7;4;4;3;0;0;0;5;0;0;0;0;0
2020-02-24 02:15:00;6;3;3;2;0;0;0;3;0;0;0;0;0
2020-02-24 02:30:00;11;3;3;1;0;0;0;3;0;0;0;0;0
2020-02-24 02:45:00;8;1;1;1;0;0;0;2;0;0;0;0;0
2020-02-24 03:00:00;8;7;7;4;0;0;1;11;0;0;0;0;0
2020-02-24 03:15:00;0;4;4;1;0;0;0;7;0;0;0;0;0
2020-02-24 03:30:00;7;5;4;1;0;0;0;8;0;0;0;0;0
2020-02-24 03:45:00;6;4;5;1;0;0;0;8;0;0;0;0;0
2020-02-24 04:00:00;12;8;9;1;1;0;1;9;0;0;0;0;0
2020-02-24 04:15:00;13;7;8;1;1;1;0;10;0;0;0;0;0
2020-02-24 04:30:00;18;6;9;4;1;1;0;13;0;0;0;0;0
2020-02-24 04:45:00;12;5;9;4;1;0;1;12;0;0;0;0;0
2020-02-24 05:00:00;23;13;15;5;5;5;1;25;0;0;0;0;0
2020-02-24 05:15:00;38;12;22;9;5;6;3;42;0;0;0;0;0
2020-02-24 05:30:00;62;10;17;9;8;8;7;86;0;0;0;0;0
2020-02-24 05:45:00;56;15;24;10;8;10;6;102;0;0;0;0;0
2020-02-24 06:00:00;71;11;22;8;4;8;7;94;0;0;0;0;0
2020-02-24 06:15:00;95;14;21;4;7;8;4;81;0;0;0;0;0
2020-02-24 06:30:00;103;16;25;13;7;7;13;156;1;1;0;0;0
2020-02-24 06:45:00;107;13;26;13;12;15;18;170;0;0;0;0;0
2020-02-24 07:00:00;114;22;26;20;7;14;15;158;0;4;0;0;0
2020-02-24 07:15:00;140;25;29;24;19;23;24;190;0;0;0;0;0
2020-02-24 07:30:00;116;18;23;22;21;21;28;183;1;2;0;0;0
2020-02-24 07:45:00;119;19;21;18;17;23;15;181;1;2;0;0;0
2020-02-24 08:00:00;116;20;27;21;18;20;19;158;4;1;0;0;0
2020-02-24 08:15:00;137;36;45;37;21;27;19;154;2;1;0;0;0
2020-02-24 08:30:00;165;24;27;15;25;28;21;181;0;0;0;0;0
2020-02-24 08:45:00;140;14;21;17;32;36;21;175;3;0;0;0;0
2020-02-24 09:00:00;125;19;26;17;21;27;18;188;1;0;0;0;0
2020-02-24 09:15:00;145;23;25;16;28;39;26;179;1;0;0;0;0
2020-02-24 09:30:00;164;20;26;17;29;31;18;193;0;2;0;0;0
2020-02-24 09:45:00;151;16;18;19;29;30;20;211;0;0;0;0;0
2020-02-24 10:00:00;152;23;27;17;27;26;22;219;0;0;0;0;0
2020-02-24 10:15:00;154;24;32;21;32;31;21;208;2;1;0;0;0
2020-02-24 10:30:00;191;17;19;16;27;30;26;187;2;1;0;0;0
2020-02-24 10:45:00;178;19;25;19;35;37;17;198;2;1;0;0;0
