DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DC3);7(DF1);8(DH1);9(DH2);10(DH3);11(DH4)
2019-10-03 00:00:00;0;5;1;28;38;11;9;8;11;6;4
2019-10-03 00:15:00;1;4;0;33;37;17;14;24;24;7;5
2019-10-03 00:30:00;2;5;0;22;21;6;5;15;12;1;0
2019-10-03 00:45:00;0;2;0;22;17;10;6;14;9;2;1
2019-10-03 01:00:00;1;2;1;17;19;10;3;15;16;1;2
2019-10-03 01:15:00;1;1;2;21;20;11;10;13;14;4;2
2019-10-03 01:30:00;1;0;1;10;7;4;4;7;9;1;1
2019-10-03 01:45:00;0;1;0;11;12;9;2;9;6;2;1
2019-10-03 02:00:00;2;3;1;11;14;5;1;8;10;2;1
2019-10-03 02:15:00;0;2;0;11;11;2;2;6;3;1;1
2019-10-03 02:30:00;0;0;0;7;9;3;1;6;6;3;3
2019-10-03 02:45:00;0;1;0;11;11;8;1;3;5;2;2
2019-10-03 03:00:00;0;1;0;7;6;1;1;2;2;1;1
2019-10-03 03:15:00;1;0;1;6;6;2;1;5;6;1;1
2019-10-03 03:30:00;0;0;0;6;4;3;3;5;8;3;3
2019-10-03 03:45:00;11;1;0;10;8;2;1;6;5;1;2
2019-10-03 04:00:00;1;0;0;6;8;3;1;2;5;0;0
2019-10-03 04:15:00;0;3;0;4;6;3;0;1;3;1;1
2019-10-03 04:30:00;2;3;0;9;7;4;2;6;4;0;1
2019-10-03 04:45:00;1;1;0;4;10;8;1;7;3;0;0
2019-10-03 05:00:00;0;0;0;3;9;3;2;4;6;1;1
2019-10-03 05:15:00;1;2;0;9;12;6;2;5;6;2;2
2019-10-03 05:30:00;1;6;0;13;8;4;4;8;14;7;6
2019-10-03 05:45:00;0;4;1;14;16;8;3;16;14;3;4
2019-10-03 06:00:00;1;1;0;33;25;8;3;14;12;4;2
2019-10-03 06:15:00;1;2;0;27;13;6;5;12;10;5;4
2019-10-03 06:30:00;0;2;0;13;11;3;3;12;11;6;5
2019-10-03 06:45:00;1;3;0;13;7;1;4;12;13;4;3
2019-10-03 07:00:00;1;3;0;22;20;3;6;13;14;3;2
2019-10-03 07:15:00;3;2;0;14;16;7;3;9;9;6;5
2019-10-03 07:30:00;0;0;0;12;11;5;5;9;4;1;2
2019-10-03 07:45:00;1;1;3;21;10;5;4;21;15;2;2
2019-10-03 08:00:00;0;1;0;31;17;8;1;20;10;1;1
2019-10-03 08:15:00;2;5;0;21;17;5;6;18;6;1;1
