DATUM;1(DA1);2(DB1);3(DC1);4(DC11);5(TAFGB);23(TAFBB);24(TAFBC)
2019-09-04 00:00:00;17;9;0;0;0;0;0
2019-09-04 00:15:00;20;16;0;0;0;0;0
2019-09-04 00:30:00;24;10;2;2;0;0;0
2019-09-04 00:45:00;16;18;0;0;0;0;0
2019-09-04 01:00:00;14;7;0;0;0;0;0
2019-09-04 01:15:00;11;17;1;1;0;0;0
2019-09-04 01:30:00;5;11;1;1;0;0;0
2019-09-04 01:45:00;4;12;1;1;0;0;0
2019-09-04 02:00:00;6;4;0;0;0;0;0
2019-09-04 02:15:00;5;9;0;0;0;0;0
2019-09-04 02:30:00;7;6;1;1;0;0;0
2019-09-04 02:45:00;6;7;0;0;0;0;0
2019-09-04 03:00:00;4;9;0;0;0;0;0
2019-09-04 03:15:00;4;8;0;0;0;0;0
2019-09-04 03:30:00;5;6;0;0;0;0;0
2019-09-04 03:45:00;5;7;0;0;0;0;0
2019-09-04 04:00:00;4;7;0;0;0;0;0
2019-09-04 04:15:00;11;13;2;2;0;0;0
2019-09-04 04:30:00;11;12;0;0;0;0;0
2019-09-04 04:45:00;19;12;0;0;0;0;0
2019-09-04 05:00:00;22;22;0;0;0;0;0
2019-09-04 05:15:00;59;28;0;0;0;0;0
2019-09-04 05:30:00;69;56;0;0;0;0;0
2019-09-04 05:45:00;106;73;1;1;0;0;0
2019-09-04 06:00:00;75;58;2;2;0;0;0
2019-09-04 06:15:00;136;115;4;4;0;0;0
2019-09-04 06:30:00;175;107;6;6;0;0;0
2019-09-04 06:45:00;207;104;7;7;1;0;0
2019-09-04 07:00:00;179;138;10;10;38;0;0
2019-09-04 07:15:00;203;145;10;10;0;0;0
2019-09-04 07:30:00;235;173;9;9;3;0;0
2019-09-04 07:45:00;201;170;15;15;7;0;0
2019-09-04 08:00:00;206;143;5;5;1;0;0
2019-09-04 08:15:00;204;153;4;4;4;0;0
2019-09-04 08:30:00;178;154;9;9;11;0;0
2019-09-04 08:45:00;182;173;7;7;2;0;0
2019-09-04 09:00:00;146;145;10;10;20;0;0
2019-09-04 09:15:00;177;145;6;6;2;0;0
2019-09-04 09:30:00;161;152;9;9;4;0;0
2019-09-04 09:45:00;164;137;3;3;10;0;0
2019-09-04 10:00:00;191;140;9;9;5;0;0
2019-09-04 10:15:00;183;146;6;6;2;0;0
2019-09-04 10:30:00;180;155;8;8;7;0;0
2019-09-04 10:45:00;158;160;7;7;5;0;0
2019-09-04 11:00:00;173;156;10;10;0;0;0
2019-09-04 11:15:00;190;165;3;3;25;0;0
2019-09-04 11:30:00;179;178;6;6;2;0;0
2019-09-04 11:45:00;202;140;9;9;14;0;0
2019-09-04 12:00:00;173;139;6;6;4;0;0
2019-09-04 12:15:00;199;165;8;8;5;0;0
2019-09-04 12:30:00;180;165;8;8;1;0;0
2019-09-04 12:45:00;199;159;5;5;19;0;0
2019-09-04 13:00:00;173;152;8;8;1;0;0
2019-09-04 13:15:00;191;165;12;12;4;0;0
2019-09-04 13:30:00;187;178;6;6;8;0;0
2019-09-04 13:45:00;176;167;9;9;4;0;0
2019-09-04 14:00:00;154;190;9;9;12;0;0
2019-09-04 14:15:00;209;136;5;5;11;0;0
2019-09-04 14:30:00;152;199;5;5;61;0;0
2019-09-04 14:45:00;178;191;5;5;41;0;0
2019-09-04 15:00:00;176;163;5;5;34;0;0
2019-09-04 15:15:00;202;174;7;7;23;0;0
2019-09-04 15:30:00;195;181;13;13;13;0;0
2019-09-04 15:45:00;177;206;13;13;5;0;0
2019-09-04 16:00:00;199;225;6;6;32;0;0
2019-09-04 16:15:00;214;220;7;7;18;0;0
2019-09-04 16:30:00;213;221;13;13;3;0;0
2019-09-04 16:45:00;196;198;11;11;26;0;0
2019-09-04 17:00:00;208;232;12;12;20;0;0
2019-09-04 17:15:00;218;214;10;10;13;0;0
2019-09-04 17:30:00;208;213;11;11;16;0;0
2019-09-04 17:45:00;159;177;8;8;13;0;0
2019-09-04 18:00:00;180;210;10;10;16;0;0
2019-09-04 18:15:00;205;169;14;14;5;0;0
2019-09-04 18:30:00;183;194;12;12;25;0;0
2019-09-04 18:45:00;163;217;12;12;5;0;0
2019-09-04 19:00:00;149;191;7;7;6;0;0
2019-09-04 19:15:00;145;165;7;7;2;0;0
2019-09-04 19:30:00;141;156;7;7;6;0;0
2019-09-04 19:45:00;122;164;3;3;10;0;0
2019-09-04 20:00:00;115;163;4;4;6;0;0
2019-09-04 20:15:00;107;147;7;7;0;0;0
2019-09-04 20:30:00;94;106;4;4;1;0;0
2019-09-04 20:45:00;72;81;1;1;0;0;0
2019-09-04 21:00:00;83;89;2;2;0;0;0
2019-09-04 21:15:00;86;75;1;1;0;0;0
2019-09-04 21:30:00;108;73;5;5;0;0;0
2019-09-04 21:45:00;85;82;2;2;0;0;0
2019-09-04 22:00:00;78;82;7;7;0;0;0
2019-09-04 22:15:00;66;53;1;1;0;0;0
2019-09-04 22:30:00;56;55;1;1;11;0;0
2019-09-04 22:45:00;64;39;1;1;0;0;0
2019-09-04 23:00:00;57;48;3;3;0;0;0
2019-09-04 23:15:00;33;25;0;0;0;0;0
2019-09-04 23:30:00;41;30;1;1;0;0;0
2019-09-04 23:45:00;32;23;2;2;0;0;0
