DATUM;1(TAA);3(DA1);4(DA2);5(DC1);6(DC2);7(DC3);8(DC4)
2020-03-05 00:00:00;0;3;2;14;10;0;0
2020-03-05 00:15:00;0;8;2;9;6;2;2
2020-03-05 00:30:00;0;5;2;7;11;0;0
2020-03-05 00:45:00;0;2;3;3;1;1;1
2020-03-05 01:00:00;0;7;4;3;2;0;0
2020-03-05 01:15:00;0;5;3;7;1;0;0
2020-03-05 01:30:00;0;2;0;6;1;0;0
2020-03-05 01:45:00;0;3;2;6;3;0;0
2020-03-05 02:00:00;0;3;2;4;2;0;0
2020-03-05 02:15:00;0;2;0;1;3;0;0
2020-03-05 02:30:00;0;1;2;2;1;0;0
2020-03-05 02:45:00;0;4;1;3;2;0;0
2020-03-05 03:00:00;0;3;0;2;2;0;0
2020-03-05 03:15:00;0;4;0;8;6;0;0
2020-03-05 03:30:00;0;3;1;10;1;0;0
2020-03-05 03:45:00;0;4;2;5;0;0;0
2020-03-05 04:00:00;0;3;2;10;4;0;0
2020-03-05 04:15:00;0;10;7;11;10;0;0
2020-03-05 04:30:00;0;14;8;16;7;0;0
2020-03-05 04:45:00;0;23;15;12;9;0;0
2020-03-05 05:00:00;0;49;50;24;13;0;0
2020-03-05 05:15:00;2;91;81;37;27;0;0
2020-03-05 05:30:00;0;66;84;38;32;1;1
2020-03-05 05:45:00;2;56;61;48;49;2;2
2020-03-05 06:00:00;2;64;77;72;66;5;5
2020-03-05 06:15:00;2;38;37;34;38;2;2
2020-03-05 06:30:00;3;107;143;64;92;8;8
2020-03-05 06:45:00;15;138;148;68;61;3;3
2020-03-05 07:00:00;5;141;170;65;70;4;4
2020-03-05 07:15:00;27;181;188;104;92;7;7
2020-03-05 07:30:00;14;155;176;92;114;5;5
2020-03-05 07:45:00;87;177;139;109;117;5;5
2020-03-05 08:00:00;8;142;160;123;112;6;6
2020-03-05 08:15:00;13;124;125;92;89;3;2
2020-03-05 08:30:00;16;120;132;97;93;3;4
2020-03-05 08:45:00;18;99;117;98;108;4;4
2020-03-05 09:00:00;5;111;103;99;74;4;4
2020-03-05 09:15:00;9;87;109;93;94;2;2
2020-03-05 09:30:00;10;104;111;100;93;5;5
2020-03-05 09:45:00;15;115;91;109;100;3;3
2020-03-05 10:00:00;1;102;96;100;96;3;3
2020-03-05 10:15:00;14;103;101;100;100;3;3
2020-03-05 10:30:00;7;103;106;100;112;4;4
2020-03-05 10:45:00;40;106;95;123;115;4;4
2020-03-05 11:00:00;12;100;105;118;117;4;4
2020-03-05 11:15:00;11;105;90;101;108;3;3
2020-03-05 11:30:00;35;93;96;128;129;7;7
2020-03-05 11:45:00;11;101;49;101;123;3;3
2020-03-05 12:00:00;26;110;91;118;119;3;3
2020-03-05 12:15:00;7;121;98;118;138;3;3
2020-03-05 12:30:00;5;99;89;103;121;3;2
2020-03-05 12:45:00;6;118;109;100;128;5;6
2020-03-05 13:00:00;22;124;111;108;106;2;2
2020-03-05 13:15:00;22;121;121;124;131;8;8
2020-03-05 13:30:00;18;110;119;102;112;7;6
2020-03-05 13:45:00;30;103;101;118;115;3;3
2020-03-05 14:00:00;0;13;14;9;12;0;0
2020-03-05 14:15:00;33;92;92;111;126;3;2
2020-03-05 14:30:00;16;98;98;135;155;4;5
2020-03-05 14:45:00;20;123;113;133;163;3;3
2020-03-05 15:00:00;2;112;109;118;150;4;4
2020-03-05 15:15:00;23;95;105;151;148;3;3
2020-03-05 15:30:00;5;106;102;129;167;5;5
2020-03-05 15:45:00;32;119;118;145;177;4;4
2020-03-05 16:00:00;21;133;119;154;177;2;2
2020-03-05 16:15:00;9;122;108;153;176;4;3
2020-03-05 16:30:00;10;136;109;171;206;3;4
2020-03-05 16:45:00;33;105;103;161;218;6;6
2020-03-05 17:00:00;11;130;116;171;183;4;4
2020-03-05 17:15:00;6;131;120;168;209;3;3
2020-03-05 17:30:00;3;128;112;142;182;4;5
2020-03-05 17:45:00;10;119;96;149;196;4;4
2020-03-05 18:00:00;21;138;125;144;173;3;3
2020-03-05 18:15:00;3;123;100;138;132;4;4
2020-03-05 18:30:00;2;112;107;107;112;5;5
2020-03-05 18:45:00;4;91;96;121;121;3;3
2020-03-05 19:00:00;7;86;97;117;114;2;2
2020-03-05 19:15:00;10;79;81;87;107;5;5
2020-03-05 19:30:00;5;66;67;83;75;3;3
2020-03-05 19:45:00;4;72;67;73;74;3;3
2020-03-05 20:00:00;10;63;61;75;71;3;3
2020-03-05 20:15:00;1;48;54;86;63;2;2
2020-03-05 20:30:00;2;53;44;62;50;3;3
2020-03-05 20:45:00;0;48;61;61;49;1;1
2020-03-05 21:00:00;3;65;67;70;53;3;3
2020-03-05 21:15:00;1;57;53;65;38;1;1
2020-03-05 21:30:00;6;40;53;64;48;1;1
2020-03-05 21:45:00;0;29;23;78;53;1;1
2020-03-05 22:00:00;6;35;34;80;66;2;2
2020-03-05 22:15:00;0;27;24;74;83;2;2
2020-03-05 22:30:00;0;28;17;39;44;2;2
2020-03-05 22:45:00;0;25;16;40;34;1;1
2020-03-05 23:00:00;0;15;17;34;24;2;2
2020-03-05 23:15:00;0;24;14;37;13;1;1
2020-03-05 23:30:00;2;19;17;27;10;1;1
2020-03-05 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
