DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1)
2020-03-13 00:00:00;5;0;0;2;2
2020-03-13 00:15:00;3;2;3;8;3
2020-03-13 00:30:00;3;1;0;7;2
2020-03-13 00:45:00;1;0;0;2;0
2020-03-13 01:00:00;1;0;0;2;1
2020-03-13 01:15:00;3;1;0;2;0
2020-03-13 01:30:00;2;0;2;0;1
2020-03-13 01:45:00;1;0;0;0;1
2020-03-13 02:00:00;0;0;1;3;1
2020-03-13 02:15:00;1;0;0;0;1
2020-03-13 02:30:00;0;0;0;0;0
2020-03-13 02:45:00;3;0;0;0;2
2020-03-13 03:00:00;0;0;1;2;1
2020-03-13 03:15:00;2;0;0;1;1
2020-03-13 03:30:00;1;0;0;1;0
2020-03-13 03:45:00;2;0;0;0;0
2020-03-13 04:00:00;2;0;0;0;0
2020-03-13 04:15:00;2;0;1;0;0
2020-03-13 04:30:00;1;1;0;2;0
2020-03-13 04:45:00;1;0;1;1;2
2020-03-13 05:00:00;5;0;2;1;5
2020-03-13 05:15:00;3;0;1;6;5
2020-03-13 05:30:00;8;1;0;5;13
2020-03-13 05:45:00;12;0;3;10;16
2020-03-13 06:00:00;13;5;1;11;17
2020-03-13 06:15:00;39;3;6;20;34
2020-03-13 06:30:00;21;4;6;15;38
2020-03-13 06:45:00;55;8;9;27;44
2020-03-13 07:00:00;40;7;7;13;58
2020-03-13 07:15:00;42;12;11;26;87
2020-03-13 07:30:00;71;14;19;41;140
2020-03-13 07:45:00;89;19;22;43;99
2020-03-13 08:00:00;59;14;18;34;58
2020-03-13 08:15:00;38;14;14;38;79
2020-03-13 08:30:00;51;14;14;31;61
2020-03-13 08:45:00;43;23;17;33;51
2020-03-13 09:00:00;33;11;70;32;40
2020-03-13 09:15:00;43;16;11;37;70
2020-03-13 09:30:00;41;7;18;28;55
2020-03-13 09:45:00;41;14;23;31;67
2020-03-13 10:00:00;44;16;14;30;55
2020-03-13 10:15:00;43;9;20;34;61
2020-03-13 10:30:00;42;10;13;32;55
2020-03-13 10:45:00;46;21;25;37;56
2020-03-13 11:00:00;47;17;17;38;67
2020-03-13 11:15:00;60;11;20;37;67
2020-03-13 11:30:00;52;12;20;32;69
2020-03-13 11:45:00;46;14;10;30;70
2020-03-13 12:00:00;48;8;24;32;54
2020-03-13 12:15:00;46;8;17;29;78
2020-03-13 12:30:00;49;12;18;36;79
2020-03-13 12:45:00;42;9;22;26;78
2020-03-13 13:00:00;49;5;22;33;72
2020-03-13 13:15:00;51;8;18;45;48
2020-03-13 13:30:00;55;7;20;38;78
2020-03-13 13:45:00;57;5;21;56;69
2020-03-13 14:00:00;49;7;14;34;65
2020-03-13 14:15:00;54;7;14;31;51
2020-03-13 14:30:00;42;8;11;17;51
2020-03-13 14:45:00;17;11;13;23;57
2020-03-13 15:00:00;61;7;19;33;70
2020-03-13 15:15:00;66;13;15;26;76
2020-03-13 15:30:00;52;11;24;31;73
2020-03-13 15:45:00;58;12;24;46;91
2020-03-13 16:00:00;47;12;18;24;78
2020-03-13 16:15:00;47;4;19;25;85
2020-03-13 16:30:00;46;9;23;30;76
2020-03-13 16:45:00;43;10;18;35;86
2020-03-13 17:00:00;40;12;19;31;59
2020-03-13 17:15:00;60;10;17;29;78
2020-03-13 17:30:00;54;7;21;36;65
2020-03-13 17:45:00;42;7;18;33;64
2020-03-13 18:00:00;33;9;20;28;84
2020-03-13 18:15:00;37;9;20;25;77
2020-03-13 18:30:00;48;6;15;22;59
2020-03-13 18:45:00;43;5;13;20;50
2020-03-13 19:00:00;31;11;14;21;43
2020-03-13 19:15:00;31;4;8;16;59
2020-03-13 19:30:00;28;8;10;26;47
2020-03-13 19:45:00;16;3;9;20;31
2020-03-13 20:00:00;29;7;9;13;33
2020-03-13 20:15:00;22;4;9;11;40
2020-03-13 20:30:00;26;6;5;21;30
2020-03-13 20:45:00;18;4;5;12;27
2020-03-13 21:00:00;19;5;5;11;29
2020-03-13 21:15:00;16;3;5;13;17
2020-03-13 21:30:00;16;1;2;8;23
2020-03-13 21:45:00;26;2;3;7;21
2020-03-13 22:00:00;17;3;6;12;30
2020-03-13 22:15:00;19;3;4;17;19
2020-03-13 22:30:00;14;0;5;8;14
2020-03-13 22:45:00;8;1;9;10;18
2020-03-13 23:00:00;9;3;5;18;13
2020-03-13 23:15:00;12;1;2;9;10
2020-03-13 23:30:00;12;2;7;15;15
2020-03-13 23:45:00;5;0;2;6;11
