2020-09-23 00:00:00;6;1;0;256;3
2020-09-23 00:15:00;4;2;2;254;2
2020-09-23 00:30:00;1;1;1;562;2
2020-09-23 00:45:00;1;0;0;271;0
2020-09-23 01:00:00;0;0;0;62;0
2020-09-23 01:15:00;2;1;0;274;1
2020-09-23 01:30:00;1;0;0;315;0
2020-09-23 01:45:00;0;0;0;558;0
2020-09-23 02:00:00;0;0;1;254;3
2020-09-23 02:15:00;0;0;0;306;0
2020-09-23 02:30:00;1;0;0;255;1
2020-09-23 02:45:00;0;0;0;297;0
2020-09-23 03:00:00;0;0;0;576;1
2020-09-23 03:15:00;1;0;1;275;0
2020-09-23 03:30:00;1;0;0;299;1
2020-09-23 03:45:00;0;0;0;297;0
2020-09-23 04:00:00;1;1;0;5;0
2020-09-23 04:15:00;2;0;0;254;0
2020-09-23 04:30:00;2;0;0;3;3
2020-09-23 04:45:00;0;0;0;1;4
2020-09-23 05:00:00;2;0;1;1;2
2020-09-23 05:15:00;4;0;1;255;10
2020-09-23 05:30:00;11;1;2;8;17
2020-09-23 05:45:00;16;1;2;15;17
2020-09-23 06:00:00;20;3;2;8;12
2020-09-23 06:15:00;35;5;6;24;29
2020-09-23 06:30:00;43;2;5;20;34
2020-09-23 06:45:00;49;3;6;25;57
2020-09-23 07:00:00;38;7;6;17;74
2020-09-23 07:15:00;41;8;8;32;117
2020-09-23 07:30:00;65;20;19;56;156
2020-09-23 07:45:00;71;23;29;58;121
2020-09-23 08:00:00;76;28;9;50;67
2020-09-23 08:15:00;61;15;21;33;69
2020-09-23 08:30:00;50;17;13;30;80
2020-09-23 08:45:00;53;16;23;32;48
2020-09-23 09:00:00;41;23;13;28;56
2020-09-23 09:15:00;33;14;15;32;50
2020-09-23 09:30:00;41;27;15;35;37
2020-09-23 09:45:00;47;23;14;30;70
2020-09-23 10:00:00;42;11;13;35;63
2020-09-23 10:15:00;38;25;16;268;57
2020-09-23 10:30:00;47;14;13;19;77
2020-09-23 10:45:00;46;25;19;53;73
2020-09-23 11:00:00;53;11;18;255;56
2020-09-23 11:15:00;37;20;18;26;68
2020-09-23 11:30:00;46;20;22;36;55
2020-09-23 11:45:00;42;18;21;45;83
2020-09-23 12:00:00;41;19;18;22;58
2020-09-23 12:15:00;48;16;17;26;82
2020-09-23 12:30:00;41;11;27;41;74
2020-09-23 12:45:00;55;7;23;60;100
2020-09-23 13:00:00;62;4;17;34;63
2020-09-23 13:15:00;64;8;15;38;75
2020-09-23 13:30:00;38;6;22;30;59
2020-09-23 13:45:00;48;8;24;29;59
2020-09-23 14:00:00;58;9;15;47;43
2020-09-23 14:15:00;45;8;21;44;61
2020-09-23 14:30:00;51;10;19;34;59
2020-09-23 14:45:00;59;9;16;32;80
2020-09-23 15:00:00;50;8;26;39;72
2020-09-23 15:15:00;53;8;16;25;79
2020-09-23 15:30:00;64;12;10;37;79
2020-09-23 15:45:00;57;13;23;49;91
2020-09-23 16:00:00;51;10;24;34;120
2020-09-23 16:15:00;65;8;23;43;74
2020-09-23 16:30:00;58;5;14;21;94
2020-09-23 16:45:00;61;11;17;32;90
2020-09-23 17:00:00;69;8;31;34;99
2020-09-23 17:15:00;80;4;17;27;86
2020-09-23 17:30:00;60;6;16;31;73
2020-09-23 17:45:00;44;8;17;25;87
2020-09-23 18:00:00;40;7;24;28;96
2020-09-23 18:15:00;36;9;17;30;69
2020-09-23 18:30:00;51;9;14;20;58
2020-09-23 18:45:00;33;14;8;23;61
2020-09-23 19:00:00;30;9;10;19;54
2020-09-23 19:15:00;35;4;8;9;51
2020-09-23 19:30:00;29;5;7;18;36
2020-09-23 19:45:00;34;5;10;14;46
2020-09-23 20:00:00;30;6;8;16;29
2020-09-23 20:15:00;24;2;5;12;41
2020-09-23 20:30:00;20;6;7;14;31
2020-09-23 20:45:00;18;3;5;11;25
2020-09-23 21:00:00;23;7;4;15;28
2020-09-23 21:15:00;21;0;5;12;24
2020-09-23 21:30:00;30;3;10;13;16
2020-09-23 21:45:00;32;0;12;22;17
2020-09-23 22:00:00;23;6;7;11;21
2020-09-23 22:15:00;19;3;4;8;14
2020-09-23 22:30:00;11;2;4;9;6
2020-09-23 22:45:00;7;0;2;538;8
2020-09-23 23:00:00;9;2;3;8;5
2020-09-23 23:15:00;8;2;1;525;11
2020-09-23 23:30:00;5;0;1;264;4
2020-09-23 23:45:00;4;0;2;553;3
