DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DC4);9(DD1);10(DD2);11(DRES1);12(DRES2);13(DRES3);14(DRES4);15(TARDB);16(TAFGA);17(TAFBA);18(TAFBB);19(TAFBD)
2020-05-07 00:00:00;12;15;7;0;3;7;3;7;0;0;0;0;0;0;0;0;0;0;0
2020-05-07 00:15:00;8;7;3;0;5;5;1;3;0;0;0;0;0;0;0;0;0;0;0
2020-05-07 00:30:00;12;13;5;0;11;10;4;5;0;0;0;0;0;0;0;0;0;0;0
2020-05-07 00:45:00;3;6;3;0;7;6;0;2;0;0;0;0;0;0;0;0;0;0;0
2020-05-07 01:00:00;9;6;4;1;2;5;1;3;0;0;0;0;0;0;0;0;0;0;0
2020-05-07 01:15:00;3;5;4;0;3;3;4;4;0;0;0;0;0;0;0;0;0;0;0
2020-05-07 01:30:00;1;5;2;0;7;7;2;3;0;0;0;0;0;0;0;0;0;0;0
2020-05-07 01:45:00;4;7;3;0;4;6;1;3;0;0;0;0;0;0;0;0;0;0;0
2020-05-07 02:00:00;8;4;1;0;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-07 02:15:00;1;2;4;1;5;9;1;4;0;0;0;0;0;0;0;0;0;0;0
2020-05-07 02:30:00;3;3;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-07 02:45:00;3;1;1;0;5;4;0;1;0;0;0;0;0;0;0;0;0;0;0
2020-05-07 03:00:00;3;3;3;0;6;5;2;2;0;0;0;0;0;0;0;0;0;0;0
2020-05-07 03:15:00;3;4;3;1;4;3;2;3;0;0;0;0;0;0;0;0;0;0;0
2020-05-07 03:30:00;6;7;2;0;3;2;1;1;0;0;0;0;0;0;0;0;0;0;0
2020-05-07 03:45:00;5;6;5;0;7;7;1;3;0;0;0;0;0;0;0;0;0;0;0
2020-05-07 04:00:00;8;7;5;0;6;8;1;5;0;0;0;0;0;0;0;0;0;0;0
2020-05-07 04:15:00;6;8;5;0;13;11;2;3;0;0;0;0;0;0;0;0;0;0;0
2020-05-07 04:30:00;19;16;6;0;9;7;4;5;0;0;0;0;0;0;0;0;0;0;0
2020-05-07 04:45:00;14;11;7;3;17;18;2;8;0;0;0;0;0;0;0;0;0;0;0
2020-05-07 05:00:00;33;29;21;5;32;35;9;23;0;0;0;0;0;0;0;0;0;0;0
2020-05-07 05:15:00;40;41;28;6;41;38;11;26;0;0;0;0;0;0;0;0;0;0;0
2020-05-07 05:30:00;48;62;38;14;58;50;16;42;0;0;0;0;0;0;1;0;0;1;0
2020-05-07 05:45:00;46;59;34;9;30;26;17;29;0;0;0;0;0;0;0;0;0;0;0
2020-05-07 06:00:00;49;63;37;10;44;31;18;29;0;0;0;0;0;0;0;0;0;0;0
2020-05-07 06:15:00;71;78;56;8;66;56;20;48;0;0;0;0;0;0;4;0;0;0;0
2020-05-07 06:30:00;63;94;59;15;53;50;25;58;2;0;0;0;0;0;0;0;0;0;0
2020-05-07 06:45:00;78;95;54;17;53;58;29;49;0;0;0;0;0;0;1;2;3;0;0
2020-05-07 07:00:00;89;126;74;17;57;56;41;79;1;0;0;0;0;0;0;1;4;0;0
2020-05-07 07:15:00;88;126;72;17;58;66;46;81;9;0;0;0;0;0;0;4;0;0;0
2020-05-07 07:30:00;91;133;77;17;73;60;40;69;8;0;0;0;0;0;0;6;2;0;0
2020-05-07 07:45:00;90;123;91;17;75;70;51;74;10;0;0;0;0;0;0;4;1;0;0
2020-05-07 08:00:00;82;100;61;14;60;68;33;60;11;0;0;0;0;0;0;5;0;0;0
2020-05-07 08:15:00;78;98;56;13;70;69;33;52;10;0;0;0;0;0;0;7;0;0;0
2020-05-07 08:30:00;81;113;84;16;93;102;38;82;22;0;0;0;0;0;0;9;0;0;0
2020-05-07 08:45:00;100;126;74;14;82;75;48;76;11;0;0;0;0;0;0;7;0;0;0
2020-05-07 09:00:00;86;102;76;10;71;77;41;69;14;0;0;0;0;0;0;6;0;0;0
2020-05-07 09:15:00;78;94;62;17;92;99;44;59;17;0;0;0;0;0;0;6;0;0;0
2020-05-07 09:30:00;88;117;72;31;85;101;54;80;17;0;0;0;0;0;0;12;0;0;0
2020-05-07 09:45:00;88;95;83;11;114;105;39;76;22;0;0;0;0;0;0;9;1;0;0
2020-05-07 10:00:00;96;112;76;17;95;106;45;68;24;0;0;0;0;0;0;9;0;0;0
2020-05-07 10:15:00;87;94;75;15;97;101;46;68;14;0;0;0;0;0;0;6;2;0;0
2020-05-07 10:30:00;97;107;67;17;101;89;44;67;18;0;0;0;0;0;0;6;1;0;0
2020-05-07 10:45:00;105;118;75;10;100;108;41;57;10;0;0;0;0;0;1;5;2;0;0
2020-05-07 11:00:00;102;103;79;16;98;84;43;68;33;0;0;0;0;0;0;11;5;1;0
2020-05-07 11:15:00;95;107;71;12;102;114;50;52;18;0;0;0;0;0;0;9;9;0;4
2020-05-07 11:30:00;82;110;83;19;88;127;43;73;25;0;0;0;0;0;0;13;0;0;2
2020-05-07 11:45:00;87;99;61;13;132;120;43;63;25;0;0;0;0;0;0;9;0;0;0
2020-05-07 12:00:00;79;97;75;20;91;110;36;70;24;0;0;0;0;0;0;10;7;0;0
2020-05-07 12:15:00;76;99;71;20;107;134;36;73;27;0;0;0;0;0;0;9;9;0;24
