DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DC4);9(DC5);10(DD1);11(TAFGAC)
2020-01-06 00:00:00;7;13;1;0;21;10;0;18;11;0;0
2020-01-06 00:15:00;15;18;2;0;16;10;0;15;10;0;0
2020-01-06 00:30:00;11;12;1;0;16;14;2;17;15;0;0
2020-01-06 00:45:00;4;7;1;0;15;10;0;13;10;0;0
2020-01-06 01:00:00;9;13;0;0;11;4;0;11;6;0;0
2020-01-06 01:15:00;7;4;0;0;7;14;0;8;13;0;0
2020-01-06 01:30:00;5;5;1;0;8;5;1;8;3;0;0
2020-01-06 01:45:00;4;4;0;0;6;6;1;6;5;0;0
2020-01-06 02:00:00;5;5;0;0;8;6;0;7;7;0;0
2020-01-06 02:15:00;6;6;1;0;6;9;0;5;9;0;0
2020-01-06 02:30:00;5;6;0;0;8;6;0;6;6;0;0
2020-01-06 02:45:00;2;2;0;0;3;7;0;3;8;0;0
2020-01-06 03:00:00;5;7;0;0;13;4;0;11;6;0;0
2020-01-06 03:15:00;3;4;0;0;7;6;0;7;4;0;0
2020-01-06 03:30:00;4;4;0;0;7;1;0;7;3;0;0
2020-01-06 03:45:00;3;3;1;0;3;3;0;3;2;0;0
2020-01-06 04:00:00;3;2;0;0;6;2;0;6;3;0;0
2020-01-06 04:15:00;1;2;1;0;6;6;0;6;4;0;0
2020-01-06 04:30:00;4;3;0;0;10;3;0;9;5;0;0
2020-01-06 04:45:00;1;2;0;0;7;7;0;7;8;0;0
2020-01-06 05:00:00;11;14;0;0;12;10;0;10;12;0;0
2020-01-06 05:15:00;6;5;1;0;10;7;1;10;8;0;0
2020-01-06 05:30:00;7;8;2;0;5;6;0;4;9;0;0
2020-01-06 05:45:00;9;10;0;0;2;6;1;3;7;0;0
2020-01-06 06:00:00;13;11;1;5;10;8;0;10;8;0;0
2020-01-06 06:15:00;9;14;2;1;5;5;0;5;5;0;0
2020-01-06 06:30:00;7;12;0;1;10;5;0;8;6;0;0
2020-01-06 06:45:00;10;12;2;1;10;7;0;10;7;0;0
2020-01-06 07:00:00;6;14;0;0;5;5;0;6;5;0;0
2020-01-06 07:15:00;6;13;0;1;7;3;0;7;3;0;0
2020-01-06 07:30:00;4;10;1;0;10;3;0;10;6;0;0
2020-01-06 07:45:00;12;14;1;1;25;8;2;24;6;0;0
2020-01-06 08:00:00;18;13;0;0;16;8;0;18;9;0;0
2020-01-06 08:15:00;14;17;0;0;21;8;0;18;10;0;0
2020-01-06 08:30:00;27;20;0;1;22;10;1;20;7;0;0
2020-01-06 08:45:00;22;22;1;2;19;8;0;15;9;0;0
2020-01-06 09:00:00;25;25;1;0;17;17;0;16;17;1;0
2020-01-06 09:15:00;28;22;1;0;25;14;1;27;12;0;2
2020-01-06 09:30:00;28;37;4;0;40;24;3;47;22;2;0
2020-01-06 09:45:00;35;37;3;0;36;28;1;33;30;2;4
2020-01-06 10:00:00;27;44;2;0;35;19;1;36;25;0;0
2020-01-06 10:15:00;25;34;3;1;44;21;1;38;21;0;9
2020-01-06 10:30:00;42;35;2;1;38;26;1;41;26;0;3
2020-01-06 10:45:00;38;33;1;0;52;26;0;48;26;0;0
2020-01-06 11:00:00;59;46;2;0;45;29;4;45;32;3;0
2020-01-06 11:15:00;45;55;5;2;49;31;0;53;32;0;0
2020-01-06 11:30:00;41;41;5;3;50;39;2;50;36;0;0
2020-01-06 11:45:00;59;54;4;1;48;32;3;50;37;0;3
2020-01-06 12:00:00;52;49;3;1;40;36;1;40;35;1;1
2020-01-06 12:15:00;54;60;4;4;69;42;6;65;44;1;5
2020-01-06 12:30:00;40;56;3;4;69;36;2;61;41;0;6
2020-01-06 12:45:00;44;66;4;3;54;61;4;54;61;1;6
2020-01-06 13:00:00;57;59;5;3;72;52;4;62;53;3;1
2020-01-06 13:15:00;58;54;5;1;69;58;3;68;53;2;6
2020-01-06 13:30:00;58;57;3;2;75;51;1;78;47;0;0
2020-01-06 13:45:00;56;68;8;2;70;63;2;70;62;2;6
2020-01-06 14:00:00;65;75;8;2;64;70;2;68;69;2;3
2020-01-06 14:15:00;57;59;6;0;75;71;1;74;70;0;0
2020-01-06 14:30:00;50;59;13;0;94;82;4;101;74;2;6
2020-01-06 14:45:00;59;71;10;1;87;70;5;86;67;2;11
2020-01-06 15:00:00;66;71;4;0;92;83;4;92;79;4;4
2020-01-06 15:15:00;61;77;5;0;61;56;0;63;54;2;2
2020-01-06 15:30:00;70;59;7;0;72;68;2;71;62;1;3
2020-01-06 15:45:00;60;74;8;0;76;58;3;73;64;0;0
2020-01-06 16:00:00;62;65;2;3;75;71;4;71;69;0;1
2020-01-06 16:15:00;65;73;7;0;77;79;3;78;79;3;0
2020-01-06 16:30:00;73;83;4;0;75;79;6;76;84;2;24
2020-01-06 16:45:00;95;90;4;2;84;76;4;81;75;2;1
2020-01-06 17:00:00;74;90;5;4;80;79;3;87;86;1;0
2020-01-06 17:15:00;64;72;5;2;84;69;3;79;71;0;1
2020-01-06 17:30:00;54;64;6;1;87;89;5;84;86;1;1
2020-01-06 17:45:00;52;60;8;2;74;72;0;76;74;0;0
2020-01-06 18:00:00;69;79;3;4;96;89;0;82;92;0;0
2020-01-06 18:15:00;57;54;5;0;80;58;2;73;63;1;0
2020-01-06 18:30:00;71;65;2;2;87;84;2;82;86;0;0
2020-01-06 18:45:00;50;56;3;1;67;63;1;64;59;0;0
2020-01-06 19:00:00;53;70;3;2;69;69;1;70;68;0;0
2020-01-06 19:15:00;44;48;1;4;62;58;2;59;58;0;0
2020-01-06 19:30:00;49;57;1;0;69;55;2;68;58;1;0
2020-01-06 19:45:00;31;32;2;3;59;63;3;63;59;0;0
2020-01-06 20:00:00;25;37;2;1;74;60;0;67;67;0;0
2020-01-06 20:15:00;54;35;4;1;55;48;2;54;48;0;0
2020-01-06 20:30:00;47;64;3;2;59;49;0;53;52;0;0
2020-01-06 20:45:00;38;32;3;1;50;48;3;58;43;0;3
2020-01-06 21:00:00;27;37;1;2;62;43;0;57;45;0;0
2020-01-06 21:15:00;33;32;3;0;44;35;0;42;37;0;0
2020-01-06 21:30:00;32;23;3;1;47;39;3;45;36;0;0
2020-01-06 21:45:00;22;19;2;2;45;31;2;44;35;0;0
2020-01-06 22:00:00;19;18;3;1;47;35;2;46;36;0;0
2020-01-06 22:15:00;18;14;0;0;30;19;0;29;19;0;0
2020-01-06 22:30:00;21;19;0;0;30;20;1;30;20;0;0
2020-01-06 22:45:00;18;18;2;2;13;14;0;13;17;1;0
2020-01-06 23:00:00;13;21;2;1;25;22;0;28;20;0;0
2020-01-06 23:15:00;10;16;2;0;23;8;0;23;9;0;0
2020-01-06 23:30:00;9;8;3;0;32;7;0;29;12;0;0
2020-01-06 23:45:00;6;5;0;0;18;12;1;17;13;0;0
