DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(TAA);6(TAFBA)
2020-04-13 00:00:00;4;3;11;9;0;0
2020-04-13 00:15:00;5;3;4;5;0;0
2020-04-13 00:30:00;8;5;4;3;0;0
2020-04-13 00:45:00;5;2;3;1;0;0
2020-04-13 01:00:00;6;4;3;2;0;0
2020-04-13 01:15:00;3;2;2;0;0;0
2020-04-13 01:30:00;3;2;2;1;0;0
2020-04-13 01:45:00;2;1;0;0;0;0
2020-04-13 02:00:00;3;1;0;1;0;0
2020-04-13 02:15:00;2;3;1;3;0;0
2020-04-13 02:30:00;5;2;0;0;0;0
2020-04-13 02:45:00;2;2;2;3;0;0
2020-04-13 03:00:00;0;2;4;4;0;0
2020-04-13 03:15:00;1;0;5;1;0;0
2020-04-13 03:30:00;3;1;0;0;0;0
2020-04-13 03:45:00;3;2;2;2;0;0
2020-04-13 04:00:00;0;0;0;0;0;0
2020-04-13 04:15:00;5;2;2;1;0;0
2020-04-13 04:30:00;1;0;3;2;0;0
2020-04-13 04:45:00;2;2;1;0;0;0
2020-04-13 05:00:00;5;2;8;8;0;0
2020-04-13 05:15:00;5;7;1;3;0;0
2020-04-13 05:30:00;5;2;10;14;0;0
2020-04-13 05:45:00;2;4;11;4;0;0
2020-04-13 06:00:00;14;8;6;8;0;0
2020-04-13 06:15:00;8;1;9;4;0;0
2020-04-13 06:30:00;10;7;11;4;0;0
2020-04-13 06:45:00;6;3;4;5;0;0
2020-04-13 07:00:00;6;8;6;3;0;0
2020-04-13 07:15:00;8;7;4;3;0;0
2020-04-13 07:30:00;8;2;5;2;0;0
2020-04-13 07:45:00;9;4;6;4;0;0
2020-04-13 08:00:00;14;7;7;3;0;0
2020-04-13 08:15:00;9;5;4;3;0;0
2020-04-13 08:30:00;8;4;10;4;2;0
2020-04-13 08:45:00;12;4;17;7;0;0
2020-04-13 09:00:00;9;6;7;3;0;0
2020-04-13 09:15:00;17;9;11;6;0;0
2020-04-13 09:30:00;15;6;9;5;0;0
2020-04-13 09:45:00;16;8;19;9;1;0
2020-04-13 10:00:00;22;11;19;10;0;0
2020-04-13 10:15:00;26;16;17;12;7;0
2020-04-13 10:30:00;27;16;25;11;0;0
2020-04-13 10:45:00;22;28;30;10;0;0
2020-04-13 11:00:00;19;25;31;11;0;0
2020-04-13 11:15:00;27;24;29;13;6;0
2020-04-13 11:30:00;22;21;20;23;8;0
2020-04-13 11:45:00;37;25;23;7;4;0
2020-04-13 12:00:00;35;23;22;14;0;0
2020-04-13 12:15:00;24;25;35;19;0;0
2020-04-13 12:30:00;40;30;23;27;2;2
2020-04-13 12:45:00;26;20;36;16;1;3
2020-04-13 13:00:00;31;26;32;15;0;0
2020-04-13 13:15:00;31;21;28;28;1;0
2020-04-13 13:30:00;28;20;33;25;5;0
2020-04-13 13:45:00;31;29;35;16;3;0
2020-04-13 14:00:00;43;35;33;13;2;0
2020-04-13 14:15:00;23;24;29;20;9;0
2020-04-13 14:30:00;34;28;37;14;0;0
2020-04-13 14:45:00;26;27;32;17;0;0
2020-04-13 15:00:00;40;27;38;19;12;0
2020-04-13 15:15:00;39;24;22;6;6;0
2020-04-13 15:30:00;28;19;32;21;31;0
2020-04-13 15:45:00;45;31;46;18;0;0
2020-04-13 16:00:00;38;29;30;26;8;0
2020-04-13 16:15:00;22;22;37;18;12;1
2020-04-13 16:30:00;28;17;39;18;3;1
2020-04-13 16:45:00;40;20;47;23;0;0
2020-04-13 17:00:00;43;33;38;20;1;0
2020-04-13 17:15:00;37;28;46;30;1;0
2020-04-13 17:30:00;38;20;39;24;0;0
2020-04-13 17:45:00;38;22;39;22;2;3
2020-04-13 18:00:00;46;21;33;23;4;0
2020-04-13 18:15:00;36;17;34;25;4;0
2020-04-13 18:30:00;32;18;34;28;0;0
2020-04-13 18:45:00;37;34;36;14;4;0
2020-04-13 19:00:00;32;16;29;21;0;0
2020-04-13 19:15:00;31;13;29;13;0;0
2020-04-13 19:30:00;26;16;33;23;0;0
2020-04-13 19:45:00;30;19;31;19;1;0
2020-04-13 20:00:00;35;15;28;27;0;0
2020-04-13 20:15:00;15;15;24;19;0;0
2020-04-13 20:30:00;18;13;20;22;0;0
2020-04-13 20:45:00;13;10;17;20;0;0
2020-04-13 21:00:00;13;9;23;20;0;0
2020-04-13 21:15:00;23;19;30;17;0;0
2020-04-13 21:30:00;21;10;24;16;0;0
2020-04-13 21:45:00;17;12;18;7;0;0
2020-04-13 22:00:00;20;10;16;11;0;0
2020-04-13 22:15:00;14;6;12;5;0;0
2020-04-13 22:30:00;16;11;12;4;0;0
2020-04-13 22:45:00;7;5;4;9;0;0
2020-04-13 23:00:00;9;7;15;5;0;0
2020-04-13 23:15:00;6;2;2;3;0;0
2020-04-13 23:30:00;8;4;11;6;0;0
2020-04-13 23:45:00;3;3;6;5;0;0
