DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DE1);9(DE2);10(DE3);11(DF1);12(DG1)
2020-07-27 00:00:00;16;4;2;2;7;9;14;11;15;1;1;0
2020-07-27 00:15:00;17;10;3;4;0;0;18;14;13;1;0;1
2020-07-27 00:30:00;15;8;0;2;0;0;15;11;8;0;0;1
2020-07-27 00:45:00;10;6;2;5;0;0;9;11;10;0;0;0
2020-07-27 01:00:00;10;6;1;2;0;0;10;6;11;0;0;0
2020-07-27 01:15:00;4;1;0;1;0;0;4;1;4;0;0;0
2020-07-27 01:30:00;6;5;0;0;0;0;7;6;6;1;0;0
2020-07-27 01:45:00;12;5;2;0;0;0;12;13;12;2;0;0
2020-07-27 02:00:00;6;2;0;1;0;0;6;2;3;0;0;0
2020-07-27 02:15:00;12;6;0;1;0;0;12;6;5;1;0;0
2020-07-27 02:30:00;5;4;0;0;0;0;6;2;5;1;0;0
2020-07-27 02:45:00;11;3;1;1;0;0;10;4;2;0;0;1
2020-07-27 03:00:00;10;2;0;0;0;0;10;7;5;0;0;0
2020-07-27 03:15:00;6;5;0;1;0;0;7;6;5;0;0;1
2020-07-27 03:30:00;13;5;2;1;0;0;13;10;9;1;0;0
2020-07-27 03:45:00;6;4;0;1;0;0;7;6;6;2;0;0
2020-07-27 04:00:00;12;6;1;4;0;0;14;6;8;1;1;2
2020-07-27 04:15:00;22;11;2;0;0;0;23;7;4;0;0;1
2020-07-27 04:30:00;21;10;1;1;0;0;18;13;11;0;0;2
2020-07-27 04:45:00;25;6;2;1;0;0;23;25;21;0;0;1
2020-07-27 05:00:00;47;17;3;3;0;0;46;41;35;1;0;3
2020-07-27 05:15:00;50;18;5;3;0;0;50;69;76;2;0;5
2020-07-27 05:30:00;71;19;5;8;0;0;73;92;112;0;1;9
2020-07-27 05:45:00;91;18;6;7;0;0;84;73;88;0;0;1
2020-07-27 06:00:00;81;17;2;11;2;2;88;58;65;0;0;8
2020-07-27 06:15:00;109;22;6;7;33;38;114;83;112;0;0;16
2020-07-27 06:30:00;148;26;9;13;16;31;149;113;154;1;0;11
2020-07-27 06:45:00;149;40;15;15;62;82;159;90;145;0;1;15
2020-07-27 07:00:00;136;30;12;11;110;156;149;123;151;0;0;11
2020-07-27 07:15:00;158;30;15;12;0;0;170;123;184;1;1;14
2020-07-27 07:30:00;175;28;13;21;0;0;190;121;183;1;1;19
2020-07-27 07:45:00;176;35;15;19;9;7;196;115;140;3;1;16
2020-07-27 08:00:00;171;34;23;26;102;150;187;105;148;2;2;14
2020-07-27 08:15:00;156;28;18;29;108;141;160;89;118;3;1;9
2020-07-27 08:30:00;184;45;20;36;111;144;202;109;144;2;0;11
2020-07-27 08:45:00;192;33;21;35;89;123;190;96;140;3;1;17
2020-07-27 09:00:00;184;29;28;40;85;117;152;92;127;1;1;9
2020-07-27 09:15:00;181;32;23;40;84;124;188;85;116;3;2;6
2020-07-27 09:30:00;208;34;23;38;78;139;217;95;130;1;1;7
2020-07-27 09:45:00;198;44;30;52;74;129;226;82;124;3;2;9
2020-07-27 10:00:00;219;31;32;56;77;105;241;89;106;3;4;6
2020-07-27 10:15:00;232;24;25;50;96;149;239;109;142;2;2;9
2020-07-27 10:30:00;231;33;28;63;85;133;257;90;121;4;3;5
2020-07-27 10:45:00;236;30;24;38;87;135;261;87;128;4;1;7
2020-07-27 11:00:00;183;23;22;76;76;123;170;71;121;3;1;9
2020-07-27 11:15:00;219;27;40;78;76;119;233;95;136;2;4;7
2020-07-27 11:30:00;215;25;36;84;71;104;225;95;106;3;3;6
2020-07-27 11:45:00;231;29;43;68;68;112;251;99;116;1;2;8
2020-07-27 12:00:00;265;29;27;57;68;119;285;93;120;1;1;11
2020-07-27 12:15:00;230;39;29;54;80;130;246;89;133;1;2;14
2020-07-27 12:30:00;237;48;29;53;71;125;260;95;119;4;2;16
2020-07-27 12:45:00;223;37;38;74;72;118;240;91;117;2;1;10
2020-07-27 13:00:00;207;25;28;71;77;146;216;99;136;2;1;14
2020-07-27 13:15:00;239;29;23;53;98;142;249;118;142;1;5;16
2020-07-27 13:30:00;203;30;35;40;86;153;217;112;150;1;0;20
2020-07-27 13:45:00;224;43;37;49;80;168;241;108;155;3;2;6
2020-07-27 14:00:00;232;25;36;54;76;126;241;101;127;3;4;9
2020-07-27 14:15:00;270;35;22;46;85;130;279;97;133;1;2;16
2020-07-27 14:30:00;303;24;31;75;75;135;308;90;135;0;3;16
2020-07-27 14:45:00;267;34;42;69;90;142;283;113;141;1;2;8
2020-07-27 15:00:00;254;23;24;72;91;136;268;89;130;3;2;9
2020-07-27 15:15:00;271;30;29;58;81;124;287;90;124;2;4;13
2020-07-27 15:30:00;243;26;43;62;83;121;239;114;133;2;1;16
2020-07-27 15:45:00;237;28;29;57;55;84;240;84;115;2;2;23
2020-07-27 16:00:00;273;29;38;89;94;111;270;118;142;3;4;18
2020-07-27 16:15:00;244;27;37;91;67;114;242;104;128;2;1;23
