DATUM;1(TAA);3(DA1);4(DA2);5(DC1);6(DC2);7(DC3);8(DC4)
2020-01-21 00:00:00;0;6;4;6;5;0;0
2020-01-21 00:15:00;1;4;6;7;4;3;3
2020-01-21 00:30:00;0;7;1;12;9;0;0
2020-01-21 00:45:00;0;3;2;7;3;1;1
2020-01-21 01:00:00;0;4;1;8;4;0;0
2020-01-21 01:15:00;0;8;1;5;2;0;0
2020-01-21 01:30:00;0;5;15;4;3;0;0
2020-01-21 01:45:00;0;4;2;7;2;0;0
2020-01-21 02:00:00;0;3;0;4;3;0;0
2020-01-21 02:15:00;0;2;3;3;2;0;0
2020-01-21 02:30:00;0;2;5;1;1;0;0
2020-01-21 02:45:00;0;4;0;2;1;0;0
2020-01-21 03:00:00;0;2;2;6;5;0;0
2020-01-21 03:15:00;0;2;1;6;5;0;0
2020-01-21 03:30:00;0;3;4;4;4;0;0
2020-01-21 03:45:00;0;0;3;4;3;0;0
2020-01-21 04:00:00;0;8;4;7;4;0;0
2020-01-21 04:15:00;0;8;0;11;7;0;0
2020-01-21 04:30:00;0;17;4;15;5;0;0
2020-01-21 04:45:00;0;26;3;21;10;0;0
2020-01-21 05:00:00;0;63;48;30;15;0;0
2020-01-21 05:15:00;2;71;89;29;24;0;0
2020-01-21 05:30:00;0;66;71;45;32;1;1
2020-01-21 05:45:00;13;68;74;53;40;2;2
2020-01-21 06:00:00;5;69;70;71;80;5;5
2020-01-21 06:15:00;9;76;95;62;82;4;4
2020-01-21 06:30:00;10;120;146;64;73;7;7
2020-01-21 06:45:00;16;116;146;75;69;2;2
2020-01-21 07:00:00;9;149;155;55;68;7;6
2020-01-21 07:15:00;39;168;189;93;71;6;7
2020-01-21 07:30:00;17;176;154;84;98;4;4
2020-01-21 07:45:00;25;162;152;108;144;4;4
2020-01-21 08:00:00;11;134;137;105;109;8;7
2020-01-21 08:15:00;17;123;122;100;93;3;4
2020-01-21 08:30:00;10;107;127;108;102;4;4
2020-01-21 08:45:00;16;96;103;87;111;3;3
2020-01-21 09:00:00;2;98;98;102;80;3;3
2020-01-21 09:15:00;10;82;101;87;78;4;4
2020-01-21 09:30:00;8;100;89;96;93;5;5
2020-01-21 09:45:00;10;100;101;101;95;2;2
2020-01-21 10:00:00;2;94;106;101;107;4;3
2020-01-21 10:15:00;3;91;97;109;101;3;3
2020-01-21 10:30:00;2;105;72;116;131;4;5
2020-01-21 10:45:00;7;99;95;114;123;3;3
2020-01-21 11:00:00;6;90;83;100;91;4;4
2020-01-21 11:15:00;16;103;91;110;123;2;2
2020-01-21 11:30:00;5;93;107;102;117;7;7
2020-01-21 11:45:00;9;111;97;129;114;2;2
2020-01-21 12:00:00;11;83;83;116;102;4;4
2020-01-21 12:15:00;35;97;77;116;104;2;2
2020-01-21 12:30:00;7;81;87;97;108;6;4
2020-01-21 12:45:00;12;91;104;103;110;4;5
2020-01-21 13:00:00;38;100;97;119;112;3;3
2020-01-21 13:15:00;18;108;123;112;118;8;8
2020-01-21 13:30:00;101;112;111;105;128;6;6
2020-01-21 13:45:00;7;107;115;118;117;3;3
2020-01-21 14:00:00;29;95;87;110;115;4;4
2020-01-21 14:15:00;25;83;101;123;138;2;2
2020-01-21 14:30:00;11;114;82;126;142;6;5
2020-01-21 14:45:00;7;101;102;137;160;2;3
2020-01-21 15:00:00;12;109;92;118;145;3;3
2020-01-21 15:15:00;53;85;92;158;156;4;4
2020-01-21 15:30:00;6;113;104;150;163;4;4
2020-01-21 15:45:00;29;105;105;148;179;5;5
2020-01-21 16:00:00;4;20;18;24;14;0;0
2020-01-21 16:15:00;
2020-01-21 16:30:00;3;101;87;123;136;4;4
2020-01-21 16:45:00;28;105;76;156;162;6;6
2020-01-21 17:00:00;28;123;115;142;148;4;4
2020-01-21 17:15:00;28;115;100;185;176;3;2
2020-01-21 17:30:00;8;107;97;150;154;4;5
2020-01-21 17:45:00;35;109;105;155;171;4;4
2020-01-21 18:00:00;40;104;107;109;144;3;3
2020-01-21 18:15:00;13;124;120;137;125;4;4
2020-01-21 18:30:00;2;88;101;121;119;5;5
2020-01-21 18:45:00;16;78;71;122;123;3;3
2020-01-21 19:00:00;3;96;87;98;83;3;3
2020-01-21 19:15:00;2;73;73;92;77;3;3
2020-01-21 19:30:00;9;71;59;80;63;5;5
2020-01-21 19:45:00;2;67;63;75;54;2;2
2020-01-21 20:00:00;5;45;51;84;77;3;3
2020-01-21 20:15:00;1;54;57;83;73;2;2
2020-01-21 20:30:00;4;46;43;55;55;3;3
2020-01-21 20:45:00;6;61;64;64;55;1;1
2020-01-21 21:00:00;7;60;71;60;47;3;3
2020-01-21 21:15:00;12;45;58;64;53;0;0
2020-01-21 21:30:00;0;41;31;54;44;1;1
2020-01-21 21:45:00;0;25;26;63;59;1;1
2020-01-21 22:00:00;2;22;22;80;76;2;2
2020-01-21 22:15:00;1;25;21;77;73;2;2
2020-01-21 22:30:00;0;28;20;52;39;2;2
2020-01-21 22:45:00;0;9;9;38;25;1;1
2020-01-21 23:00:00;0;13;12;34;11;2;2
2020-01-21 23:15:00;0;15;12;19;14;1;1
2020-01-21 23:30:00;0;15;9;15;12;1;1
