DATUM;1(DA1);2(DB1);3(DC1);4(DC2);5(DRES1);6(DRES2);7(TAFGA);8(TAFBA)
2019-11-20 00:00:00;10;9;1;2;0;0;0;0
2019-11-20 00:15:00;7;7;2;1;0;0;0;0
2019-11-20 00:30:00;5;2;0;0;0;0;0;0
2019-11-20 00:45:00;5;5;1;0;0;0;0;0
2019-11-20 01:00:00;1;4;0;0;0;0;0;0
2019-11-20 01:15:00;3;4;0;0;0;0;0;0
2019-11-20 01:30:00;3;0;0;0;0;0;0;0
2019-11-20 01:45:00;0;1;1;0;0;0;0;0
2019-11-20 02:00:00;3;2;0;0;0;0;0;0
2019-11-20 02:15:00;1;0;0;0;0;0;0;0
2019-11-20 02:30:00;1;3;0;0;0;0;0;0
2019-11-20 02:45:00;2;3;2;2;0;0;0;0
2019-11-20 03:00:00;3;0;0;2;0;0;0;0
2019-11-20 03:15:00;3;0;0;0;0;0;0;0
2019-11-20 03:30:00;2;0;0;1;0;0;0;0
2019-11-20 03:45:00;0;0;2;0;0;0;0;0
2019-11-20 04:00:00;6;3;1;2;0;0;0;0
2019-11-20 04:15:00;5;2;2;0;0;0;0;0
2019-11-20 04:30:00;6;4;1;1;0;0;0;0
2019-11-20 04:45:00;11;4;1;1;0;0;0;0
2019-11-20 05:00:00;19;5;1;0;0;0;0;0
2019-11-20 05:15:00;34;21;1;2;0;0;0;0
2019-11-20 05:30:00;33;21;2;0;0;0;0;0
2019-11-20 05:45:00;44;42;0;0;0;0;0;0
2019-11-20 06:00:00;49;37;3;3;0;0;0;0
2019-11-20 06:15:00;77;41;1;3;0;0;0;0
2019-11-20 06:30:00;112;33;5;2;0;0;0;0
2019-11-20 06:45:00;76;66;5;3;0;0;0;0
2019-11-20 07:00:00;89;54;6;5;0;0;0;0
2019-11-20 07:15:00;90;46;6;6;0;0;0;0
2019-11-20 07:30:00;101;72;2;1;0;0;0;0
2019-11-20 07:45:00;79;50;3;2;0;0;2;2
2019-11-20 08:00:00;107;64;4;5;0;0;1;0
2019-11-20 08:15:00;87;42;3;3;0;0;0;0
2019-11-20 08:30:00;76;49;3;1;0;0;0;0
2019-11-20 08:45:00;68;71;6;5;0;0;0;0
2019-11-20 09:00:00;41;33;3;2;0;0;0;0
2019-11-20 09:15:00;51;56;0;2;0;0;0;0
2019-11-20 09:30:00;44;59;3;1;0;0;0;0
2019-11-20 09:45:00;48;50;1;2;0;0;0;0
2019-11-20 10:00:00;54;60;1;1;0;0;0;0
2019-11-20 10:15:00;63;61;1;3;0;0;0;0
2019-11-20 10:30:00;68;42;3;3;0;0;4;0
2019-11-20 10:45:00;53;62;1;2;0;0;3;1
2019-11-20 11:00:00;69;49;2;2;0;0;0;1
2019-11-20 11:15:00;52;55;0;1;0;0;0;0
2019-11-20 11:30:00;64;66;2;1;0;0;2;1
2019-11-20 11:45:00;65;55;8;2;0;0;3;1
2019-11-20 12:00:00;94;58;0;1;0;0;0;0
2019-11-20 12:15:00;77;65;6;6;0;0;3;8
2019-11-20 12:30:00;68;45;2;2;0;0;1;0
2019-11-20 12:45:00;57;70;2;2;0;0;7;10
2019-11-20 13:00:00;76;55;4;2;0;0;1;0
2019-11-20 13:15:00;79;51;2;2;0;0;0;0
2019-11-20 13:30:00;74;33;2;0;0;0;0;0
2019-11-20 13:45:00;61;56;0;2;0;0;3;0
2019-11-20 14:00:00;71;41;1;1;0;0;4;1
2019-11-20 14:15:00;68;59;1;2;0;0;0;0
2019-11-20 14:30:00;60;77;0;0;0;0;3;0
2019-11-20 14:45:00;56;94;2;1;0;0;0;0
2019-11-20 15:00:00;80;82;4;4;0;0;0;0
2019-11-20 15:15:00;70;77;0;0;0;0;5;0
2019-11-20 15:30:00;62;63;2;0;0;0;0;0
2019-11-20 15:45:00;77;76;1;3;0;0;0;0
2019-11-20 16:00:00;75;76;3;2;0;0;3;23
2019-11-20 16:15:00;68;86;5;3;0;0;2;2
2019-11-20 16:30:00;78;75;2;0;0;0;4;3
