DATUM;1(DA1);2(DB1);3(DB2);4(DB3);5(DC1);6(DD1);7(DD2);8(DD3);9(TAFGA);10(TAFGC);11(TAFBA);12(TAFBB);13(TAFBC);14(TAFBD)
2021-01-02 00:00:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-01-02 00:15:00;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2021-01-02 00:30:00;2;2;1;2;0;1;0;0;0;0;0;0;0;0
2021-01-02 00:45:00;2;0;0;0;1;0;0;0;0;0;0;0;0;0
2021-01-02 01:00:00;3;0;0;0;1;0;0;0;0;0;0;0;0;0
2021-01-02 01:15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-01-02 01:30:00;1;0;0;0;1;0;0;0;0;0;0;0;0;0
2021-01-02 01:45:00;1;0;0;0;2;0;0;0;0;0;0;0;0;0
2021-01-02 02:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-01-02 02:15:00;0;0;0;0;2;1;0;0;0;0;0;0;0;0
2021-01-02 02:30:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-01-02 02:45:00;1;0;0;0;1;0;0;0;0;0;0;0;0;0
2021-01-02 03:00:00;1;0;0;0;1;0;0;0;0;0;0;0;0;0
2021-01-02 03:15:00;0;1;1;1;2;0;0;0;0;0;0;0;0;0
2021-01-02 03:30:00;2;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-01-02 03:45:00;3;0;0;0;1;1;1;1;0;0;0;0;0;0
2021-01-02 04:00:00;0;1;1;0;0;2;0;0;0;0;0;0;0;0
2021-01-02 04:15:00;1;0;0;0;3;1;1;1;0;0;0;0;0;0
2021-01-02 04:30:00;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2021-01-02 04:45:00;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2021-01-02 05:00:00;1;0;0;0;2;1;1;1;0;0;0;0;0;0
2021-01-02 05:15:00;1;1;1;1;4;4;4;6;0;0;0;0;0;0
2021-01-02 05:30:00;8;1;1;1;4;5;4;7;0;0;0;0;0;0
2021-01-02 05:45:00;4;0;0;0;9;1;0;0;0;0;0;0;0;0
2021-01-02 06:00:00;8;0;0;0;3;0;0;0;0;0;0;0;0;0
2021-01-02 06:15:00;2;3;2;1;4;4;4;6;0;0;0;0;0;0
2021-01-02 06:30:00;2;0;0;0;5;1;1;1;0;0;0;0;0;0
2021-01-02 06:45:00;5;2;1;1;5;3;4;4;0;0;0;0;0;0
2021-01-02 07:00:00;11;0;2;2;10;7;6;9;0;0;0;0;0;0
2021-01-02 07:15:00;4;4;3;4;12;3;3;2;0;1;0;0;0;0
2021-01-02 07:30:00;12;1;1;1;17;5;6;11;0;0;0;0;0;0
2021-01-02 07:45:00;18;1;1;1;20;7;8;8;0;0;0;0;0;0
2021-01-02 08:00:00;15;3;3;3;19;12;9;9;0;0;0;0;0;0
2021-01-02 08:15:00;12;7;8;4;19;11;10;12;0;0;0;0;0;0
2021-01-02 08:30:00;15;1;2;2;19;10;13;13;0;0;0;0;0;0
2021-01-02 08:45:00;20;4;4;3;20;9;8;10;0;1;0;0;0;0
2021-01-02 09:00:00;23;2;2;2;29;18;17;18;0;1;0;0;0;0
2021-01-02 09:15:00;26;11;10;4;27;12;12;17;0;0;0;0;0;0
2021-01-02 09:30:00;25;5;5;3;31;16;13;10;1;0;0;0;0;0
2021-01-02 09:45:00;33;5;5;5;33;18;14;12;0;2;0;0;0;0
2021-01-02 10:00:00;30;3;2;4;30;26;19;17;0;4;0;0;0;0
2021-01-02 10:15:00;48;8;10;8;43;25;19;17;1;5;0;0;0;0
2021-01-02 10:30:00;49;12;10;14;54;22;20;10;4;0;0;0;0;0
2021-01-02 10:45:00;48;10;6;7;51;33;26;23;2;3;0;0;0;0
2021-01-02 11:00:00;34;8;9;8;54;24;22;14;0;2;0;0;3;2
2021-01-02 11:15:00;48;17;15;12;36;28;25;20;1;2;2;0;1;0
2021-01-02 11:30:00;53;7;11;6;34;18;17;19;0;0;0;0;0;0
2021-01-02 11:45:00;49;7;7;4;48;28;21;17;2;3;0;0;0;0
2021-01-02 12:00:00;36;7;10;6;43;19;11;10;1;0;0;0;0;0
2021-01-02 12:15:00;63;6;8;6;41;21;16;20;1;2;0;0;1;0
2021-01-02 12:30:00;49;5;4;6;42;21;17;12;0;4;0;0;0;0
2021-01-02 12:45:00;32;5;7;8;40;23;18;18;1;0;0;0;0;0
2021-01-02 13:00:00;36;7;8;8;38;28;20;16;2;3;0;0;0;0
2021-01-02 13:15:00;59;4;5;4;42;19;16;16;1;0;0;0;0;0
2021-01-02 13:30:00;38;12;7;9;49;21;17;15;1;0;0;0;0;1
2021-01-02 13:45:00;57;11;10;8;28;23;19;13;1;3;0;0;0;0
2021-01-02 14:00:00;46;7;7;6;51;28;26;21;1;1;1;0;0;0
2021-01-02 14:15:00;34;12;15;11;38;28;18;19;0;0;0;0;0;0
2021-01-02 14:30:00;52;4;4;5;46;23;19;22;1;1;0;0;2;0
2021-01-02 14:45:00;45;10;10;9;53;24;15;17;1;3;0;0;3;0
2021-01-02 15:00:00;40;11;10;9;46;24;18;20;2;0;2;0;0;0
2021-01-02 15:15:00;47;4;5;5;44;29;22;20;3;4;0;0;5;19
2021-01-02 15:30:00;40;11;10;10;40;27;22;19;2;5;0;0;40;0
2021-01-02 15:45:00;54;5;5;6;38;27;18;22;2;1;0;0;0;0
2021-01-02 16:00:00;32;4;7;4;35;19;18;20;2;5;0;0;0;1
2021-01-02 16:15:00;47;8;8;7;41;20;22;14;7;2;1;0;0;0
2021-01-02 16:30:00;32;10;9;9;38;23;21;22;3;2;0;0;0;0
2021-01-02 16:45:00;40;6;6;4;38;21;17;21;0;0;0;0;0;0
2021-01-02 17:00:00;31;6;4;7;40;14;16;13;0;1;0;0;0;0
2021-01-02 17:15:00;47;9;9;7;40;17;12;15;2;1;0;0;0;0
2021-01-02 17:30:00;37;3;1;1;43;22;18;16;1;1;13;0;0;12
2021-01-02 17:45:00;34;9;7;7;45;22;22;19;0;0;0;0;0;0
2021-01-02 18:00:00;40;6;6;5;38;17;12;17;1;0;2;0;0;0
2021-01-02 18:15:00;25;10;6;5;34;12;8;7;1;1;8;0;0;0
2021-01-02 18:30:00;28;3;3;3;24;17;11;14;1;0;1;0;0;0
2021-01-02 18:45:00;28;7;7;6;27;14;7;8;0;0;0;0;0;0
2021-01-02 19:00:00;31;3;2;2;28;9;9;9;0;0;0;0;0;0
2021-01-02 19:15:00;13;6;7;6;15;8;7;9;0;1;0;0;0;0
2021-01-02 19:30:00;23;2;2;2;27;7;7;8;0;0;0;0;0;0
2021-01-02 19:45:00;23;3;3;4;16;7;6;7;0;0;0;0;0;0
2021-01-02 20:00:00;16;4;3;3;26;9;9;6;0;0;0;0;0;0
2021-01-02 20:15:00;24;5;3;3;14;13;12;13;0;0;0;0;0;0
2021-01-02 20:30:00;18;5;4;5;16;9;4;4;0;0;0;0;0;0
2021-01-02 20:45:00;17;2;1;2;15;10;7;7;0;0;0;0;0;0
