DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(TAFGA);9(TAFGC)
2020-02-14 00:00:00;1;1;4;0;0;0;5;0;0
2020-02-14 00:15:00;1;8;10;2;0;0;3;0;0
2020-02-14 00:30:00;2;8;10;4;0;0;6;0;0
2020-02-14 00:45:00;5;4;8;3;0;0;4;0;0
2020-02-14 01:00:00;4;5;10;0;0;1;4;0;0
2020-02-14 01:15:00;2;2;6;0;0;0;3;0;0
2020-02-14 01:30:00;1;0;2;0;0;0;3;0;0
2020-02-14 01:45:00;0;1;2;1;0;0;2;0;0
2020-02-14 02:00:00;1;4;5;2;0;0;2;0;0
2020-02-14 02:15:00;4;1;4;0;0;0;2;0;0
2020-02-14 02:30:00;2;3;3;0;0;0;1;0;0
2020-02-14 02:45:00;0;1;1;1;0;0;3;0;0
2020-02-14 03:00:00;1;2;4;0;0;0;3;0;0
2020-02-14 03:15:00;0;1;4;1;0;0;5;0;0
2020-02-14 03:30:00;2;2;3;1;0;0;2;0;0
2020-02-14 03:45:00;1;3;3;0;0;0;2;0;0
2020-02-14 04:00:00;4;8;6;0;0;0;0;0;0
2020-02-14 04:15:00;0;3;5;0;1;0;3;0;0
2020-02-14 04:30:00;4;3;9;0;0;0;8;0;0
2020-02-14 04:45:00;7;8;14;5;2;0;9;0;0
2020-02-14 05:00:00;5;15;16;4;3;1;26;0;0
2020-02-14 05:15:00;11;15;43;3;3;5;73;0;0
2020-02-14 05:30:00;20;23;47;12;6;13;66;0;0
2020-02-14 05:45:00;27;43;59;32;8;19;77;2;0
2020-02-14 06:00:00;37;47;65;21;6;14;40;0;0
2020-02-14 06:15:00;39;37;70;28;16;29;62;0;0
2020-02-14 06:30:00;33;44;72;37;29;54;88;1;9
2020-02-14 06:45:00;46;44;90;24;19;45;123;2;0
2020-02-14 07:00:00;48;51;94;26;15;25;96;1;0
2020-02-14 07:15:00;53;46;85;29;10;24;105;9;3
2020-02-14 07:30:00;68;50;99;30;9;23;124;3;15
2020-02-14 07:45:00;84;71;113;28;19;33;147;6;3
2020-02-14 08:00:00;61;55;100;29;15;27;109;0;2
2020-02-14 08:15:00;55;46;82;22;11;22;99;2;4
2020-02-14 08:30:00;31;54;74;22;11;14;93;0;3
2020-02-14 08:45:00;62;58;102;25;8;11;93;1;8
2020-02-14 09:00:00;34;42;66;20;14;3;70;5;2
2020-02-14 09:15:00;41;48;63;18;8;6;86;2;1
2020-02-14 09:30:00;38;40;61;14;5;3;48;1;5
2020-02-14 09:45:00;37;72;85;16;9;2;79;1;6
2020-02-14 10:00:00;44;52;71;12;7;5;58;4;5
2020-02-14 10:15:00;38;56;80;14;7;3;68;3;2
2020-02-14 10:30:00;28;44;65;17;8;8;86;0;4
2020-02-14 10:45:00;39;61;77;19;10;5;54;0;10
2020-02-14 11:00:00;33;54;75;23;11;3;69;8;5
2020-02-14 11:15:00;49;66;89;16;9;3;92;7;7
2020-02-14 11:30:00;33;48;84;17;10;4;116;0;10
2020-02-14 11:45:00;38;57;72;19;11;9;70;2;8
2020-02-14 12:00:00;54;91;116;33;10;7;94;16;4
2020-02-14 12:15:00;66;93;108;40;12;3;86;10;9
2020-02-14 12:30:00;67;79;102;35;10;6;120;4;8
2020-02-14 12:45:00;52;59;90;38;8;7;92;2;2
2020-02-14 13:00:00;93;89;119;41;12;6;135;17;9
2020-02-14 13:15:00;92;100;144;31;11;7;101;16;14
2020-02-14 13:30:00;52;59;103;30;10;14;152;3;1
2020-02-14 13:45:00;84;74;124;40;12;6;115;21;13
2020-02-14 14:00:00;92;82;126;35;10;2;99;6;17
2020-02-14 14:15:00;102;113;166;39;9;8;82;9;2
2020-02-14 14:30:00;110;138;187;34;10;4;103;3;16
2020-02-14 14:45:00;132;125;174;39;11;5;83;5;8
2020-02-14 15:00:00;112;109;199;37;10;9;81;10;1
2020-02-14 15:15:00;94;93;149;66;11;3;70;11;0
2020-02-14 15:30:00;92;87;130;41;9;5;107;14;8
2020-02-14 15:45:00;37;35;48;15;4;5;36;8;0
2020-02-14 16:00:00;78;65;122;28;10;5;114;2;7
2020-02-14 16:15:00;70;76;123;39;14;12;90;7;1
2020-02-14 16:30:00;82;64;103;28;10;4;105;1;0
2020-02-14 16:45:00;62;70;124;25;8;1;76;1;8
2020-02-14 17:00:00;66;75;115;27;11;7;74;3;0
2020-02-14 17:15:00;58;68;107;24;12;4;84;0;4
2020-02-14 17:30:00;66;60;95;28;12;9;83;3;0
2020-02-14 17:45:00;73;77;108;22;10;2;69;4;1
2020-02-14 18:00:00;50;66;97;14;7;8;103;0;1
2020-02-14 18:15:00;43;35;71;53;12;9;81;3;6
2020-02-14 18:30:00;48;40;66;10;10;8;79;0;10
2020-02-14 18:45:00;46;37;65;14;11;1;79;0;3
2020-02-14 19:00:00;44;45;69;14;9;5;80;0;4
2020-02-14 19:15:00;33;44;55;13;9;4;66;1;0
2020-02-14 19:30:00;26;29;51;12;9;4;46;2;0
2020-02-14 19:45:00;34;38;64;12;6;7;53;0;2
2020-02-14 20:00:00;28;28;49;10;9;5;66;1;7
2020-02-14 20:15:00;34;52;66;12;8;1;36;0;1
2020-02-14 20:30:00;8;19;30;6;5;3;40;1;0
2020-02-14 20:45:00;14;24;42;8;3;2;52;2;0
2020-02-14 21:00:00;19;27;44;9;7;2;46;0;0
2020-02-14 21:15:00;15;29;43;10;8;6;41;0;0
2020-02-14 21:30:00;15;30;40;9;9;4;38;0;2
2020-02-14 21:45:00;22;22;36;7;5;3;37;0;1
2020-02-14 22:00:00;27;44;57;25;9;1;37;0;8
2020-02-14 22:15:00;26;32;49;9;3;2;32;9;0
2020-02-14 22:30:00;19;16;32;8;7;3;32;0;4
2020-02-14 22:45:00;11;23;32;4;4;1;18;0;0
2020-02-14 23:00:00;11;23;29;4;1;0;13;7;0
2020-02-14 23:15:00;6;20;23;6;2;1;21;0;0
2020-02-14 23:30:00;4;17;23;3;1;1;14;0;1
2020-02-14 23:45:00;3;18;26;3;0;0;19;0;0
