DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DD1);7(DD2);8(DE1);9(TAFGB);10(TAFBA);11(TAFBB);12(TAFBC);13(TAFBD)
2020-09-12 00:00:00;9;8;15;25;19;5;0;1;0;0;0;0;0
2020-09-12 00:15:00;5;13;8;16;8;0;0;0;0;0;0;0;0
2020-09-12 00:30:00;7;13;9;25;10;3;0;0;0;0;0;0;0
2020-09-12 00:45:00;11;6;9;21;17;4;0;0;0;0;0;0;0
2020-09-12 01:00:00;14;11;6;17;11;1;0;0;0;0;0;0;0
2020-09-12 01:15:00;7;10;8;12;12;1;0;0;0;0;0;0;0
2020-09-12 01:30:00;8;8;7;11;5;6;0;0;0;0;0;0;0
2020-09-12 01:45:00;7;6;7;13;8;1;0;0;0;0;0;0;0
2020-09-12 02:00:00;1;7;4;18;12;3;0;0;0;0;0;0;0
2020-09-12 02:15:00;4;5;3;8;5;0;0;0;0;0;0;0;0
2020-09-12 02:30:00;2;6;5;8;6;1;0;0;0;0;0;0;0
2020-09-12 02:45:00;1;4;6;9;7;1;0;0;0;0;0;0;0
2020-09-12 03:00:00;3;6;3;5;2;1;0;0;0;0;0;0;0
2020-09-12 03:15:00;3;5;1;7;6;0;0;0;0;0;0;0;0
2020-09-12 03:30:00;3;4;4;8;5;0;0;0;0;0;0;0;0
2020-09-12 03:45:00;1;2;1;9;4;0;0;0;0;0;0;0;0
2020-09-12 04:00:00;1;4;2;6;2;1;0;0;0;0;0;0;0
2020-09-12 04:15:00;1;10;2;7;6;1;0;0;0;0;0;0;0
2020-09-12 04:30:00;2;8;4;8;3;0;0;0;0;0;0;0;0
2020-09-12 04:45:00;4;1;2;4;3;2;0;0;0;0;0;0;0
2020-09-12 05:00:00;2;4;4;14;7;2;0;1;0;0;0;0;0
2020-09-12 05:15:00;6;14;6;17;9;1;0;0;0;0;0;0;0
2020-09-12 05:30:00;13;31;2;26;16;2;0;0;0;0;0;0;0
2020-09-12 05:45:00;18;52;11;22;13;1;0;0;0;0;0;0;0
2020-09-12 06:00:00;30;59;12;24;14;4;0;0;0;0;0;0;0
2020-09-12 06:15:00;10;37;11;16;11;3;0;0;0;0;0;0;0
