DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DD1);7(DE1);8(DE2);9(TAFBC);10(TAFGDE);11(TAFBDE);12(DC3);13(TARDB);14(TARDC);15(TARDD)
2019-09-13 00:00:00;28;20;0;0;0;1;20;17;0;0;0;0;0;0;0
2019-09-13 00:15:00;23;14;1;0;0;0;19;17;0;0;0;0;0;0;0
2019-09-13 00:30:00;14;10;1;1;0;0;15;14;0;0;0;2;0;0;0
2019-09-13 00:45:00;17;9;0;0;0;0;10;9;0;0;0;0;0;0;0
2019-09-13 01:00:00;15;7;0;0;0;0;12;12;0;0;0;0;0;0;0
2019-09-13 01:15:00;6;8;0;0;0;0;21;17;0;0;0;0;0;0;0
2019-09-13 01:30:00;11;8;1;0;2;0;18;14;0;0;0;2;0;4;0
2019-09-13 01:45:00;5;2;0;0;0;0;11;11;0;0;0;0;0;0;0
2019-09-13 02:00:00;4;4;0;0;1;0;10;9;0;0;0;1;0;0;0
2019-09-13 02:15:00;3;5;0;0;0;0;7;6;0;0;0;0;0;0;0
2019-09-13 02:30:00;5;3;0;0;0;0;21;17;0;0;0;0;0;0;0
2019-09-13 02:45:00;4;1;1;0;0;0;9;9;0;0;0;0;0;0;0
2019-09-13 03:00:00;3;5;0;0;0;0;10;9;0;0;0;0;0;0;0
2019-09-13 03:15:00;9;5;0;0;0;0;5;5;0;0;0;0;0;0;0
2019-09-13 03:30:00;14;3;0;0;0;0;9;9;0;0;0;0;0;0;0
2019-09-13 03:45:00;7;7;0;0;0;0;14;10;0;0;0;0;0;0;0
2019-09-13 04:00:00;6;3;0;0;0;0;19;16;0;0;0;0;0;0;0
2019-09-13 04:15:00;7;9;0;0;1;0;27;24;0;0;0;1;0;0;0
2019-09-13 04:30:00;19;8;1;0;0;0;27;25;0;0;0;0;0;0;0
2019-09-13 04:45:00;39;17;1;1;0;0;35;35;0;0;0;0;0;0;0
2019-09-13 05:00:00;71;45;0;0;1;0;53;48;0;0;0;2;0;0;0
2019-09-13 05:15:00;103;61;1;0;0;0;61;64;0;0;0;0;0;0;0
2019-09-13 05:30:00;128;61;0;0;1;0;58;71;0;0;0;1;0;0;0
2019-09-13 05:45:00;103;75;1;0;0;0;71;95;0;0;0;0;0;0;0
2019-09-13 06:00:00;81;60;1;1;4;1;54;92;0;0;0;4;0;0;0
2019-09-13 06:15:00;149;92;0;0;3;1;64;116;0;0;0;4;0;0;0
2019-09-13 06:30:00;145;125;1;1;1;1;58;136;0;0;0;2;0;0;1
2019-09-13 06:45:00;94;104;3;3;5;4;36;121;0;0;0;4;0;0;1
2019-09-13 07:00:00;96;120;8;0;5;3;53;163;0;0;0;8;0;0;0
2019-09-13 07:15:00;104;130;11;5;9;5;53;202;0;0;0;10;0;0;0
2019-09-13 07:30:00;113;127;21;2;11;4;54;202;0;0;0;11;0;0;5
2019-09-13 07:45:00;78;108;7;1;15;3;51;162;0;0;0;12;0;0;0
2019-09-13 08:00:00;111;118;6;7;15;3;65;175;0;0;0;17;0;0;1
2019-09-13 08:15:00;87;117;6;2;8;3;45;181;0;0;0;11;2;0;0
2019-09-13 08:30:00;96;110;3;0;3;5;61;162;0;0;0;4;0;0;1
2019-09-13 08:45:00;94;91;6;2;7;4;49;146;0;0;0;8;0;0;0
2019-09-13 09:00:00;102;110;7;2;7;3;77;158;0;0;0;7;0;0;0
2019-09-13 09:15:00;89;93;8;2;9;6;93;155;0;0;0;8;0;0;0
2019-09-13 09:30:00;89;123;13;2;7;1;100;182;0;0;0;7;7;0;0
2019-09-13 09:45:00;93;104;15;1;2;6;96;174;0;0;0;3;0;0;0
2019-09-13 10:00:00;91;115;11;0;3;0;137;188;0;0;0;4;0;0;0
2019-09-13 10:15:00;81;121;12;1;3;1;113;184;0;0;0;4;0;0;0
2019-09-13 10:30:00;94;111;2;0;4;5;101;191;0;0;0;4;0;0;4
2019-09-13 10:45:00;87;113;5;2;7;1;91;193;0;0;0;10;0;0;1
2019-09-13 11:00:00;76;88;8;0;6;2;95;197;1;0;0;7;0;1;2
2019-09-13 11:15:00;63;71;7;1;9;2;78;200;0;0;0;10;0;0;5
2019-09-13 11:30:00;78;86;21;1;10;6;75;180;0;0;0;10;3;0;3
2019-09-13 11:45:00;82;99;11;1;9;2;80;201;0;0;0;13;0;0;0
2019-09-13 12:00:00;104;119;13;1;9;6;59;181;0;0;0;12;1;0;7
2019-09-13 12:15:00;94;120;5;2;11;3;64;245;0;0;0;12;0;0;0
2019-09-13 12:30:00;103;105;10;2;19;6;31;173;0;0;0;18;0;0;6
2019-09-13 12:45:00;100;115;14;2;11;4;44;201;2;0;0;14;2;4;2
2019-09-13 13:00:00;103;129;10;3;13;7;29;142;0;0;0;13;5;0;6
2019-09-13 13:15:00;114;131;4;3;9;6;49;173;0;0;0;12;6;0;1
2019-09-13 13:30:00;105;97;17;0;19;6;37;155;0;0;0;18;6;0;3
2019-09-13 13:45:00;119;153;14;0;10;1;59;213;0;0;0;13;0;0;2
2019-09-13 14:00:00;98;142;16;2;19;6;24;182;0;0;0;21;0;0;6
2019-09-13 14:15:00;114;131;19;5;13;6;38;176;0;0;0;18;3;1;3
2019-09-13 14:30:00;99;142;11;1;7;3;92;276;0;0;0;19;0;0;0
2019-09-13 14:45:00;103;128;8;0;6;7;55;202;0;0;0;8;0;0;0
2019-09-13 15:00:00;104;123;25;3;22;6;51;221;0;0;0;24;0;0;6
2019-09-13 15:15:00;112;137;11;1;13;8;57;222;0;0;0;14;6;0;2
2019-09-13 15:30:00;105;148;14;2;10;5;56;225;0;0;0;11;1;0;2
2019-09-13 15:45:00;86;110;2;2;10;6;40;189;0;0;0;13;0;0;0
2019-09-13 16:00:00;125;154;12;0;12;4;46;234;0;0;0;16;0;0;6
2019-09-13 16:15:00;104;141;7;4;13;3;46;226;0;0;0;13;0;0;1
2019-09-13 16:30:00;79;115;9;0;8;5;64;238;0;0;0;8;0;0;11
2019-09-13 16:45:00;95;125;5;1;19;8;40;179;0;0;0;19;0;0;5
2019-09-13 17:00:00;95;117;4;1;12;4;55;212;0;0;0;14;3;0;2
2019-09-13 17:15:00;103;118;5;0;16;2;46;250;0;0;0;16;1;0;0
2019-09-13 17:30:00;80;124;6;0;13;9;58;215;0;0;0;15;0;0;3
2019-09-13 17:45:00;88;105;4;0;11;5;30;182;0;0;0;10;0;0;0
2019-09-13 18:00:00;94;95;8;5;9;3;46;226;0;0;0;8;1;0;9
2019-09-13 18:15:00;89;126;13;1;8;4;66;221;0;0;0;9;4;0;1
2019-09-13 18:30:00;78;111;8;1;7;3;67;215;0;0;0;10;0;0;0
2019-09-13 18:45:00;88;118;7;2;7;5;60;188;0;0;0;7;0;0;2
2019-09-13 19:00:00;73;90;7;3;3;6;42;186;0;0;0;2;2;0;0
2019-09-13 19:15:00;75;82;6;0;3;1;57;181;0;0;0;5;0;0;0
2019-09-13 19:30:00;84;73;3;0;9;6;77;175;0;0;0;8;0;0;0
2019-09-13 19:45:00;85;52;5;1;0;2;59;95;0;0;0;2;0;0;1
2019-09-13 20:00:00;80;50;11;0;2;5;45;95;0;0;0;4;0;0;2
2019-09-13 20:15:00;67;42;5;1;31;2;52;98;0;0;0;9;0;0;0
2019-09-13 20:30:00;87;48;2;0;5;1;62;95;0;0;0;5;0;0;3
2019-09-13 20:45:00;103;42;5;0;5;1;53;82;1;0;0;7;0;0;0
2019-09-13 21:00:00;94;37;7;2;2;1;52;75;0;0;0;2;0;0;2
2019-09-13 21:15:00;95;60;1;1;1;1;51;68;0;0;0;2;0;0;2
2019-09-13 21:30:00;71;47;6;1;0;1;56;76;0;0;0;1;0;0;0
2019-09-13 21:45:00;54;37;4;1;1;2;48;72;0;0;0;1;0;0;0
2019-09-13 22:00:00;59;30;5;0;2;1;47;98;0;0;0;2;0;0;0
2019-09-13 22:15:00;63;42;1;0;2;3;72;109;0;0;0;2;0;0;0
2019-09-13 22:30:00;74;34;1;0;2;0;63;69;0;0;0;3;0;0;0
2019-09-13 22:45:00;52;26;3;1;2;1;51;58;0;0;0;2;0;0;0
2019-09-13 23:00:00;50;27;3;1;0;0;44;52;0;0;0;0;0;0;0
2019-09-13 23:15:00;51;26;0;0;1;0;46;55;0;0;0;1;0;0;0
2019-09-13 23:30:00;63;29;0;0;0;0;45;51;0;0;0;0;0;0;0
2019-09-13 23:45:00;31;18;6;0;0;0;33;39;0;0;0;0;0;0;0
