DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DC1);8(DC2)
2019-12-13 00:00:00;4;8;12;5;5;6;9;7
2019-12-13 00:15:00;9;7;7;3;4;12;21;17
2019-12-13 00:30:00;7;10;9;4;4;8;19;12
2019-12-13 00:45:00;10;15;6;4;4;7;13;9
2019-12-13 01:00:00;5;10;3;2;2;3;6;4
2019-12-13 01:15:00;6;10;4;4;4;8;11;6
2019-12-13 01:30:00;6;6;3;4;5;6;14;7
2019-12-13 01:45:00;3;7;10;5;4;8;8;6
2019-12-13 02:00:00;7;6;3;3;2;5;4;4
2019-12-13 02:15:00;5;5;6;1;1;3;2;3
2019-12-13 02:30:00;3;5;4;3;4;5;4;4
2019-12-13 02:45:00;6;4;2;4;3;5;7;5
2019-12-13 03:00:00;5;3;0;1;0;3;7;4
2019-12-13 03:15:00;8;9;3;3;2;5;7;2
2019-12-13 03:30:00;3;5;0;2;1;5;7;4
2019-12-13 03:45:00;9;10;2;5;1;7;8;2
2019-12-13 04:00:00;4;6;4;5;5;11;8;1
2019-12-13 04:15:00;15;4;2;7;6;10;11;5
2019-12-13 04:30:00;15;5;6;5;7;10;11;11
2019-12-13 04:45:00;29;20;10;12;10;16;16;10
2019-12-13 05:00:00;22;15;13;8;6;11;24;12
2019-12-13 05:15:00;26;28;24;15;11;24;35;11
2019-12-13 05:30:00;42;19;24;14;18;40;40;20
2019-12-13 05:45:00;62;51;56;35;33;79;63;34
2019-12-13 06:00:00;47;48;46;22;33;80;46;37
2019-12-13 06:15:00;53;59;46;28;46;106;73;65
2019-12-13 06:30:00;71;79;54;47;72;149;61;70
2019-12-13 06:45:00;76;77;67;71;90;165;79;72
2019-12-13 07:00:00;70;72;61;53;89;173;99;114
2019-12-13 07:15:00;71;91;51;106;95;203;117;114
2019-12-13 07:30:00;79;95;53;101;118;198;100;111
2019-12-13 07:45:00;82;100;61;171;136;196;87;93
2019-12-13 08:00:00;81;112;56;101;111;157;99;96
