DATUM;1(DA1);2(DB1);3(DB2);4(DB3);5(DC1);6(DD1);7(DD2);8(DD3);9(TAFGA);10(TAFGC);11(TAFBA);12(TAFBB);13(TAFBC);14(TAFBD)
2021-01-04 00:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-01-04 00:15:00;3;2;1;1;0;1;0;0;0;0;0;0;0;0
2021-01-04 00:30:00;3;1;1;1;0;1;0;1;0;0;0;0;0;0
2021-01-04 00:45:00;3;0;0;0;1;0;0;0;0;0;0;0;0;0
2021-01-04 01:00:00;1;0;0;0;1;0;0;0;0;0;0;0;0;0
2021-01-04 01:15:00;3;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-01-04 01:30:00;0;0;0;0;2;0;0;0;0;0;0;0;0;0
2021-01-04 01:45:00;2;1;0;0;0;1;1;1;0;0;0;0;0;0
2021-01-04 02:00:00;0;0;0;0;2;0;0;0;0;0;0;0;0;0
2021-01-04 02:15:00;2;0;0;0;2;0;0;0;0;0;0;0;0;0
2021-01-04 02:30:00;1;0;0;0;1;0;0;0;0;0;0;0;0;0
2021-01-04 02:45:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-01-04 03:00:00;2;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-01-04 03:15:00;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2021-01-04 03:30:00;1;0;0;0;0;1;1;1;0;0;0;0;0;0
2021-01-04 03:45:00;0;0;0;0;1;1;1;1;0;0;0;0;0;0
2021-01-04 04:00:00;3;0;0;0;0;0;0;0;0;0;0;0;0;0
2021-01-04 04:15:00;4;0;0;0;3;2;3;2;0;0;0;0;0;0
2021-01-04 04:30:00;3;0;0;0;3;0;0;0;0;0;0;0;0;0
2021-01-04 04:45:00;2;0;0;0;2;1;1;0;0;0;0;0;0;0
2021-01-04 05:00:00;1;0;0;0;5;1;3;3;0;0;0;0;0;0
2021-01-04 05:15:00;9;2;1;0;6;1;1;0;0;0;0;0;0;0
2021-01-04 05:30:00;7;2;1;0;18;7;6;3;0;0;0;0;0;0
2021-01-04 05:45:00;18;3;2;1;18;6;6;3;0;0;0;0;0;0
2021-01-04 06:00:00;7;5;4;3;10;7;4;3;0;0;0;0;0;0
2021-01-04 06:15:00;18;4;2;2;16;11;7;9;0;0;0;0;0;0
2021-01-04 06:30:00;13;6;7;1;18;10;7;7;0;0;0;0;0;0
2021-01-04 06:45:00;17;3;3;3;16;17;9;6;0;0;0;0;0;0
2021-01-04 07:00:00;12;6;8;3;28;17;11;10;0;0;0;0;0;0
2021-01-04 07:15:00;13;7;8;2;21;9;7;7;0;0;0;0;0;0
2021-01-04 07:30:00;26;4;3;3;29;23;15;9;0;0;0;0;0;0
2021-01-04 07:45:00;33;7;5;4;23;17;14;10;2;2;0;0;0;0
2021-01-04 08:00:00;25;10;9;4;24;19;12;13;2;1;0;0;0;0
2021-01-04 08:15:00;34;8;7;7;26;23;15;11;0;2;0;0;0;0
2021-01-04 08:30:00;26;10;6;4;31;25;17;16;0;0;0;0;1;0
2021-01-04 08:45:00;34;5;8;5;36;21;15;15;0;0;0;0;0;0
2021-01-04 09:00:00;28;9;7;6;36;14;10;10;0;1;0;0;0;0
