DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1)
2020-04-09 00:00:00;0;0;0;0;0
2020-04-09 00:15:00;4;2;3;9;1
2020-04-09 00:30:00;0;0;0;0;1
2020-04-09 00:45:00;0;0;0;0;0
2020-04-09 01:00:00;0;0;1;0;0
2020-04-09 01:15:00;0;0;0;1;0
2020-04-09 01:30:00;1;0;0;0;0
2020-04-09 01:45:00;0;0;0;0;0
2020-04-09 02:00:00;0;0;0;0;0
2020-04-09 02:15:00;0;0;0;0;0
2020-04-09 02:30:00;0;0;2;2;1
2020-04-09 02:45:00;1;0;0;2;1
2020-04-09 03:00:00;0;0;0;0;0
2020-04-09 03:15:00;0;0;0;0;1
2020-04-09 03:30:00;0;0;0;0;0
2020-04-09 03:45:00;2;0;0;0;0
2020-04-09 04:00:00;4;0;0;1;1
2020-04-09 04:15:00;0;1;0;3;0
2020-04-09 04:30:00;1;0;1;2;1
2020-04-09 04:45:00;4;1;2;0;1
2020-04-09 05:00:00;4;0;0;1;2
2020-04-09 05:15:00;4;0;0;3;2
2020-04-09 05:30:00;4;2;4;5;9
2020-04-09 05:45:00;9;0;1;5;9
2020-04-09 06:00:00;12;2;2;2;7
2020-04-09 06:15:00;15;1;2;7;23
2020-04-09 06:30:00;10;4;1;6;21
2020-04-09 06:45:00;40;5;4;20;24
2020-04-09 07:00:00;23;8;3;10;25
2020-04-09 07:15:00;31;6;3;8;30
2020-04-09 07:30:00;32;6;4;17;30
2020-04-09 07:45:00;25;6;5;13;28
2020-04-09 08:00:00;26;9;5;11;35
2020-04-09 08:15:00;21;9;1;13;21
2020-04-09 08:30:00;28;11;7;13;31
2020-04-09 08:45:00;18;10;5;16;39
2020-04-09 09:00:00;23;12;8;16;29
2020-04-09 09:15:00;29;9;7;17;33
2020-04-09 09:30:00;22;10;7;17;36
2020-04-09 09:45:00;19;12;10;16;30
2020-04-09 10:00:00;30;9;10;17;41
2020-04-09 10:15:00;25;7;6;17;33
2020-04-09 10:30:00;31;9;8;12;30
2020-04-09 10:45:00;25;8;11;12;40
2020-04-09 11:00:00;21;6;9;17;27
2020-04-09 11:15:00;25;6;8;17;35
2020-04-09 11:30:00;21;14;6;18;36
2020-04-09 11:45:00;37;8;10;18;33
2020-04-09 12:00:00;23;11;15;18;40
2020-04-09 12:15:00;25;10;9;19;45
2020-04-09 12:30:00;36;7;11;24;47
2020-04-09 12:45:00;25;7;17;26;33
2020-04-09 13:00:00;27;9;16;23;36
2020-04-09 13:15:00;33;5;8;20;41
2020-04-09 13:30:00;37;8;5;19;36
2020-04-09 13:45:00;32;7;10;15;46
2020-04-09 14:00:00;24;9;11;23;30
2020-04-09 14:15:00;29;9;16;21;46
2020-04-09 14:30:00;27;7;6;14;49
2020-04-09 14:45:00;34;7;12;26;49
2020-04-09 15:00:00;42;12;15;22;46
2020-04-09 15:15:00;32;11;10;14;46
2020-04-09 15:30:00;26;5;8;21;34
2020-04-09 15:45:00;25;9;10;16;30
2020-04-09 16:00:00;31;9;14;22;57
2020-04-09 16:15:00;25;11;6;16;59
2020-04-09 16:30:00;33;7;20;20;41
2020-04-09 16:45:00;29;8;17;22;61
2020-04-09 17:00:00;29;10;14;18;43
2020-04-09 17:15:00;25;4;14;12;40
2020-04-09 17:30:00;33;7;17;26;43
2020-04-09 17:45:00;22;9;15;26;45
2020-04-09 18:00:00;24;7;11;24;27
2020-04-09 18:15:00;18;4;12;18;25
2020-04-09 18:30:00;27;4;10;15;28
2020-04-09 18:45:00;21;5;5;19;20
2020-04-09 19:00:00;22;8;10;15;21
2020-04-09 19:15:00;12;4;7;10;12
2020-04-09 19:30:00;12;4;2;13;21
2020-04-09 19:45:00;17;5;11;7;23
2020-04-09 20:00:00;14;6;3;10;16
2020-04-09 20:15:00;10;2;2;5;10
2020-04-09 20:30:00;13;4;2;5;6
2020-04-09 20:45:00;8;2;1;9;7
2020-04-09 21:00:00;6;3;4;7;0
2020-04-09 21:15:00;2;1;1;6;10
2020-04-09 21:30:00;3;0;1;4;4
2020-04-09 21:45:00;3;1;1;0;5
2020-04-09 22:00:00;4;2;5;3;4
2020-04-09 22:15:00;8;1;1;4;8
2020-04-09 22:30:00;1;0;0;0;3
2020-04-09 22:45:00;0;0;1;0;1
2020-04-09 23:00:00;5;2;3;4;2
2020-04-09 23:15:00;0;0;0;1;2
2020-04-09 23:30:00;2;0;0;3;0
2020-04-09 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
