DATUM;1(DA1);2(DRES);3(DC1);4(DD1);5(TARDB);6(TARDD);7(TAFGA);8(TAFGC);9(TAFBA);10(TAFBC);11(TAFBD);12(TARES)
2020-06-21 00:00:00;4;0;5;3;0;0;0;0;0;0;0;0
2020-06-21 00:15:00;7;0;13;5;0;0;0;0;0;0;0;0
2020-06-21 00:30:00;18;0;10;3;0;0;0;0;0;0;0;0
2020-06-21 00:45:00;9;0;11;7;0;0;0;0;0;0;0;0
2020-06-21 01:00:00;8;0;10;1;0;0;0;0;0;0;0;0
2020-06-21 01:15:00;4;0;7;3;0;0;0;0;0;0;0;0
2020-06-21 01:30:00;5;0;8;4;0;0;0;0;0;0;0;0
2020-06-21 01:45:00;5;0;9;3;0;0;0;0;0;0;0;0
2020-06-21 02:00:00;9;0;2;2;0;0;0;0;0;0;0;0
2020-06-21 02:15:00;6;0;4;2;0;0;0;0;0;0;0;0
2020-06-21 02:30:00;2;0;4;0;0;0;0;0;0;0;0;0
2020-06-21 02:45:00;3;0;2;3;0;0;0;0;0;0;0;0
2020-06-21 03:00:00;2;0;2;1;0;0;0;0;0;0;0;0
2020-06-21 03:15:00;4;0;3;0;0;0;0;0;0;0;0;0
2020-06-21 03:30:00;0;0;3;0;0;0;0;0;0;0;0;0
2020-06-21 03:45:00;4;0;3;3;0;0;0;0;0;0;0;0
2020-06-21 04:00:00;3;0;1;1;0;0;0;0;0;0;0;0
2020-06-21 04:15:00;4;0;0;3;0;0;0;0;0;0;0;0
2020-06-21 04:30:00;2;0;2;0;0;0;0;0;0;0;0;0
2020-06-21 04:45:00;1;0;1;0;0;0;0;0;0;0;0;0
2020-06-21 05:00:00;3;0;1;1;0;0;0;0;0;0;0;0
2020-06-21 05:15:00;3;0;6;0;0;0;0;0;0;0;0;0
2020-06-21 05:30:00;2;0;4;1;0;0;0;0;0;0;0;0
2020-06-21 05:45:00;2;0;4;2;0;0;0;0;0;0;0;0
2020-06-21 06:00:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-21 06:15:00;2;0;4;1;0;0;0;0;0;0;0;0
2020-06-21 06:30:00;3;0;2;4;0;0;0;0;0;0;0;0
2020-06-21 06:45:00;0;0;6;0;0;0;0;0;0;0;0;0
2020-06-21 07:00:00;9;0;2;0;0;0;0;0;0;0;0;0
2020-06-21 07:15:00;8;0;7;4;0;0;0;0;0;0;0;0
2020-06-21 07:30:00;6;0;12;6;1;0;0;0;0;0;0;0
2020-06-21 07:45:00;7;0;13;2;0;0;0;0;0;0;0;0
2020-06-21 08:00:00;8;0;8;0;0;0;0;0;0;0;0;0
2020-06-21 08:15:00;7;0;12;4;0;0;0;0;0;0;0;0
2020-06-21 08:30:00;8;0;15;5;0;0;0;0;0;0;0;0
2020-06-21 08:45:00;13;0;24;8;1;0;0;0;0;0;0;0
2020-06-21 09:15:00;21;0;24;8;1;0;2;0;0;0;0;0
2020-06-21 09:30:00;22;0;25;6;21;0;2;1;0;0;0;0
2020-06-21 09:45:00;33;0;28;12;1;0;4;2;0;0;0;0
2020-06-21 10:00:00;27;0;34;8;5;0;2;0;0;0;0;0
2020-06-21 10:15:00;24;0;33;12;11;0;0;4;0;0;0;0
2020-06-21 10:30:00;21;0;29;11;4;0;4;0;0;0;0;0
2020-06-21 10:45:00;30;0;34;13;8;0;0;2;0;0;0;0
2020-06-21 11:00:00;33;0;36;10;7;0;3;5;0;0;0;0
2020-06-21 11:15:00;40;0;40;10;7;0;2;0;0;0;0;0
2020-06-21 11:30:00;28;0;40;11;0;2;8;0;0;0;0;0
2020-06-21 12:00:00;37;0;33;15;9;0;1;1;0;0;0;0
2020-06-21 12:15:00;35;0;37;12;0;0;1;2;0;0;0;0
2020-06-21 12:30:00;31;0;48;12;1;0;1;0;0;0;0;0
2020-06-21 12:45:00;30;0;36;21;2;1;37;6;0;0;0;0
2020-06-21 13:00:00;35;0;34;14;28;0;0;1;0;0;0;0
2020-06-21 13:15:00;35;0;55;13;10;1;6;0;0;0;0;0
2020-06-21 13:30:00;23;0;39;10;1;3;5;0;0;0;0;0
2020-06-21 13:45:00;45;0;43;17;2;0;0;0;0;0;0;0
2020-06-21 14:00:00;36;0;52;22;7;7;2;0;0;0;0;0
2020-06-21 14:15:00;45;0;50;27;25;3;0;0;0;0;0;0
2020-06-21 14:30:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-21 14:45:00;44;0;54;15;5;0;3;0;0;0;0;0
2020-06-21 15:00:00;41;0;52;20;15;0;0;2;0;0;0;0
2020-06-21 15:15:00;37;0;48;18;1;0;3;1;0;0;0;0
2020-06-21 15:30:00;38;0;31;7;10;0;11;0;0;0;0;0
2020-06-21 15:45:00;36;0;38;22;4;1;1;0;0;0;0;0
2020-06-21 16:00:00;40;0;36;10;1;2;2;0;0;0;0;0
2020-06-21 16:15:00;27;0;37;15;6;0;4;0;0;0;0;0
2020-06-21 16:30:00;41;0;34;22;8;2;6;0;0;0;0;0
2020-06-21 16:45:00;40;0;44;16;17;0;2;0;0;0;0;0
2020-06-21 17:00:00;49;0;35;19;3;20;7;0;0;0;0;0
2020-06-21 17:15:00;40;0;36;14;19;1;2;0;0;0;0;0
2020-06-21 17:30:00;53;0;53;19;13;0;1;0;0;0;0;0
2020-06-21 17:45:00;41;0;47;17;0;2;3;0;0;0;0;0
2020-06-21 18:00:00;47;0;34;16;2;1;14;0;0;0;0;0
2020-06-21 18:15:00;37;0;45;20;1;1;3;0;0;0;0;0
2020-06-21 18:30:00;39;0;41;17;17;0;0;7;0;0;0;0
2020-06-21 18:45:00;41;0;29;14;13;0;8;1;0;0;0;0
2020-06-21 19:00:00;33;0;36;14;0;0;1;0;0;0;0;0
2020-06-21 19:15:00;51;0;47;19;3;0;1;0;0;0;0;0
2020-06-21 19:30:00;43;0;43;19;1;0;2;0;0;0;0;0
2020-06-21 19:45:00;42;0;38;16;1;0;10;0;0;0;0;0
2020-06-21 20:00:00;45;0;34;15;0;0;3;0;0;0;0;0
2020-06-21 20:15:00;43;0;35;11;2;0;0;0;0;0;0;0
2020-06-21 20:30:00;39;0;33;18;1;0;7;0;0;0;0;0
2020-06-21 20:45:00;33;0;27;8;0;0;0;0;0;0;0;0
2020-06-21 21:00:00;23;0;30;5;2;0;1;0;0;0;0;0
2020-06-21 21:15:00;37;0;22;7;0;0;0;0;0;0;0;0
2020-06-21 21:30:00;24;0;22;10;0;1;0;0;0;0;0;0
2020-06-21 21:45:00;14;0;13;3;0;0;0;0;0;0;0;0
2020-06-21 22:00:00;30;0;18;7;0;0;0;0;0;0;0;0
2020-06-21 22:15:00;17;0;13;2;0;0;1;0;0;0;0;0
2020-06-21 22:30:00;21;0;7;11;0;0;0;0;0;0;0;0
2020-06-21 22:45:00;9;0;6;7;0;0;0;0;0;0;0;0
2020-06-21 23:00:00;11;0;10;5;0;0;0;0;0;0;0;0
2020-06-21 23:30:00;8;0;7;5;0;0;0;0;0;0;0;0
2020-06-21 23:45:00;8;0;2;3;0;0;0;0;0;0;0;0
