DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DB3);8(DC1);9(DC2);10(DC3);11(DD1);12(DD2);13(DD3)
2020-06-28 00:00:00;0;16;12;3;5;15;9;14;9;2;13;12;7
2020-06-28 00:15:00;0;19;16;7;7;14;5;14;4;2;10;11;12
2020-06-28 00:30:00;0;13;8;4;7;13;3;13;5;5;9;11;9
2020-06-28 00:45:00;0;16;5;4;2;14;4;10;7;3;11;8;14
2020-06-28 01:00:00;0;12;13;5;6;12;2;11;7;2;8;8;8
2020-06-28 01:15:00;0;15;8;0;6;9;0;8;3;2;12;11;4
2020-06-28 01:30:00;0;20;7;1;6;15;9;8;4;3;8;3;11
2020-06-28 01:45:00;0;16;6;1;2;6;1;4;1;2;3;9;5
2020-06-28 02:00:00;0;9;8;2;1;4;1;9;4;2;7;9;4
2020-06-28 02:15:00;0;3;5;1;6;5;3;4;3;3;8;5;4
2020-06-28 02:30:00;0;5;3;2;3;7;0;12;1;0;8;6;1
2020-06-28 02:45:00;0;6;2;0;1;4;2;4;2;0;3;4;3
2020-06-28 03:00:00;0;6;7;0;0;3;3;3;1;0;2;4;1
2020-06-28 03:15:00;0;7;6;0;1;2;1;9;2;0;4;6;1
2020-06-28 03:30:00;0;7;2;0;2;9;1;3;1;0;2;6;3
2020-06-28 03:45:00;0;7;2;1;2;4;2;2;3;2;5;5;1
2020-06-28 04:00:00;0;3;4;1;0;3;1;2;1;0;3;3;1
2020-06-28 04:15:00;0;5;2;2;3;2;1;8;0;0;2;2;1
2020-06-28 04:30:00;0;2;2;0;2;4;4;6;0;1;1;1;2
2020-06-28 04:45:00;0;8;3;1;2;2;3;7;3;0;1;2;1
2020-06-28 05:00:00;0;2;3;0;1;6;3;6;0;0;7;2;3
2020-06-28 05:15:00;0;2;3;1;1;6;0;4;4;0;4;2;2
2020-06-28 05:30:00;0;6;2;0;3;6;2;6;4;1;6;7;4
2020-06-28 05:45:00;0;5;3;3;3;7;0;5;7;0;3;0;2
2020-06-28 06:00:00;0;5;3;1;1;9;4;5;1;0;3;1;1
2020-06-28 06:15:00;0;9;6;2;1;2;0;13;6;0;6;3;5
2020-06-28 06:30:00;0;8;0;0;1;2;1;8;4;0;5;5;4
2020-06-28 06:45:00;0;8;6;0;4;6;1;8;2;2;3;1;3
2020-06-28 07:00:00;0;12;3;2;5;16;9;11;4;0;9;6;5
2020-06-28 07:15:00;0;8;3;4;5;5;0;4;5;1;7;4;4
2020-06-28 07:30:00;0;7;2;3;4;8;1;12;5;0;9;1;3
2020-06-28 07:45:00;0;8;6;1;9;12;4;12;6;2;8;7;4
2020-06-28 08:00:00;0;14;4;2;6;9;5;12;4;0;6;4;4
2020-06-28 08:15:00;0;11;8;2;13;17;3;9;2;3;15;10;6
2020-06-28 08:30:00;0;12;4;1;5;10;3;11;9;1;11;6;11
2020-06-28 08:45:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-28 09:00:00;0;21;11;3;14;21;4;22;6;5;17;10;4
2020-06-28 09:15:00;0;19;9;4;12;25;10;24;14;6;18;16;9
2020-06-28 09:30:00;0;20;19;0;14;25;9;18;12;3;17;13;12
2020-06-28 09:45:00;0;22;20;2;23;31;13;39;23;5;20;13;12
2020-06-28 10:00:00;0;21;20;1;13;27;12;36;13;6;19;16;23
2020-06-28 10:15:00;0;17;19;2;25;26;9;30;15;4;34;22;21
2020-06-28 10:30:00;0;24;19;6;14;32;17;28;8;7;23;20;10
2020-06-28 10:45:00;0;32;24;5;21;28;8;48;25;7;50;20;20
2020-06-28 11:00:00;0;40;33;5;23;34;16;24;15;7;32;25;25
2020-06-28 11:15:00;0;32;23;4;18;33;13;35;9;7;26;27;29
2020-06-28 11:30:00;0;40;23;6;24;37;14;43;17;4;35;28;28
2020-06-28 11:45:00;0;41;24;2;20;33;15;47;29;5;36;30;26
2020-06-28 12:00:00;0;33;26;3;32;41;12;38;18;6;31;24;22
2020-06-28 12:15:00;0;33;16;6;22;44;11;44;24;8;40;30;19
2020-06-28 12:30:00;0;37;25;5;11;26;15;35;19;8;31;24;16
2020-06-28 12:45:00;0;36;21;4;29;31;13;40;25;1;44;29;33
2020-06-28 13:00:00;0;37;23;5;32;39;13;40;18;7;39;32;31
2020-06-28 13:15:00;0;27;22;1;25;44;3;48;23;3;36;33;32
