DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DC1);8(DC2);9(DC3);10(DD1);11(DE1)
2020-02-09 00:00:00;22;15;4;4;0;4;13;11;0;3;0
2020-02-09 00:15:00;22;12;5;4;1;9;24;10;0;3;0
2020-02-09 00:30:00;25;6;2;4;1;5;25;9;0;4;0
2020-02-09 00:45:00;24;8;4;1;0;2;31;6;1;3;0
2020-02-09 01:00:00;18;4;2;5;1;5;25;11;0;2;0
2020-02-09 01:15:00;14;5;0;2;1;3;12;2;0;1;0
2020-02-09 01:30:00;13;13;1;1;1;2;19;4;0;0;0
2020-02-09 01:45:00;15;4;1;2;0;3;11;2;0;3;0
2020-02-09 02:00:00;6;9;3;1;0;2;14;2;0;1;0
2020-02-09 02:15:00;8;6;3;3;0;3;12;4;0;0;0
2020-02-09 02:30:00;8;5;4;1;0;2;5;0;0;1;0
2020-02-09 02:45:00;10;7;2;2;0;2;13;3;1;1;0
2020-02-09 03:00:00;10;2;2;2;0;3;10;2;0;2;0
2020-02-09 03:15:00;7;3;2;1;2;4;11;3;0;2;0
2020-02-09 03:30:00;5;6;1;1;0;1;9;0;0;2;0
2020-02-09 03:45:00;12;5;3;2;1;5;10;5;0;1;0
2020-02-09 04:00:00;14;3;1;3;0;3;9;2;0;1;0
2020-02-09 04:15:00;8;2;1;2;1;3;7;1;0;2;0
2020-02-09 04:30:00;13;1;0;3;1;6;5;1;0;1;0
2020-02-09 04:45:00;6;6;0;2;0;0;10;2;0;0;0
2020-02-09 05:00:00;15;4;5;0;0;1;12;11;0;5;0
2020-02-09 05:15:00;12;6;2;6;2;6;9;4;0;1;0
2020-02-09 05:30:00;13;6;6;4;0;5;23;12;1;2;0
2020-02-09 05:45:00;21;10;2;4;0;6;10;7;0;0;0
2020-02-09 06:00:00;17;8;3;1;0;1;19;3;0;3;0
2020-02-09 06:15:00;7;10;6;6;1;7;7;2;0;0;0
2020-02-09 06:30:00;12;7;4;4;0;5;12;2;0;0;0
2020-02-09 06:45:00;7;7;2;1;0;0;10;3;0;2;0
2020-02-09 07:00:00;13;6;2;3;0;4;16;3;0;1;0
2020-02-09 07:15:00;13;7;6;6;1;8;17;3;0;1;0
2020-02-09 07:30:00;27;7;3;4;2;6;18;3;0;4;0
2020-02-09 07:45:00;20;10;6;4;1;5;27;3;0;1;0
2020-02-09 08:00:00;22;10;3;4;1;6;23;7;0;3;0
2020-02-09 08:15:00;27;18;5;2;1;3;27;7;0;2;0
