DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DC1);8(DC2);9(TAFGA);10(TAFBA);11(TAFGB);12(TAFBB);13(TAFBC)
2020-04-18 00:00:00;0;7;2;8;2;1;0;0;0;0;0;0;0
2020-04-18 00:15:00;0;8;0;6;5;0;0;0;0;0;0;0;0
2020-04-18 00:30:00;0;8;0;6;2;0;1;2;0;0;0;0;0
2020-04-18 00:45:00;0;3;0;6;2;0;0;0;0;0;0;0;0
2020-04-18 01:00:00;0;6;1;5;6;0;0;0;0;0;0;0;0
2020-04-18 01:15:00;0;5;0;3;2;1;0;2;0;0;0;0;0
2020-04-18 01:30:00;0;2;2;4;3;0;0;0;0;0;0;0;0
2020-04-18 01:45:00;0;3;1;2;0;0;0;0;0;0;0;0;0
2020-04-18 02:00:00;0;5;0;3;4;1;0;0;0;0;0;0;0
2020-04-18 02:15:00;0;5;3;2;2;0;0;1;0;0;0;0;0
2020-04-18 02:30:00;0;8;1;1;0;0;0;0;0;0;0;0;0
2020-04-18 02:45:00;0;1;1;2;1;0;0;0;0;0;0;0;0
2020-04-18 03:00:00;0;3;1;1;1;0;0;0;0;0;0;0;0
2020-04-18 03:15:00;0;1;2;1;1;0;0;0;0;0;0;0;0
2020-04-18 03:30:00;1;4;0;4;2;0;0;0;0;0;0;0;0
2020-04-18 03:45:00;0;1;1;3;0;0;0;1;0;0;0;0;0
2020-04-18 04:00:00;0;3;2;2;1;1;1;1;0;0;0;0;0
2020-04-18 04:15:00;0;6;2;1;1;1;1;1;0;0;0;0;0
2020-04-18 04:30:00;1;10;1;5;1;1;0;2;0;0;0;0;0
2020-04-18 04:45:00;1;8;5;3;3;0;0;0;0;0;0;0;0
2020-04-18 05:00:00;0;6;2;4;1;0;0;0;0;0;0;0;0
2020-04-18 05:15:00;0;13;1;5;4;1;0;0;0;0;0;0;0
2020-04-18 05:30:00;5;19;5;12;10;3;1;4;0;0;0;0;0
2020-04-18 05:45:00;13;18;5;14;2;1;1;3;0;0;0;0;0
2020-04-18 06:00:00;16;29;14;11;6;6;2;5;0;0;0;0;0
2020-04-18 06:15:00;7;20;7;21;7;4;8;15;0;0;0;0;0
2020-04-18 06:30:00;8;24;8;26;4;5;10;12;0;0;0;0;0
2020-04-18 06:45:00;11;18;13;21;4;6;6;7;0;0;0;0;0
2020-04-18 07:00:00;15;12;13;14;3;8;12;13;0;0;0;0;0
2020-04-18 07:15:00;13;22;7;13;4;3;4;10;0;0;1;0;0
2020-04-18 07:30:00;21;25;16;14;11;10;10;17;0;0;15;0;0
2020-04-18 07:45:00;21;16;12;20;10;11;6;13;10;0;0;0;0
2020-04-18 08:00:00;24;21;16;17;5;21;15;21;5;0;0;0;0
2020-04-18 08:15:00;27;25;12;17;8;13;16;25;32;2;0;0;0
2020-04-18 08:30:00;34;26;12;28;6;11;14;19;3;0;3;0;0
2020-04-18 08:45:00;26;22;20;22;14;18;16;29;8;0;5;0;0
2020-04-18 09:00:00;31;23;20;19;8;19;24;29;3;0;1;0;0
2020-04-18 09:15:00;37;26;22;30;14;17;15;24;11;0;0;0;0
2020-04-18 09:30:00;37;41;21;33;16;18;20;29;2;0;0;0;0
2020-04-18 09:45:00;33;33;21;31;15;14;19;39;9;0;1;0;0
2020-04-18 10:00:00;42;48;25;39;24;23;24;34;7;0;1;0;0
2020-04-18 10:15:00;35;39;38;21;20;22;27;40;4;0;8;9;0
2020-04-18 10:30:00;31;44;23;38;21;18;22;41;4;0;11;0;0
2020-04-18 10:45:00;49;27;32;42;21;27;31;38;5;0;1;0;0
2020-04-18 11:00:00;32;33;29;44;18;34;23;34;4;0;7;0;0
2020-04-18 11:15:00;43;37;30;45;18;34;25;40;14;0;6;0;0
2020-04-18 11:30:00;42;49;40;47;17;31;34;52;12;0;8;2;0
2020-04-18 11:45:00;45;38;28;43;20;29;46;46;7;0;17;0;0
2020-04-18 12:00:00;40;48;33;42;21;26;28;43;13;0;5;0;0
2020-04-18 12:15:00;47;42;41;43;28;18;35;50;24;2;1;0;0
2020-04-18 12:30:00;42;51;46;46;25;15;31;47;0;0;5;0;0
2020-04-18 12:45:00;38;56;37;44;32;31;16;41;13;0;0;0;0
2020-04-18 13:00:00;22;50;38;46;29;25;33;38;5;0;2;0;0
2020-04-18 13:15:00;51;51;46;55;30;23;31;40;6;0;2;0;2
2020-04-18 13:30:00;34;52;51;38;22;20;31;36;12;0;9;2;0
2020-04-18 13:45:00;33;44;39;38;15;21;23;33;4;0;2;0;0
2020-04-18 14:00:00;35;51;47;43;21;19;30;33;7;0;12;0;0
2020-04-18 14:15:00;40;60;33;33;26;20;26;37;4;0;4;4;0
2020-04-18 14:30:00;33;51;35;43;31;23;19;45;12;2;1;0;0
2020-04-18 14:45:00;29;54;44;49;29;21;24;42;9;0;5;0;0
2020-04-18 15:00:00;42;52;33;39;16;23;24;35;17;0;9;3;0
2020-04-18 15:15:00;39;44;26;42;24;24;34;36;17;0;21;3;1
2020-04-18 15:30:00;40;29;37;42;33;23;27;40;8;0;10;0;0
2020-04-18 15:45:00;26;39;30;33;28;19;32;34;9;0;2;2;0
2020-04-18 16:00:00;28;38;34;39;29;23;35;44;15;6;13;0;0
2020-04-18 16:15:00;29;49;45;46;25;18;16;27;4;0;17;0;0
2020-04-18 16:30:00;34;46;42;47;26;25;24;35;10;0;9;1;0
2020-04-18 16:45:00;40;38;27;52;35;19;28;42;14;10;48;0;0
2020-04-18 17:00:00;44;43;36;56;31;18;18;40;3;5;27;0;0
2020-04-18 17:15:00;28;48;36;43;22;17;29;36;9;0;5;1;0
2020-04-18 17:30:00;22;39;38;42;26;16;21;33;2;1;19;0;0
2020-04-18 17:45:00;32;31;23;56;19;18;22;30;1;0;1;0;0
2020-04-18 18:00:00;30;34;27;41;18;15;13;30;5;1;12;0;0
2020-04-18 18:15:00;19;42;27;42;23;19;22;34;0;0;17;7;0
2020-04-18 18:30:00;29;37;20;25;17;15;15;31;4;17;5;0;0
2020-04-18 18:45:00;32;35;18;26;11;19;22;38;9;1;2;1;0
2020-04-18 19:00:00;27;42;27;31;14;17;15;23;6;0;2;0;2
2020-04-18 19:15:00;14;29;17;37;22;18;23;28;6;0;13;0;0
2020-04-18 19:30:00;19;28;16;31;12;17;14;30;2;0;0;0;0
2020-04-18 19:45:00;11;26;17;29;11;12;28;29;8;3;1;1;0
2020-04-18 20:00:00;3;31;20;26;29;2;10;14;9;5;9;0;0
2020-04-18 20:15:00;8;28;10;31;19;2;8;10;0;0;0;0;0
2020-04-18 20:30:00;5;29;15;20;6;0;3;6;0;0;0;0;0
2020-04-18 20:45:00;0;24;16;20;5;3;3;4;0;0;0;0;0
