DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DD1);7(DE1);8(DE2);9(TAFBC);10(TAFGDE);11(TAFBDE);12(DC3);13(TARDB);14(TARDC);15(TARDD)
2020-11-16 00:00:00;5;6;2;0;0;0;10;10;0;0;0;0;0;0;0
2020-11-16 00:15:00;14;11;1;1;0;0;17;12;0;0;0;1;0;0;0
2020-11-16 00:30:00;12;9;0;0;0;0;5;4;0;0;0;0;0;0;0
2020-11-16 00:45:00;8;2;0;0;0;0;11;9;0;0;0;0;0;0;0
2020-11-16 01:00:00;1;4;1;0;0;0;11;8;0;0;0;0;0;0;0
2020-11-16 01:15:00;7;2;0;0;0;0;7;6;0;0;0;0;0;0;0
2020-11-16 01:30:00;1;5;0;0;0;0;14;9;0;0;0;0;0;0;0
2020-11-16 01:45:00;4;2;0;0;0;0;13;11;0;0;0;0;0;0;0
2020-11-16 02:00:00;0;2;1;0;0;0;10;8;0;0;0;0;0;0;0
2020-11-16 02:15:00;8;5;0;0;0;0;9;10;0;0;0;0;0;0;0
2020-11-16 02:30:00;2;1;0;0;0;0;9;8;0;0;0;0;0;0;0
2020-11-16 02:45:00;5;4;1;0;0;0;8;9;0;0;0;0;0;0;0
2020-11-16 03:00:00;4;4;0;0;0;0;10;7;0;0;0;0;0;0;0
2020-11-16 03:15:00;5;4;1;0;0;0;5;4;0;0;0;0;0;0;0
2020-11-16 03:30:00;9;9;0;0;0;0;11;12;0;0;0;0;0;0;0
2020-11-16 03:45:00;3;9;0;0;0;0;9;9;0;0;0;0;0;0;0
2020-11-16 04:00:00;5;8;0;0;0;0;11;10;0;0;0;0;0;0;0
2020-11-16 04:15:00;6;9;0;0;2;0;20;18;0;0;0;2;0;0;0
2020-11-16 04:30:00;15;24;1;0;0;0;20;19;0;0;0;0;0;0;0
2020-11-16 04:45:00;29;30;0;0;0;1;29;27;0;0;0;0;0;0;0
2020-11-16 05:00:00;46;50;0;0;1;0;40;46;0;0;0;1;0;0;0
2020-11-16 05:15:00;79;57;0;0;0;0;48;58;0;0;0;0;0;0;0
2020-11-16 05:30:00;81;58;0;1;0;0;60;66;0;0;0;0;0;0;0
2020-11-16 05:45:00;68;54;5;1;1;1;45;56;0;0;0;2;0;0;0
2020-11-16 06:00:00;59;61;1;0;3;0;49;62;0;0;0;3;0;0;0
2020-11-16 06:15:00;83;58;2;0;1;1;54;70;0;0;0;2;0;0;0
2020-11-16 06:30:00;92;59;1;0;2;1;42;80;0;0;0;2;2;0;0
2020-11-16 06:45:00;96;56;23;0;0;3;40;77;0;0;0;0;0;0;0
2020-11-16 07:00:00;113;76;11;1;1;1;49;83;0;0;0;3;2;0;0
2020-11-16 07:15:00;125;118;10;2;10;2;51;98;0;0;0;13;0;0;0
2020-11-16 07:30:00;44;44;21;2;11;3;29;130;0;0;0;11;0;0;1
2020-11-16 07:45:00;8;30;9;5;13;5;28;158;0;0;0;12;0;0;0
2020-11-16 08:00:00;69;83;14;3;7;7;42;156;0;0;0;12;1;0;2
2020-11-16 08:15:00;92;99;10;0;6;2;56;165;0;0;0;6;0;0;1
2020-11-16 08:30:00;95;128;1;1;7;3;41;173;0;0;0;8;0;0;1
2020-11-16 08:45:00;78;103;9;1;6;7;41;167;0;0;0;8;0;0;0
2020-11-16 09:00:00;89;96;10;1;3;3;76;164;0;0;0;3;1;1;9
2020-11-16 09:15:00;89;98;3;0;6;4;68;168;0;0;0;8;0;0;1
2020-11-16 09:30:00;92;124;5;0;1;3;79;170;0;0;0;4;0;0;0
2020-11-16 09:45:00;92;116;6;2;8;3;52;197;0;0;0;7;1;0;3
2020-11-16 10:00:00;90;105;15;0;5;5;86;182;0;0;0;5;0;0;1
2020-11-16 10:15:00;101;113;11;4;5;2;79;199;0;0;0;6;0;0;0
2020-11-16 10:30:00;88;128;5;0;9;5;81;167;0;0;0;11;0;0;0
2020-11-16 10:45:00;83;108;9;1;6;2;88;189;0;0;0;6;0;0;0
2020-11-16 11:00:00;78;119;6;1;8;3;79;207;0;0;0;11;0;0;0
2020-11-16 11:15:00;77;98;3;2;10;3;70;188;0;0;0;10;0;0;1
2020-11-16 11:30:00;82;100;9;0;18;3;62;171;0;0;0;11;0;0;0
2020-11-16 11:45:00;68;87;5;3;7;4;59;203;0;0;0;8;0;0;0
2020-11-16 12:00:00;81;102;8;2;9;2;84;200;0;0;0;9;0;0;0
2020-11-16 12:15:00;77;97;8;1;9;4;81;206;0;0;0;8;14;0;1
2020-11-16 12:30:00;70;102;4;2;10;5;63;211;0;0;0;10;0;0;6
2020-11-16 12:45:00;87;110;16;1;7;3;63;185;0;0;0;7;0;0;1
2020-11-16 13:00:00;105;107;6;2;8;2;64;220;0;0;0;8;0;0;0
2020-11-16 13:15:00;104;128;5;1;10;1;100;196;0;0;0;11;0;0;0
2020-11-16 13:30:00;83;105;3;2;10;1;79;229;0;0;0;15;0;0;2
