DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(DD1);6(TAFBA);7(TAFBC);8(TAFBD)
2020-05-18 00:00:00;0;2;1;0;0;0;0;0
2020-05-18 00:15:00;0;3;0;0;0;0;0;0
2020-05-18 00:30:00;1;2;2;1;0;0;0;0
2020-05-18 00:45:00;0;1;4;0;0;0;0;0
2020-05-18 01:00:00;0;1;2;2;0;0;0;0
2020-05-18 01:15:00;0;3;1;1;0;0;0;0
2020-05-18 01:30:00;0;5;0;0;0;0;0;0
2020-05-18 01:45:00;0;0;0;0;0;0;0;0
2020-05-18 02:00:00;0;2;0;1;0;0;0;0
2020-05-18 02:15:00;0;0;0;0;0;0;0;0
2020-05-18 02:30:00;0;0;0;0;0;0;0;0
2020-05-18 02:45:00;0;0;0;0;0;0;0;0
2020-05-18 03:00:00;0;0;0;0;0;0;0;0
2020-05-18 03:15:00;0;0;0;0;0;0;0;0
2020-05-18 03:30:00;0;0;0;0;0;0;0;0
2020-05-18 03:45:00;0;0;0;1;0;0;0;0
2020-05-18 04:00:00;0;0;1;1;0;0;0;0
2020-05-18 04:15:00;0;0;1;0;0;0;0;0
2020-05-18 04:30:00;2;4;1;1;0;0;0;0
2020-05-18 04:45:00;0;4;5;0;0;0;0;0
2020-05-18 05:00:00;2;3;9;3;0;0;0;0
2020-05-18 05:15:00;1;14;22;6;2;0;0;0
2020-05-18 05:30:00;1;11;38;5;0;0;0;0
2020-05-18 05:45:00;1;9;32;1;4;0;0;0
2020-05-18 06:00:00;0;3;27;2;0;0;0;0
2020-05-18 06:15:00;3;10;29;1;267;0;0;0
2020-05-18 06:30:00;4;21;83;2;6;0;0;0
2020-05-18 06:45:00;3;25;61;6;19;0;0;0
2020-05-18 07:00:00;3;7;30;2;5;0;0;0
2020-05-18 07:15:00;5;14;37;7;7;0;0;0
2020-05-18 07:30:00;4;14;40;3;11;0;0;0
2020-05-18 07:45:00;4;21;49;4;10;0;0;1
2020-05-18 08:00:00;2;16;50;7;12;0;0;0
2020-05-18 08:15:00;2;29;33;6;12;0;0;0
2020-05-18 08:30:00;2;25;26;9;5;0;0;0
2020-05-18 08:45:00;5;13;31;3;10;0;0;0
2020-05-18 09:00:00;4;19;21;4;6;0;0;0
2020-05-18 09:15:00;2;20;18;8;8;0;0;0
2020-05-18 09:30:00;4;10;19;5;10;0;0;0
2020-05-18 09:45:00;1;19;14;4;5;0;0;0
2020-05-18 10:00:00;5;29;14;2;8;0;2;0
2020-05-18 10:15:00;1;27;11;6;14;0;1;0
2020-05-18 10:30:00;1;17;17;5;10;0;0;0
2020-05-18 10:45:00;3;14;14;3;6;0;0;0
2020-05-18 11:00:00;3;21;7;2;3;0;0;0
2020-05-18 11:15:00;1;12;7;4;6;0;0;0
2020-05-18 11:30:00;4;17;17;7;6;0;1;1
2020-05-18 11:45:00;4;18;13;4;9;0;2;0
2020-05-18 12:00:00;1;23;22;3;5;0;1;0
2020-05-18 12:15:00;3;17;17;5;7;0;0;0
2020-05-18 12:30:00;0;10;5;3;6;0;0;0
2020-05-18 12:45:00;1;20;16;5;9;0;0;0
2020-05-18 13:00:00;3;24;14;4;8;0;2;0
2020-05-18 13:15:00;4;30;20;6;4;0;0;0
2020-05-18 13:30:00;2;17;19;5;7;0;0;0
2020-05-18 13:45:00;6;26;13;5;4;0;0;0
2020-05-18 14:00:00;4;70;32;4;5;0;0;0
2020-05-18 14:15:00;3;53;27;6;25;0;0;0
2020-05-18 14:30:00;3;35;15;5;11;0;0;0
2020-05-18 14:45:00;3;40;18;6;11;0;0;0
2020-05-18 15:00:00;6;60;33;7;8;0;0;0
2020-05-18 15:15:00;8;109;15;4;9;0;0;0
2020-05-18 15:30:00;1;30;8;5;5;0;0;0
2020-05-18 15:45:00;6;39;16;2;10;0;0;0
2020-05-18 16:00:00;0;53;15;2;11;1;1;0
2020-05-18 16:15:00;6;29;11;1;6;0;0;0
2020-05-18 16:30:00;1;35;13;2;2;0;0;0
2020-05-18 16:45:00;5;32;13;1;6;0;0;0
2020-05-18 17:00:00;3;38;15;0;10;0;0;0
2020-05-18 17:15:00;1;34;7;2;4;0;2;0
2020-05-18 17:30:00;0;27;2;0;1;0;0;0
2020-05-18 17:45:00;5;29;11;2;8;0;0;0
2020-05-18 18:00:00;1;20;6;1;7;0;0;0
2020-05-18 18:15:00;1;17;6;2;5;0;0;0
2020-05-18 18:30:00;2;19;9;4;1;0;0;0
2020-05-18 18:45:00;1;15;3;2;1;0;0;0
2020-05-18 19:00:00;1;10;8;0;2;0;0;0
2020-05-18 19:15:00;0;7;6;1;1;0;0;0
2020-05-18 19:30:00;2;13;5;1;6;0;0;0
2020-05-18 19:45:00;0;8;2;0;0;0;0;0
2020-05-18 20:00:00;0;8;6;3;2;0;0;0
2020-05-18 20:15:00;1;9;3;1;0;0;0;0
2020-05-18 20:30:00;0;11;4;0;0;0;0;0
2020-05-18 20:45:00;5;9;2;0;1;0;0;0
2020-05-18 21:00:00;0;6;2;3;0;0;0;0
2020-05-18 21:15:00;0;8;5;3;0;0;0;0
2020-05-18 21:30:00;0;19;6;1;1;0;0;0
2020-05-18 21:45:00;3;17;15;1;6;0;0;0
2020-05-18 22:00:00;2;35;12;0;2;0;0;0
2020-05-18 22:15:00;0;4;2;0;0;0;0;0
2020-05-18 22:30:00;0;6;3;0;0;0;0;0
2020-05-18 22:45:00;0;6;3;0;0;0;0;0
2020-05-18 23:00:00;0;2;0;0;0;0;0;0
2020-05-18 23:15:00;0;2;5;2;0;0;0;0
2020-05-18 23:30:00;0;2;4;1;0;0;0;0
2020-05-18 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
