DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DB4);7(DC1);8(DC2);9(TAFBA);10(TAFBB);11(TAFBC)
2020-10-05 00:00:00;1;5;0;0;0;0;1;1;0;0;0
2020-10-05 00:15:00;3;5;0;9;1;4;0;1;0;0;0
2020-10-05 00:30:00;1;2;0;4;0;2;1;0;0;0;0
2020-10-05 00:45:00;0;1;0;2;0;1;0;0;0;0;0
2020-10-05 01:00:00;0;1;0;3;0;1;0;0;0;0;0
2020-10-05 01:15:00;0;1;0;3;0;2;0;0;0;0;0
2020-10-05 01:30:00;1;3;0;4;0;2;0;0;0;0;0
2020-10-05 01:45:00;0;2;0;0;0;0;1;1;0;0;0
2020-10-05 02:00:00;1;1;0;1;0;1;0;0;0;0;0
2020-10-05 02:15:00;0;2;0;2;0;1;0;0;0;0;0
2020-10-05 02:30:00;1;1;0;0;0;0;0;0;0;0;0
2020-10-05 02:45:00;1;2;0;4;0;3;0;0;0;0;0
2020-10-05 03:00:00;3;1;0;1;0;0;0;0;0;0;0
2020-10-05 03:15:00;3;4;0;0;0;0;1;2;0;0;0
2020-10-05 03:30:00;0;1;0;0;0;0;0;0;0;0;0
2020-10-05 03:45:00;0;0;0;1;0;1;0;0;0;0;0
2020-10-05 04:00:00;0;0;0;0;0;0;0;0;0;0;0
2020-10-05 04:15:00;2;1;0;6;1;5;0;0;0;0;0
2020-10-05 04:30:00;0;1;0;1;0;0;0;1;0;0;0
2020-10-05 04:45:00;4;3;0;3;1;3;1;5;0;0;0
2020-10-05 05:00:00;2;7;0;3;0;0;0;3;0;0;0
2020-10-05 05:15:00;6;4;0;4;0;1;0;5;0;0;0
2020-10-05 05:30:00;5;4;0;10;2;6;2;11;0;0;0
2020-10-05 05:45:00;15;19;0;16;1;11;2;3;0;0;0
2020-10-05 06:00:00;16;18;0;27;6;14;1;6;0;0;0
2020-10-05 06:15:00;29;29;0;28;9;16;2;14;0;0;0
2020-10-05 06:30:00;33;39;0;28;12;17;3;14;0;0;0
2020-10-05 06:45:00;41;35;0;30;11;24;2;24;0;0;0
2020-10-05 07:00:00;40;62;0;26;14;24;7;22;0;0;0
2020-10-05 07:15:00;75;106;0;55;14;35;12;26;2;6;0
2020-10-05 07:30:00;91;144;0;73;20;60;10;32;2;0;0
2020-10-05 07:45:00;98;98;0;79;13;59;14;26;17;6;0
2020-10-05 08:00:00;77;63;0;68;17;70;8;27;3;1;0
2020-10-05 08:15:00;66;55;0;68;15;52;4;15;2;0;0
2020-10-05 08:30:00;55;45;0;57;13;49;4;21;0;2;0
2020-10-05 08:45:00;50;61;0;54;11;46;4;20;2;10;0
2020-10-05 09:00:00;48;31;0;46;6;37;3;12;0;0;0
2020-10-05 09:15:00;41;41;0;49;7;45;6;11;0;0;0
2020-10-05 09:30:00;59;50;0;50;8;41;2;19;0;5;0
2020-10-05 09:45:00;58;39;0;67;15;55;7;22;0;0;0
2020-10-05 10:00:00;23;17;0;37;8;29;4;8;0;0;0
2020-10-05 10:15:00;41;34;0;38;8;33;7;10;5;0;0
2020-10-05 10:30:00;35;43;0;65;14;56;6;14;2;0;0
2020-10-05 10:45:00;41;46;0;75;14;63;10;16;0;0;0
