DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(DCL1);6(DDR1);7(DDL1)
2019-08-28 00:00:00;13;7;19;2;2;1;2
2019-08-28 00:15:00;19;6;18;3;2;4;2
2019-08-28 00:30:00;14;6;13;2;4;4;3
2019-08-28 00:45:00;16;9;15;3;3;4;4
2019-08-28 01:00:00;5;2;5;4;4;3;1
2019-08-28 01:15:00;19;7;7;2;6;4;2
2019-08-28 01:30:00;10;11;14;2;4;1;4
2019-08-28 01:45:00;9;4;12;2;1;7;2
2019-08-28 02:00:00;4;2;15;1;4;2;0
2019-08-28 02:15:00;10;2;8;0;0;4;5
2019-08-28 02:30:00;3;3;7;1;4;4;4
2019-08-28 02:45:00;8;6;11;0;5;8;7
2019-08-28 03:00:00;9;3;9;0;5;3;3
2019-08-28 03:15:00;10;0;12;1;3;9;4
2019-08-28 03:30:00;4;3;12;1;4;6;0
2019-08-28 03:45:00;10;3;9;1;3;5;2
2019-08-28 04:00:00;3;4;19;3;3;4;0
2019-08-28 04:15:00;6;2;11;4;3;3;2
2019-08-28 04:30:00;4;5;22;7;3;0;0
2019-08-28 04:45:00;17;12;40;6;4;2;1
2019-08-28 05:00:00;19;13;50;14;0;0;1
2019-08-28 05:15:00;37;24;87;19;2;0;2
2019-08-28 05:30:00;59;26;95;47;2;1;0
2019-08-28 05:45:00;60;46;101;54;7;0;1
2019-08-28 06:00:00;67;41;91;61;6;7;1
2019-08-28 06:15:00;73;39;147;73;5;1;2
2019-08-28 06:30:00;91;48;159;93;3;1;0
2019-08-28 06:45:00;108;50;162;85;8;0;0
2019-08-28 07:00:00;121;67;155;80;7;2;3
2019-08-28 07:15:00;132;62;167;107;8;1;2
2019-08-28 07:30:00;162;85;153;76;8;0;1
2019-08-28 07:45:00;152;95;177;101;11;2;0
2019-08-28 08:00:00;137;70;162;91;8;3;1
2019-08-28 08:15:00;129;80;157;76;9;1;0
2019-08-28 08:30:00;133;76;161;94;11;2;4
2019-08-28 08:45:00;139;91;153;93;8;1;0
2019-08-28 09:00:00;111;66;129;67;8;1;2
2019-08-28 09:15:00;115;88;141;72;12;3;2
2019-08-28 09:30:00;121;80;140;64;9;1;1
2019-08-28 09:45:00;113;84;145;62;8;1;1
2019-08-28 10:00:00;122;83;129;72;13;4;1
2019-08-28 10:15:00;133;82;130;50;12;4;2
2019-08-28 10:30:00;117;75;136;66;7;0;2
2019-08-28 10:45:00;119;94;152;80;8;1;2
2019-08-28 11:00:00;125;77;144;64;10;3;3
2019-08-28 11:15:00;138;106;140;73;4;1;4
2019-08-28 11:30:00;126;89;160;78;4;4;2
2019-08-28 11:45:00;122;101;144;62;13;2;4
2019-08-28 12:00:00;126;99;145;85;12;2;12
2019-08-28 12:15:00;128;121;137;60;13;6;2
2019-08-28 12:30:00;121;101;152;69;6;5;2
2019-08-28 12:45:00;119;95;134;67;10;2;2
2019-08-28 13:00:00;116;91;138;70;6;4;7
2019-08-28 13:15:00;133;85;151;76;13;2;4
2019-08-28 13:30:00;133;88;151;94;4;3;2
2019-08-28 13:45:00;151;103;138;84;11;3;6
2019-08-28 14:00:00;146;91;144;66;7;4;2
2019-08-28 14:15:00;146;115;154;88;5;5;1
2019-08-28 14:30:00;153;115;154;72;8;1;2
2019-08-28 14:45:00;157;117;55;199;9;0;3
2019-08-28 15:00:00;142;94;45;217;4;1;0
2019-08-28 15:15:00;193;123;6;221;13;0;3
2019-08-28 15:30:00;172;129;123;78;9;3;4
2019-08-28 15:45:00;158;138;159;91;7;3;2
2019-08-28 16:00:00;202;149;156;102;12;7;11
2019-08-28 16:15:00;201;136;155;105;17;1;5
2019-08-28 16:30:00;196;127;168;83;14;7;12
2019-08-28 16:45:00;182;125;157;86;5;0;8
2019-08-28 17:00:00;190;129;179;100;7;4;4
2019-08-28 17:15:00;203;135;153;95;12;4;7
2019-08-28 17:30:00;185;154;173;83;6;1;6
2019-08-28 17:45:00;181;149;160;78;13;3;2
2019-08-28 18:00:00;177;108;168;89;7;2;5
2019-08-28 18:15:00;191;128;160;85;7;2;0
2019-08-28 18:30:00;146;109;148;76;15;4;1
2019-08-28 18:45:00;158;101;134;74;9;2;2
2019-08-28 19:00:00;120;101;139;57;13;0;1
2019-08-28 19:15:00;116;98;137;58;3;3;2
2019-08-28 19:30:00;100;80;127;54;10;1;1
2019-08-28 19:45:00;106;73;110;55;7;0;0
2019-08-28 20:00:00;108;76;105;45;5;0;1
2019-08-28 20:15:00;128;85;119;71;7;2;1
2019-08-28 20:30:00;97;80;116;53;7;1;0
2019-08-28 20:45:00;73;62;111;59;1;0;1
2019-08-28 21:00:00;82;52;97;44;2;0;0
2019-08-28 21:15:00;75;56;111;44;5;0;1
2019-08-28 21:30:00;57;43;63;36;6;1;1
2019-08-28 21:45:00;80;68;61;36;9;0;0
2019-08-28 22:00:00;68;58;57;40;2;4;2
2019-08-28 22:15:00;58;56;58;30;2;1;2
2019-08-28 22:30:00;45;27;47;16;2;0;0
2019-08-28 22:45:00;45;33;59;31;1;1;3
2019-08-28 23:00:00;31;20;45;24;3;0;5
2019-08-28 23:15:00;28;24;52;17;4;1;1
2019-08-28 23:30:00;22;16;37;7;4;5;1
2019-08-28 23:45:00;35;13;28;9;4;0;5
