DATUM;1(DA1);2(DA2);3(DB1);4(DD1);5(DD2);6(DE1);7(DC1);8(DC2);9(DF2);10(DF1)
2019-10-02 00:00:00;14;7;0;5;8;1;8;2;5;13
2019-10-02 00:15:00;11;9;1;6;13;2;11;6;11;11
2019-10-02 00:30:00;6;7;2;3;13;0;12;4;5;5
2019-10-02 00:45:00;9;6;2;5;9;0;10;6;6;8
2019-10-02 01:00:00;3;3;0;10;6;2;3;7;3;2
2019-10-02 01:15:00;4;7;0;6;6;0;5;6;6;3
2019-10-02 01:30:00;4;3;0;3;3;0;3;4;2;4
2019-10-02 01:45:00;4;1;0;2;2;1;2;2;3;4
2019-10-02 02:00:00;0;3;1;4;5;0;4;2;2;0
2019-10-02 02:15:00;4;1;0;2;3;0;4;3;1;4
2019-10-02 02:30:00;4;3;0;1;1;2;1;0;2;3
2019-10-02 02:45:00;2;0;0;1;2;0;1;1;1;2
2019-10-02 03:00:00;5;3;1;1;4;0;4;1;2;3
2019-10-02 03:15:00;1;1;1;1;1;1;1;0;1;0
2019-10-02 03:30:00;1;1;0;3;3;1;3;5;1;1
2019-10-02 03:45:00;5;2;0;3;2;1;2;1;2;4
2019-10-02 04:00:00;5;3;1;3;3;1;3;2;4;5
2019-10-02 04:15:00;6;3;1;1;7;1;7;2;5;5
2019-10-02 04:30:00;4;6;0;6;5;2;7;6;6;4
2019-10-02 04:45:00;11;13;0;9;18;1;19;7;10;11
2019-10-02 05:00:00;19;12;2;19;24;8;28;18;12;15
2019-10-02 05:15:00;26;18;4;29;61;8;59;36;20;25
2019-10-02 05:30:00;37;14;4;47;52;19;61;51;20;33
2019-10-02 05:45:00;37;26;6;74;64;11;70;76;30;31
2019-10-02 06:00:00;44;50;6;58;53;7;56;62;52;35
2019-10-02 06:15:00;57;61;2;89;88;23;87;87;48;48
2019-10-02 06:30:00;43;50;7;132;108;22;119;141;48;34
2019-10-02 06:45:00;44;46;10;139;114;25;122;127;45;40
2019-10-02 07:00:00;60;50;10;161;154;29;160;170;49;49
2019-10-02 07:15:00;73;55;8;188;153;24;165;177;57;56
2019-10-02 07:30:00;78;55;13;165;155;43;160;165;55;59
2019-10-02 07:45:00;99;68;14;150;144;54;158;161;69;74
2019-10-02 08:00:00;80;81;16;124;125;24;136;121;59;65
2019-10-02 08:15:00;70;49;8;110;108;29;119;104;48;56
2019-10-02 08:30:00;68;52;22;102;106;27;115;97;53;62
2019-10-02 08:45:00;70;58;11;81;77;16;82;75;60;54
2019-10-02 09:00:00;49;55;13;81;78;24;84;85;51;43
2019-10-02 09:15:00;55;54;15;81;91;30;109;78;52;49
2019-10-02 09:30:00;62;58;17;76;84;20;94;74;58;55
2019-10-02 09:45:00;72;59;12;80;92;28;103;80;56;58
2019-10-02 10:00:00;67;63;13;75;79;20;87;74;61;56
2019-10-02 10:15:00;66;52;17;83;82;19;91;77;57;55
2019-10-02 10:30:00;70;51;20;83;101;17;115;79;61;66
2019-10-02 10:45:00;74;60;21;59;82;20;88;54;63;65
2019-10-02 11:00:00;66;66;19;85;50;18;78;59;68;67
2019-10-02 11:15:00;57;52;17;55;70;17;71;53;49;54
2019-10-02 11:30:00;77;76;17;69;96;18;99;69;80;69
2019-10-02 11:45:00;81;67;19;79;83;19;89;65;66;76
2019-10-02 12:00:00;81;72;27;65;92;20;98;58;77;71
2019-10-02 12:15:00;81;88;22;62;90;17;90;49;93;84
2019-10-02 12:30:00;84;77;16;83;87;25;89;74;75;72
