DATUM;1(DA1);2(DB1);3(DB2);4(DB3);5(DB4);6(DB5);7(DC1);8(DD1);9(DD2);10(DD3);11(DD4);12(DD5);13(TAFGA);14(TAFBA);15(TAFBB);16(TAFGC);17(TAFBC);18(TAFBD)
2020-10-17 00:00:00;3;2;5;0;0;0;6;5;0;0;0;0;0;0;0;0;0;0
2020-10-17 00:15:00;19;2;4;0;0;0;15;3;6;0;0;0;0;0;0;0;0;0
2020-10-17 00:30:00;7;2;4;0;0;0;13;3;3;0;0;0;0;0;0;0;0;0
2020-10-17 00:45:00;6;3;3;0;0;0;6;3;1;0;0;0;0;0;0;0;0;0
2020-10-17 01:00:00;10;0;0;0;0;0;10;0;2;0;0;0;0;0;0;0;0;0
2020-10-17 01:15:00;3;2;1;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0
2020-10-17 01:30:00;3;1;1;0;0;0;6;2;1;0;0;0;0;0;0;0;0;0
2020-10-17 01:45:00;7;2;3;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0
2020-10-17 02:00:00;6;0;1;0;0;0;5;1;0;0;0;0;0;0;0;0;0;0
2020-10-17 02:15:00;3;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
2020-10-17 02:30:00;2;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0
2020-10-17 02:45:00;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2020-10-17 03:00:00;2;0;1;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0
2020-10-17 03:15:00;0;3;2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
2020-10-17 03:30:00;2;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
2020-10-17 03:45:00;2;2;5;0;0;0;4;3;0;0;0;0;0;0;0;0;0;0
2020-10-17 04:00:00;2;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
2020-10-17 04:15:00;4;1;2;0;0;0;3;1;1;0;0;0;0;0;0;0;0;0
2020-10-17 04:30:00;3;2;1;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0
2020-10-17 04:45:00;13;5;2;0;0;0;5;0;1;0;0;0;0;0;0;0;0;0
2020-10-17 05:00:00;14;1;1;0;0;0;8;0;2;0;0;0;0;0;0;0;0;0
2020-10-17 05:15:00;22;2;6;0;0;0;10;2;1;0;0;0;0;0;0;0;0;0
2020-10-17 05:30:00;16;5;4;0;0;0;10;5;1;0;0;0;0;0;0;0;0;0
2020-10-17 05:45:00;11;5;4;0;0;0;17;5;1;0;0;0;0;0;0;0;0;0
2020-10-17 06:00:00;13;4;12;0;0;0;22;5;0;0;0;0;0;0;0;0;0;0
2020-10-17 06:15:00;19;4;8;0;0;0;25;5;4;0;0;0;0;0;0;0;0;0
2020-10-17 06:30:00;13;6;13;0;0;0;6;3;2;0;0;0;1;0;0;0;0;0
2020-10-17 06:45:00;28;13;19;0;0;0;17;6;3;0;0;0;0;0;0;0;0;0
2020-10-17 07:00:00;28;6;14;0;0;0;16;9;4;0;0;0;0;0;0;0;0;0
2020-10-17 07:15:00;35;14;14;0;0;0;18;6;3;0;0;0;0;0;0;0;0;0
2020-10-17 07:30:00;52;18;22;0;0;0;20;13;6;0;0;0;0;0;0;0;0;0
2020-10-17 07:45:00;49;30;27;0;0;0;32;13;4;0;0;0;1;0;0;0;0;0
2020-10-17 08:00:00;29;26;20;0;0;0;23;11;5;0;0;0;0;0;0;0;0;0
2020-10-17 08:15:00;43;32;32;0;0;0;31;18;4;0;0;0;0;0;0;0;0;0
2020-10-17 08:30:00;50;18;27;0;0;0;35;14;4;0;0;0;0;0;0;1;0;0
2020-10-17 08:45:00;67;38;33;0;0;0;32;15;2;0;0;0;0;0;0;0;0;0
2020-10-17 09:00:00;66;32;25;0;0;0;38;28;7;0;0;0;0;0;0;0;0;0
2020-10-17 09:15:00;69;42;39;0;0;0;41;20;12;0;0;0;1;0;1;1;0;0
2020-10-17 09:30:00;87;57;44;0;0;0;44;26;8;0;0;0;1;0;0;0;0;0
2020-10-17 09:45:00;86;42;24;0;0;0;39;24;11;0;0;0;0;0;0;0;0;0
2020-10-17 10:00:00;76;41;30;0;0;0;42;25;15;0;0;0;0;0;0;0;0;0
2020-10-17 10:15:00;82;43;31;0;0;0;58;32;10;0;0;0;0;0;0;0;0;0
2020-10-17 10:30:00;92;50;25;0;0;0;64;27;13;0;0;0;0;0;14;3;0;0
2020-10-17 10:45:00;84;65;37;0;0;0;60;33;6;0;0;0;0;0;0;1;0;0
2020-10-17 11:00:00;86;54;39;0;0;0;63;39;14;0;0;0;2;1;0;1;0;0
2020-10-17 11:15:00;87;63;41;0;0;0;50;30;13;0;0;0;0;0;0;0;0;0
2020-10-17 11:30:00;97;72;38;0;0;0;37;32;13;0;0;0;0;0;0;1;0;0
2020-10-17 11:45:00;94;59;33;0;0;0;71;32;17;0;0;0;1;0;0;0;0;0
2020-10-17 12:00:00;81;51;42;0;0;0;62;26;13;0;0;0;0;0;0;0;0;0
2020-10-17 12:15:00;81;45;36;0;0;0;54;45;8;0;0;0;0;0;0;0;0;0
2020-10-17 12:30:00;79;67;36;0;0;0;54;28;12;0;0;0;0;0;0;0;0;0
2020-10-17 12:45:00;72;53;26;0;0;0;53;24;8;0;0;0;1;2;0;0;0;0
2020-10-17 13:00:00;75;48;25;0;0;0;51;24;10;0;0;0;0;0;0;0;0;0
2020-10-17 13:15:00;73;52;26;0;0;0;60;25;13;0;0;0;1;0;0;0;0;0
2020-10-17 13:30:00;89;51;24;0;0;0;65;29;8;0;0;0;0;0;0;0;2;0
2020-10-17 13:45:00;70;48;19;0;0;0;61;22;12;0;0;0;0;0;0;0;0;0
2020-10-17 14:00:00;102;40;19;0;0;0;63;18;11;0;0;0;1;1;0;2;4;0
2020-10-17 14:15:00;72;34;25;0;0;0;56;22;13;0;0;0;0;0;0;0;0;0
2020-10-17 14:30:00;79;36;26;0;0;0;61;28;14;0;0;0;0;0;0;3;0;0
