DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DD1);9(DD2);10(DE1);11(DF1);12(TAFGA)
2019-09-26 00:00:00;3;4;3;0;0;1;11;0;0;0;0;0
2019-09-26 00:15:00;0;0;0;1;1;1;2;0;0;0;0;0
2019-09-26 00:30:00;0;3;2;1;2;5;9;0;0;0;0;0
2019-09-26 00:45:00;3;4;3;0;3;1;4;0;0;0;0;0
2019-09-26 01:00:00;1;1;1;3;1;0;1;0;0;0;0;0
2019-09-26 01:15:00;0;3;4;0;0;3;5;0;0;0;0;0
2019-09-26 01:30:00;1;1;1;2;4;1;4;0;0;0;0;0
2019-09-26 01:45:00;0;1;1;0;2;1;1;0;0;0;0;0
2019-09-26 02:00:00;0;2;3;0;0;0;3;0;0;0;0;0
2019-09-26 02:15:00;0;1;1;0;0;1;2;0;0;0;0;0
2019-09-26 02:30:00;2;1;2;1;2;0;0;0;0;0;0;0
2019-09-26 02:45:00;0;0;0;0;0;0;1;0;0;0;0;0
2019-09-26 03:00:00;0;1;1;0;0;0;0;0;0;0;0;0
2019-09-26 03:15:00;0;1;1;0;0;0;1;0;0;0;0;0
2019-09-26 03:30:00;2;1;1;0;0;0;1;0;0;0;0;0
2019-09-26 03:45:00;1;1;1;0;2;0;0;0;0;0;0;0
2019-09-26 04:00:00;0;1;1;0;0;0;0;0;0;0;0;0
2019-09-26 04:15:00;2;1;1;0;0;0;1;0;0;0;0;0
2019-09-26 04:30:00;0;0;0;0;0;0;1;0;0;0;0;0
2019-09-26 04:45:00;0;1;2;1;1;2;10;0;0;1;0;0
2019-09-26 05:00:00;1;7;9;0;1;1;21;0;0;3;0;0
2019-09-26 05:15:00;3;9;13;0;3;5;37;0;0;3;0;0
2019-09-26 05:30:00;7;10;14;1;0;5;37;1;1;3;254;0
2019-09-26 05:45:00;40;33;38;0;2;4;22;258;1;1;0;0
2019-09-26 06:00:00;35;27;42;0;1;3;28;257;1;1;0;0
2019-09-26 06:15:00;10;12;19;2;2;4;30;0;0;0;0;0
2019-09-26 06:30:00;17;19;50;0;1;15;41;260;4;0;0;0
2019-09-26 06:45:00;18;19;26;1;5;10;39;254;4;8;0;2
2019-09-26 07:00:00;26;18;29;2;4;13;60;0;1;5;0;0
2019-09-26 07:15:00;33;25;40;0;1;16;55;2;3;5;0;0
2019-09-26 07:30:00;46;35;43;1;3;9;55;0;3;5;0;1
2019-09-26 07:45:00;61;36;56;1;3;18;54;0;3;5;0;4
2019-09-26 08:00:00;54;56;66;1;2;13;47;255;9;3;0;0
2019-09-26 08:15:00;46;49;51;3;8;19;51;3;10;0;0;2
2019-09-26 08:30:00;45;44;48;2;6;18;55;5;6;4;0;0
2019-09-26 08:45:00;49;59;64;2;6;10;44;515;7;2;0;2
2019-09-26 09:00:00;51;54;69;1;12;16;50;258;12;255;0;1
2019-09-26 09:15:00;58;71;87;9;12;14;38;5;12;6;0;4
