DATUM;1(DA1);2(DB1);3(DC1);4(DC11);5(TAFGB);23(TAFBB);24(TAFBC)
2019-08-30 00:00:00;31;16;1;1;0;0;0
2019-08-30 00:15:00;22;29;0;0;1;0;0
2019-08-30 00:30:00;19;23;0;0;0;0;0
2019-08-30 00:45:00;18;17;0;0;0;0;0
2019-08-30 01:00:00;27;16;0;0;0;0;0
2019-08-30 01:15:00;21;8;0;0;0;0;0
2019-08-30 01:30:00;15;18;0;0;0;0;0
2019-08-30 01:45:00;12;19;0;0;0;0;0
2019-08-30 02:00:00;10;10;0;0;0;0;0
2019-08-30 02:15:00;10;6;0;0;0;0;0
2019-08-30 02:30:00;7;16;0;0;0;0;0
2019-08-30 02:45:00;7;11;0;0;0;0;0
2019-08-30 03:00:00;12;8;0;0;0;0;0
2019-08-30 03:15:00;3;11;0;0;0;0;0
2019-08-30 03:30:00;10;9;0;0;0;0;0
2019-08-30 03:45:00;7;10;0;0;0;0;0
2019-08-30 04:00:00;13;15;0;0;0;0;0
2019-08-30 04:15:00;13;7;0;0;0;0;0
2019-08-30 04:30:00;19;7;0;0;0;0;0
2019-08-30 04:45:00;11;20;1;1;0;0;0
2019-08-30 05:00:00;23;19;1;1;0;0;0
2019-08-30 05:15:00;34;38;0;0;0;0;0
2019-08-30 05:30:00;75;57;1;1;0;0;0
2019-08-30 05:45:00;91;57;5;5;0;0;0
2019-08-30 06:00:00;78;66;5;5;0;0;0
2019-08-30 06:15:00;104;74;1;1;0;0;0
2019-08-30 06:30:00;156;103;5;5;8;0;0
2019-08-30 06:45:00;189;110;4;4;0;0;0
2019-08-30 07:00:00;152;114;6;6;2;0;0
2019-08-30 07:15:00;158;115;11;11;1;0;0
2019-08-30 07:30:00;182;121;9;9;7;0;0
2019-08-30 07:45:00;165;136;8;8;1;0;0
2019-08-30 08:00:00;139;136;10;10;16;0;0
2019-08-30 08:15:00;150;129;2;2;6;0;0
2019-08-30 08:30:00;176;149;11;11;3;0;0
2019-08-30 08:45:00;180;127;7;7;3;0;0
2019-08-30 09:00:00;149;136;5;5;1;0;0
2019-08-30 09:15:00;167;144;5;5;13;0;0
2019-08-30 09:30:00;175;155;10;10;10;0;0
2019-08-30 09:45:00;192;157;2;2;20;0;0
2019-08-30 10:00:00;192;149;11;11;3;0;0
2019-08-30 10:15:00;168;138;11;11;4;0;0
2019-08-30 10:30:00;168;165;9;9;2;0;0
2019-08-30 10:45:00;202;156;9;9;5;0;0
2019-08-30 11:00:00;184;164;6;6;3;0;0
2019-08-30 11:15:00;189;200;8;8;6;0;0
2019-08-30 11:30:00;212;188;4;4;0;0;0
2019-08-30 11:45:00;206;170;8;8;11;0;0
2019-08-30 12:00:00;227;179;8;8;11;0;0
2019-08-30 12:15:00;206;197;4;4;4;0;0
2019-08-30 12:30:00;207;172;5;5;3;0;0
2019-08-30 12:45:00;213;190;12;12;23;0;0
2019-08-30 13:00:00;155;185;10;10;5;0;0
2019-08-30 13:15:00;173;185;10;10;56;0;0
2019-08-30 13:30:00;180;205;6;6;1;0;0
2019-08-30 13:45:00;182;188;13;13;13;0;0
2019-08-30 14:00:00;190;198;6;6;4;0;0
2019-08-30 14:15:00;193;187;12;12;1;0;0
2019-08-30 14:30:00;179;210;12;12;4;0;0
2019-08-30 14:45:00;169;149;6;6;29;0;0
2019-08-30 15:00:00;215;188;4;4;12;0;0
2019-08-30 15:15:00;229;181;6;6;12;0;0
2019-08-30 15:30:00;177;206;7;7;32;0;0
2019-08-30 15:45:00;194;195;10;10;51;0;0
2019-08-30 16:00:00;195;179;8;8;3;0;0
2019-08-30 16:15:00;245;175;12;12;18;0;0
2019-08-30 16:30:00;203;188;6;6;2;0;0
2019-08-30 16:45:00;190;174;6;6;7;0;0
2019-08-30 17:00:00;208;209;10;10;4;0;0
2019-08-30 17:15:00;187;184;10;10;8;0;0
2019-08-30 17:30:00;221;190;8;8;11;0;0
2019-08-30 17:45:00;190;193;10;10;1;0;0
2019-08-30 18:00:00;173;168;9;9;4;0;0
2019-08-30 18:15:00;170;174;11;11;30;0;0
2019-08-30 18:30:00;170;139;4;4;5;0;0
2019-08-30 18:45:00;162;176;4;4;5;0;0
2019-08-30 19:00:00;151;164;7;7;5;0;0
2019-08-30 19:15:00;134;167;7;7;16;0;0
2019-08-30 19:30:00;117;142;11;11;17;0;0
2019-08-30 19:45:00;105;155;4;4;8;0;0
2019-08-30 20:00:00;136;155;3;3;1;0;0
2019-08-30 20:15:00;103;110;2;2;3;0;0
2019-08-30 20:30:00;86;112;5;5;0;0;0
2019-08-30 20:45:00;92;89;3;3;0;0;0
2019-08-30 21:00:00;106;116;3;3;0;0;0
2019-08-30 21:15:00;77;75;4;4;0;0;0
2019-08-30 21:30:00;61;57;2;2;0;0;0
2019-08-30 21:45:00;73;69;1;1;0;0;0
2019-08-30 22:00:00;71;65;1;1;0;0;0
2019-08-30 22:15:00;60;72;0;0;0;0;0
2019-08-30 22:30:00;81;73;2;2;0;0;0
2019-08-30 22:45:00;65;59;5;5;0;0;0
2019-08-30 23:00:00;69;61;2;2;0;0;0
2019-08-30 23:15:00;51;50;0;0;0;0;0
2019-08-30 23:30:00;60;55;0;0;0;0;0
2019-08-30 23:45:00;52;50;1;1;0;0;0
