DATUM;1(DA1);2(DB1);3(DB2);4(DB3);5(DB4);6(DC1);7(DD1);8(DD2);9(DD3);10(tafga);11(tafgc);12(tafba);13(tafbb);14(tafbc);15(tafbd)
2020-10-12 00:00:00;3;2;0;0;1;1;0;0;1;0;0;0;0;0;0
2020-10-12 00:15:00;4;2;0;0;0;1;0;1;1;0;0;0;0;0;0
2020-10-12 00:30:00;4;3;0;2;2;1;0;0;0;0;0;0;0;0;0
2020-10-12 00:45:00;2;3;0;4;3;0;0;1;1;0;0;0;0;0;0
2020-10-12 01:00:00;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-12 01:15:00;1;3;0;3;3;0;0;0;0;0;0;0;0;0;0
2020-10-12 01:30:00;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2020-10-12 01:45:00;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0
2020-10-12 02:00:00;1;2;0;1;1;0;0;0;0;0;0;0;0;0;0
2020-10-12 02:15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-12 02:30:00;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0
2020-10-12 02:45:00;5;3;0;1;1;2;0;0;0;0;0;0;0;0;0
2020-10-12 03:00:00;4;2;0;1;1;1;0;2;2;0;0;0;0;0;0
2020-10-12 03:15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-12 03:30:00;1;2;0;1;1;2;0;0;0;0;0;0;0;0;0
2020-10-12 03:45:00;2;1;0;1;1;1;0;1;1;0;0;0;0;0;0
2020-10-12 04:00:00;0;2;0;2;2;1;0;0;0;0;0;0;0;0;0
2020-10-12 04:15:00;1;2;0;2;2;1;0;1;1;0;0;0;0;0;0
2020-10-12 04:30:00;7;3;0;2;2;3;0;1;1;0;0;0;0;0;0
2020-10-12 04:45:00;3;3;0;3;4;6;0;5;5;0;0;0;0;0;0
2020-10-12 05:00:00;11;9;0;7;7;7;0;4;3;0;0;0;0;0;0
2020-10-12 05:15:00;25;9;0;6;6;21;0;4;4;0;0;0;0;0;0
2020-10-12 05:30:00;25;21;0;20;20;19;0;9;7;0;0;0;0;0;0
2020-10-12 05:45:00;34;21;1;16;15;25;0;8;8;0;0;0;0;0;0
2020-10-12 06:00:00;35;18;0;16;17;17;0;13;12;0;0;0;0;0;0
2020-10-12 06:15:00;31;14;1;13;12;30;0;13;12;0;0;0;0;0;0
2020-10-12 06:30:00;37;25;2;22;21;24;0;19;16;0;0;0;0;0;0
2020-10-12 06:45:00;54;35;2;34;29;34;0;21;22;0;0;0;0;0;0
2020-10-12 07:00:00;48;50;0;46;44;40;0;23;16;0;0;0;0;0;0
2020-10-12 07:15:00;56;49;2;46;41;56;0;25;19;2;0;1;0;0;0
2020-10-12 07:30:00;71;57;4;55;51;37;0;23;16;0;0;12;3;2;16
2020-10-12 07:45:00;74;82;1;72;49;37;0;27;14;2;0;0;0;0;0
2020-10-12 08:00:00;51;43;3;42;31;21;0;19;17;0;0;0;0;0;0
2020-10-12 08:15:00;50;32;2;28;28;21;0;19;18;0;0;1;0;0;0
2020-10-12 08:30:00;45;56;0;54;43;32;0;26;16;0;0;0;0;0;0
2020-10-12 08:45:00;38;37;1;37;30;26;0;19;16;0;0;0;0;0;0
2020-10-12 09:00:00;44;37;2;34;30;17;0;12;12;0;0;0;0;0;0
2020-10-12 09:15:00;51;30;2;29;27;33;0;20;17;1;0;0;0;0;0
2020-10-12 09:30:00;46;32;3;25;24;15;0;21;20;0;0;0;0;0;0
2020-10-12 09:45:00;46;31;0;28;42;22;0;23;20;0;0;0;0;0;0
2020-10-12 10:00:00;48;41;2;39;29;16;0;13;11;0;0;0;0;0;0
2020-10-12 10:15:00;46;43;0;41;36;18;0;20;20;0;0;0;0;0;0
2020-10-12 10:30:00;48;29;1;26;25;17;0;18;14;0;1;0;0;0;0
