DATUM;1(DAL1);2(DBR1);3(DBL1);4(DBL2);5(DC1);6(DC2);7(DC3);8(DEG11);9(DEG12);10(DEG13);11(DEG14);12(DEG15);13(DEG16);14(DEG17)
2019-11-14 00:00:00;4;1;7;1;15;8;4;16;8;24;16;8;24;0
2019-11-14 00:15:00;9;2;3;0;16;3;9;20;10;30;20;10;30;0
2019-11-14 00:30:00;7;4;4;1;6;0;3;20;10;30;20;10;30;0
2019-11-14 00:45:00;6;2;3;0;6;1;4;20;10;30;20;10;30;0
2019-11-14 01:00:00;2;2;0;1;9;2;1;26;13;39;26;13;39;0
2019-11-14 01:15:00;3;1;3;1;6;2;3;24;12;36;24;12;36;0
2019-11-14 01:30:00;6;3;1;1;10;2;2;26;13;39;26;13;39;0
2019-11-14 01:45:00;0;3;2;1;9;4;3;26;13;39;26;13;39;0
2019-11-14 02:00:00;1;4;3;0;11;3;1;26;13;39;26;13;39;0
2019-11-14 02:15:00;0;0;0;0;4;1;2;26;13;39;26;13;39;0
2019-11-14 02:30:00;2;1;2;0;4;1;2;26;13;39;26;13;39;0
2019-11-14 02:45:00;2;0;1;0;8;1;1;26;13;39;26;13;39;0
2019-11-14 03:00:00;6;0;1;0;3;1;1;24;12;36;24;12;36;0
2019-11-14 03:15:00;2;3;2;2;5;0;4;26;13;39;26;13;39;0
2019-11-14 03:30:00;2;3;0;0;5;1;2;26;13;39;26;13;39;0
2019-11-14 03:45:00;7;2;2;1;13;4;2;26;13;39;26;13;39;0
2019-11-14 04:00:00;2;5;3;0;12;4;1;26;13;39;26;13;39;0
2019-11-14 04:15:00;4;4;5;0;20;6;5;26;13;39;26;13;39;0
2019-11-14 04:30:00;5;6;6;5;15;3;1;26;13;39;26;13;39;0
2019-11-14 04:45:00;8;10;5;7;21;8;0;24;12;36;24;12;36;0
2019-11-14 05:00:00;30;13;31;24;43;16;6;20;10;31;20;10;31;0
2019-11-14 05:15:00;52;41;56;56;46;9;6;20;10;30;20;10;30;0
2019-11-14 05:30:00;49;44;48;65;80;26;8;20;10;30;20;10;30;0
2019-11-14 05:45:00;59;55;45;54;89;44;31;20;10;30;20;10;30;0
2019-11-14 06:00:00;54;54;64;45;123;48;54;20;10;30;20;10;30;0
2019-11-14 06:15:00;65;61;69;69;127;64;43;20;10;30;20;10;30;0
2019-11-14 06:30:00;98;80;103;104;112;70;30;20;10;30;20;10;30;0
2019-11-14 06:45:00;88;84;96;94;99;72;42;21;11;30;21;11;30;0
2019-11-14 07:00:00;131;66;121;122;120;69;38;20;10;30;20;10;30;0
2019-11-14 07:15:00;144;96;114;115;130;77;46;20;10;30;20;10;30;0
2019-11-14 07:30:00;122;111;99;102;120;73;43;21;11;30;21;11;30;0
2019-11-14 07:45:00;131;98;100;106;129;80;79;20;10;30;20;10;30;0
2019-11-14 08:00:00;105;88;87;82;123;68;47;20;10;30;20;10;30;0
2019-11-14 08:15:00;113;91;75;64;130;62;37;20;10;30;20;10;30;0
2019-11-14 08:30:00;102;86;66;54;116;77;50;20;10;30;20;10;30;0
2019-11-14 08:45:00;105;90;68;54;110;79;53;20;10;30;20;10;30;0
